,begin_quarantine,full_quarantine,time_to_full_quarantine,strength_of_quarantine,length_of_full_quarantine,day_quit_quarantine,increase_rate_from_quit_quarantine,increase_before_drop,quarantine_enforcement
Strasbourg,60.75085855500514,62.34133787065805,1.5904793156529105,95.56751364023819,42.559903590463236,104.90124146112129,2.4167969715334197,41.26857142857142,47.46244314058956
Stuttgart,60.68446048140656,63.10697014111099,2.422509659704438,96.9992222091498,11.89069892908104,74.99766907019203,0.6790609625685768,75.26428571428573,106.33169256198349
Sydney,60.799338522967595,67.93952610961321,7.140187586645615,86.1480863361414,21.06046816283188,88.9999942724451,0.3684035764275251,11.35142857142857,94.78881541950112
Syracuse,60.109042355050654,62.824169964003566,2.7151276089529186,65.84252994226013,41.52526033380607,104.34943029780963,0.21582707862383205,9.641428571428591,47.20741882086168
Tacoma,58.288937651015495,65.71097548884137,7.422037837825883,81.07293898891922,39.076632614925174,104.78760810376654,0.30424837326705145,11.50571428571429,51.45316857330703
Taichung–Changhua metropolitan area,40.373943397365835,68.3712983114369,27.997354914071074,67.53145817162655,32.62873472135969,101.0000330327966,0.6633153831686583,18.824285714285708,184.49545913682277
Taipei–Keelung–Taoyuan metropolitan area,7.985165620806894,8.53309666305916,0.5479310422522656,27.762775522953653,22.32984754559562,30.862944208654778,-0.4477406643431476,,162.36858677685947
Takamatsu,82.17628377834991,88.58715919689998,6.410875418550076,69.8374356736037,25.4127916052512,113.99995080215118,1.4427869207545223,45.85285714285712,57.79355200000002
Takasaki,79.95003707661596,88.11474838918613,8.164711312570184,50.60981239533511,19.160761022777223,107.27550941196336,0.8984572069981636,26.21142857142857,37.08364819944597
Tampa,61.11174526125491,66.88374252629536,5.7719972650404525,57.076820202795844,35.11625764923896,102.00000017553432,0.5484252676642937,-11.147142857142853,30.922505246913577
