country_region,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Panama,9.0,10.0,5.0,3.0,4.0,4.0,7.0,-9.0,-11.0,-35.0,-39.0,-22.0,-4.0,3.0,8.0,11.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,-1.0,-11.0,-17.0,-15.0,-18.0,-26.0,-25.0,-34.0,-39.0,-46.0,-45.0,-52.0,-59.0,-61.0,-67.0,-77.0,-76.0,-76.0,-76.0,-77.0,-76.0,-75.0,-79.0,-77.0,-79.0,-76.0,-89.0,-79.0,-75.0,-78.0,-75.0,-85.0,-91.0,-90.0,-78.0,-74.0,-76.0,-72.0,-74.0,-90.0,-91.0,-76.0,-73.0,-77.0,-74.0,-75.0,-90.0,-90.0,-75.0,-71.0,-74.0,-69.0,-81.0,-90.0,-90.0,-73.0,-70.0,-72.0,-70.0,-70.0,-88.0,-89.0,-70.0,-68.0,-71.0
Papua New Guinea,-3.0,2.0,-4.0,-4.0,-3.0,-1.0,-6.0,-7.0,0.0,-6.0,-2.0,-3.0,0.0,5.0,1.0,-1.0,-6.0,-3.0,-3.0,-4.0,-2.0,-3.0,-6.0,-7.0,-1.0,-5.0,3.0,-1.0,0.0,-8.0,-8.0,-2.0,-7.0,-13.0,-10.0,-9.0,-18.0,4.0,-40.0,-44.0,-40.0,-45.0,-44.0,-46.0,-46.0,-48.0,-48.0,-48.0,-41.0,-44.0,-42.0,-37.0,-28.0,-31.0,-24.0,-38.0,-40.0,-43.0,-45.0,-32.0,-35.0,-32.0,-33.0,-30.0,-35.0,-37.0,-39.0,-39.0,-34.0,-32.0,-33.0,-35.0,-32.0,-30.0,-29.0,-31.0,-27.0,-35.0,-34.0,-36.0,-31.0,-30.0,-27.0,-20.0,-20.0,-28.0,-28.0,-25.0,-26.0
Paraguay,-6.0,-6.0,-3.0,-6.0,-5.0,-3.0,-6.0,-5.0,-9.0,-5.0,-9.0,-9.0,-2.0,-4.0,-4.0,-7.0,-2.0,-3.0,-5.0,-1.0,-3.0,-6.0,-7.0,-5.0,-4.0,-11.0,-13.0,-22.0,-27.0,-39.0,-38.0,-43.0,-51.0,-52.0,-53.0,-71.0,-78.0,-75.0,-76.0,-77.0,-75.0,-76.0,-77.0,-76.0,-67.0,-63.0,-68.0,-69.0,-72.0,-77.0,-80.0,-78.0,-74.0,-76.0,-81.0,-89.0,-81.0,-78.0,-71.0,-68.0,-69.0,-67.0,-67.0,-69.0,-74.0,-66.0,-63.0,-62.0,-63.0,-66.0,-69.0,-73.0,-63.0,-60.0,-59.0,-54.0,-77.0,-68.0,-72.0,-57.0,-54.0,-53.0,-51.0,-56.0,-59.0,-68.0,-54.0,-56.0,-48.0
Peru,27.0,46.0,51.0,57.0,85.0,106.0,102.0,135.0,96.0,50.0,67.0,52.0,60.0,140.0,57.0,46.0,23.0,-37.0,-19.0,-52.0,-32.0,-75.0,-90.0,-96.0,-130.0,-153.0,-187.0,-220.0,-316.0,-313.0,-206.0,-1879.0,-2025.0,-2084.0,-2111.0,-2108.0,-2123.0,-2119.0,-2114.0,-2101.0,-2096.0,-2076.0,-2093.0,-2107.0,-2104.0,-2089.0,-2098.0,-2103.0,-2142.0,-2182.0,-2348.0,-2143.0,-2161.0,-2028.0,-2360.0,-2365.0,-2094.0,-2357.0,-2074.0,-2100.0,-2098.0,-2114.0,-2136.0,-2108.0,-2281.0,-2093.0,-2182.0,-2099.0,-2104.0,-2099.0,-2075.0,-2359.0,-2046.0,-2036.0,-2036.0,-2044.0,-2142.0,-2067.0,-2382.0,-2031.0,-2029.0,-2015.0,-2018.0,-2001.0,-1902.0,-2339.0,-1982.0,-1952.0,-1986.0
Philippines,1.0,-3.0,-2.0,0.0,-6.0,-5.0,-6.0,-1.0,-7.0,-4.0,-18.0,-3.0,-6.0,-6.0,0.0,-5.0,-5.0,-4.0,-7.0,-6.0,-8.0,-4.0,-9.0,-7.0,-11.0,-17.0,-17.0,-17.0,-15.0,-42.0,-42.0,-63.0,-72.0,-75.0,-79.0,-78.0,-79.0,-81.0,-81.0,-81.0,-81.0,-83.0,-82.0,-82.0,-84.0,-83.0,-84.0,-84.0,-85.0,-84.0,-84.0,-84.0,-83.0,-83.0,-86.0,-90.0,-86.0,-84.0,-83.0,-82.0,-83.0,-84.0,-85.0,-84.0,-85.0,-84.0,-84.0,-85.0,-85.0,-86.0,-85.0,-85.0,-84.0,-83.0,-83.0,-79.0,-82.0,-79.0,-81.0,-78.0,-77.0,-76.0,-77.0,-78.0,-75.0,-76.0,-75.0,-75.0,-76.0
Poland,127.0,136.0,156.0,31.0,18.0,68.0,35.0,81.0,32.0,123.0,68.0,39.0,76.0,129.0,40.0,168.0,132.0,36.0,46.0,92.0,108.0,24.0,226.0,137.0,47.0,1.0,-340.0,-532.0,-606.0,-860.0,-796.0,-862.0,-852.0,-892.0,-951.0,-981.0,-1116.0,-950.0,-962.0,-1016.0,-1021.0,-1021.0,-945.0,-1211.0,-1030.0,-1030.0,-1053.0,-1053.0,-1076.0,-1055.0,-1169.0,-990.0,-986.0,-976.0,-966.0,-1015.0,-1087.0,-1299.0,-1442.0,-1069.0,-1007.0,-1001.0,-1002.0,-950.0,-1144.0,-887.0,-892.0,-892.0,-859.0,-871.0,-853.0,-911.0,-804.0,-783.0,-841.0,-689.0,-1206.0,-786.0,-924.0,-733.0,-813.0,-822.0,-740.0,-672.0,-482.0,-553.0,-730.0,-744.0,-729.0
Portugal,153.0,137.0,92.0,97.0,94.0,142.0,339.0,304.0,316.0,184.0,-120.0,77.0,109.0,183.0,22.0,71.0,97.0,27.0,45.0,86.0,188.0,120.0,98.0,70.0,56.0,4.0,-82.0,-278.0,-462.0,-793.0,-829.0,-923.0,-963.0,-1147.0,-1351.0,-1273.0,-1271.0,-1288.0,-1273.0,-1292.0,-1302.0,-1320.0,-1218.0,-1317.0,-1332.0,-1317.0,-1303.0,-1291.0,-1306.0,-1243.0,-1307.0,-1320.0,-1248.0,-1225.0,-1364.0,-1512.0,-1266.0,-1293.0,-1401.0,-1210.0,-1263.0,-1292.0,-1276.0,-1178.0,-1109.0,-1219.0,-1171.0,-1169.0,-1154.0,-1181.0,-1123.0,-1190.0,-1182.0,-1136.0,-1129.0,-1044.0,-1439.0,-1050.0,-1045.0,-988.0,-945.0,-927.0,-933.0,-948.0,-886.0,-949.0,-962.0,-912.0,-973.0
Puerto Rico,-4.0,-2.0,-8.0,5.0,7.0,-1.0,-3.0,-6.0,-1.0,-2.0,-5.0,1.0,2.0,1.0,-3.0,5.0,-1.0,4.0,4.0,1.0,-4.0,-4.0,-3.0,-1.0,1.0,-2.0,-9.0,-11.0,-21.0,-27.0,-36.0,-44.0,-52.0,-61.0,-63.0,-69.0,-70.0,-70.0,-72.0,-72.0,-75.0,-75.0,-78.0,-79.0,-75.0,-75.0,-77.0,-78.0,-78.0,-81.0,-88.0,-77.0,-77.0,-77.0,-76.0,-89.0,-86.0,-88.0,-74.0,-74.0,-74.0,-75.0,-75.0,-78.0,-86.0,-73.0,-75.0,-72.0,-75.0,-74.0,-76.0,-83.0,-70.0,-72.0,-70.0,-71.0,-70.0,-72.0,-80.0,-66.0,-67.0,-66.0,-67.0,-65.0,-69.0,-70.0,-65.0,-67.0,-65.0
Qatar,1.0,3.0,1.0,1.0,-1.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,1.0,0.0,-1.0,-2.0,-4.0,-5.0,-3.0,-2.0,-8.0,-9.0,-14.0,-21.0,-37.0,-30.0,-23.0,-28.0,-33.0,-39.0,-43.0,-52.0,-43.0,-48.0,-48.0,-48.0,-49.0,-52.0,-63.0,-53.0,-52.0,-51.0,-51.0,-52.0,-56.0,-65.0,-54.0,-52.0,-53.0,-55.0,-56.0,-58.0,-69.0,-60.0,-54.0,-57.0,-54.0,-58.0,-57.0,-68.0,-59.0,-55.0,-54.0,-54.0,-54.0,-56.0,-69.0,-61.0,-57.0,-57.0,-55.0,-55.0,-56.0,-64.0,-56.0,-53.0,-53.0,-52.0,-50.0,-52.0,-63.0,-54.0,-49.0,-48.0,-47.0,-50.0
Romania,295.0,530.0,298.0,263.0,168.0,94.0,403.0,244.0,382.0,18.0,199.0,167.0,-67.0,344.0,174.0,537.0,115.0,99.0,93.0,-2.0,457.0,337.0,465.0,-13.0,96.0,-186.0,-259.0,-333.0,-514.0,-960.0,-1009.0,-1152.0,-1197.0,-1404.0,-1360.0,-1432.0,-2007.0,-2267.0,-2209.0,-2553.0,-2662.0,-2550.0,-2647.0,-2869.0,-2489.0,-2584.0,-2529.0,-2488.0,-2426.0,-2541.0,-2805.0,-2423.0,-2355.0,-2289.0,-2322.0,-2189.0,-2215.0,-2654.0,-2343.0,-2262.0,-2042.0,-2011.0,-2471.0,-2478.0,-3428.0,-3414.0,-2567.0,-2279.0,-2247.0,-2169.0,-2242.0,-2530.0,-2123.0,-2062.0,-2086.0,-2042.0,-2735.0,-2285.0,-2626.0,-2209.0,-2041.0,-2083.0,-2112.0,-1869.0,-1840.0,-2097.0,-1872.0,-1837.0,-1729.0
Rwanda,12.0,5.0,5.0,0.0,1.0,2.0,9.0,16.0,5.0,3.0,1.0,7.0,9.0,9.0,3.0,14.0,5.0,4.0,9.0,8.0,12.0,23.0,17.0,7.0,4.0,7.0,9.0,6.0,17.0,-8.0,-2.0,-13.0,-15.0,-13.0,-22.0,-27.0,-60.0,-68.0,-71.0,-72.0,-73.0,-76.0,-73.0,-75.0,-75.0,-73.0,-71.0,-71.0,-75.0,-72.0,-75.0,-73.0,-80.0,-73.0,-73.0,-77.0,-72.0,-77.0,-78.0,-74.0,-73.0,-74.0,-76.0,-73.0,-76.0,-72.0,-73.0,-72.0,-73.0,-74.0,-72.0,-75.0,-73.0,-71.0,-71.0,-69.0,-74.0,-71.0,-75.0,-43.0,-40.0,-39.0,-35.0,-42.0,-40.0,-51.0,-37.0,-37.0,-35.0
Réunion,-4.0,1.0,8.0,19.0,17.0,9.0,-6.0,-4.0,3.0,3.0,10.0,10.0,1.0,-16.0,-9.0,-8.0,-11.0,-11.0,-14.0,-10.0,-28.0,-25.0,-18.0,-12.0,-5.0,-10.0,-1.0,-25.0,-25.0,-14.0,-18.0,-17.0,-49.0,-49.0,-69.0,-71.0,-74.0,-78.0,-75.0,-83.0,-74.0,-87.0,-84.0,-82.0,-82.0,-88.0,-87.0,-83.0,-91.0,-92.0,-91.0,-87.0,-85.0,-86.0,-82.0,-88.0,-91.0,-91.0,-90.0,-83.0,-86.0,-89.0,-87.0,-90.0,-90.0,-87.0,-83.0,-83.0,-85.0,-85.0,-90.0,-90.0,-87.0,-82.0,-85.0,-79.0,-90.0,-87.0,-86.0,-86.0,-76.0,-75.0,-78.0,-88.0,-83.0,-83.0,-72.0,-64.0,-72.0
Saudi Arabia,-51.0,-52.0,-67.0,-64.0,-46.0,-32.0,-109.0,-104.0,-96.0,-85.0,-68.0,-51.0,-9.0,-65.0,-64.0,-51.0,-61.0,-61.0,-51.0,-84.0,-103.0,-128.0,-133.0,-165.0,-156.0,-179.0,-201.0,-280.0,-260.0,-288.0,-362.0,-407.0,-466.0,-516.0,-531.0,-646.0,-652.0,-697.0,-710.0,-694.0,-714.0,-798.0,-720.0,-696.0,-701.0,-697.0,-700.0,-731.0,-797.0,-737.0,-692.0,-700.0,-766.0,-793.0,-797.0,-846.0,-794.0,-756.0,-770.0,-769.0,-773.0,-804.0,-833.0,-804.0,-768.0,-766.0,-759.0,-775.0,-771.0,-871.0,-827.0,-796.0,-775.0,-770.0,-747.0,-765.0,-823.0,-772.0,-752.0,-749.0,-740.0,-737.0,-769.0,-796.0,-759.0,-712.0,-720.0,-689.0,-721.0
Senegal,-3.0,0.0,0.0,-4.0,-6.0,-2.0,-3.0,-4.0,-3.0,-1.0,-11.0,-9.0,-3.0,-2.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,-2.0,0.0,-1.0,0.0,-3.0,-4.0,-3.0,-3.0,-7.0,-7.0,-7.0,-11.0,-17.0,-20.0,-22.0,-30.0,-38.0,-36.0,-45.0,-47.0,-48.0,-51.0,-52.0,-50.0,-45.0,-49.0,-48.0,-47.0,-48.0,-53.0,-50.0,-44.0,-47.0,-48.0,-48.0,-49.0,-49.0,-51.0,-55.0,-48.0,-48.0,-48.0,-51.0,-52.0,-52.0,-48.0,-51.0,-51.0,-50.0,-52.0,-57.0,-59.0,-55.0,-57.0,-56.0,-53.0,-62.0,-58.0,-58.0,-52.0,-52.0,-54.0,-48.0,-54.0,-52.0,-54.0,-50.0,-47.0,-50.0
Serbia,4.0,8.0,-3.0,5.0,0.0,1.0,1.0,12.0,12.0,10.0,12.0,5.0,4.0,2.0,9.0,12.0,18.0,7.0,0.0,12.0,5.0,3.0,6.0,9.0,2.0,4.0,5.0,-4.0,-13.0,-16.0,-26.0,-34.0,-42.0,-44.0,-49.0,-47.0,-69.0,-68.0,-75.0,-74.0,-71.0,-70.0,-64.0,-72.0,-67.0,-68.0,-70.0,-68.0,-66.0,-69.0,-93.0,-64.0,-65.0,-65.0,-62.0,-58.0,-91.0,-91.0,-57.0,-66.0,-60.0,-56.0,-60.0,-92.0,-92.0,-93.0,-59.0,-59.0,-57.0,-51.0,-90.0,-90.0,-47.0,-52.0,-53.0,-46.0,-92.0,-67.0,-63.0,-56.0,-55.0,-59.0,-45.0,-41.0,-30.0,-32.0,-32.0,-33.0,-33.0
Singapore,-17.0,-22.0,-14.0,-15.0,-15.0,-12.0,-12.0,-16.0,-19.0,-14.0,-13.0,-14.0,-9.0,-11.0,-13.0,-16.0,-12.0,-13.0,-12.0,-9.0,-10.0,-15.0,-16.0,-14.0,-13.0,-13.0,-9.0,-12.0,-15.0,-18.0,-16.0,-16.0,-19.0,-19.0,-21.0,-23.0,-31.0,-24.0,-23.0,-25.0,-25.0,-27.0,-33.0,-40.0,-29.0,-29.0,-31.0,-33.0,-32.0,-36.0,-40.0,-32.0,-54.0,-63.0,-63.0,-75.0,-66.0,-70.0,-66.0,-65.0,-66.0,-66.0,-65.0,-66.0,-69.0,-68.0,-69.0,-69.0,-70.0,-71.0,-70.0,-72.0,-70.0,-69.0,-69.0,-67.0,-74.0,-67.0,-69.0,-68.0,-67.0,-66.0,-72.0,-66.0,-64.0,-67.0,-66.0,-64.0,-64.0
Slovakia,128.0,170.0,64.0,52.0,21.0,39.0,-19.0,105.0,66.0,26.0,54.0,-16.0,21.0,-22.0,85.0,105.0,20.0,-18.0,-20.0,29.0,-43.0,-28.0,61.0,22.0,-56.0,-154.0,-186.0,-370.0,-431.0,-500.0,-495.0,-515.0,-524.0,-522.0,-557.0,-619.0,-625.0,-570.0,-551.0,-559.0,-548.0,-547.0,-480.0,-560.0,-534.0,-514.0,-511.0,-512.0,-528.0,-458.0,-495.0,-464.0,-385.0,-500.0,-527.0,-735.0,-517.0,-580.0,-733.0,-473.0,-437.0,-424.0,-464.0,-368.0,-546.0,-438.0,-433.0,-437.0,-425.0,-454.0,-424.0,-440.0,-409.0,-382.0,-411.0,-379.0,-660.0,-357.0,-484.0,-386.0,-417.0,-391.0,-307.0,-541.0,-198.0,-308.0,-298.0,-326.0,-360.0
Slovenia,93.0,18.0,-68.0,-13.0,-29.0,-32.0,-8.0,108.0,44.0,-31.0,-4.0,-190.0,-89.0,-47.0,29.0,-79.0,6.0,15.0,21.0,34.0,-32.0,26.0,41.0,-16.0,-20.0,6.0,-32.0,-290.0,-269.0,-207.0,-664.0,-717.0,-651.0,-722.0,-867.0,-507.0,-556.0,-846.0,-914.0,-940.0,-1038.0,-1070.0,-387.0,-317.0,-1047.0,-903.0,-771.0,-753.0,-987.0,-508.0,-314.0,-708.0,-705.0,-677.0,-733.0,-939.0,-333.0,-293.0,-917.0,-895.0,-644.0,-678.0,-815.0,-348.0,-436.0,-769.0,-682.0,-615.0,-652.0,-784.0,-352.0,-262.0,-853.0,-603.0,-652.0,-511.0,-1198.0,-368.0,-200.0,-561.0,-603.0,-519.0,-499.0,-602.0,-233.0,-177.0,-616.0,-711.0,-388.0
South Africa,3.0,-19.0,33.0,23.0,3.0,26.0,58.0,-31.0,-128.0,-68.0,1.0,-7.0,27.0,141.0,38.0,66.0,65.0,54.0,47.0,45.0,62.0,-4.0,-73.0,-28.0,-40.0,-60.0,-69.0,-32.0,-88.0,-130.0,-123.0,-123.0,-144.0,-176.0,-158.0,-196.0,-288.0,-282.0,-230.0,-106.0,-149.0,-758.0,-654.0,-671.0,-724.0,-690.0,-690.0,-705.0,-730.0,-651.0,-720.0,-732.0,-707.0,-722.0,-723.0,-806.0,-659.0,-771.0,-800.0,-731.0,-694.0,-702.0,-716.0,-625.0,-738.0,-710.0,-695.0,-699.0,-710.0,-694.0,-591.0,-722.0,-767.0,-682.0,-669.0,-643.0,-677.0,-461.0,-575.0,-498.0,-489.0,-462.0,-466.0,-570.0,-481.0,-628.0,-567.0,-541.0,-557.0
South Korea,-6.0,-15.0,-6.0,-3.0,-4.0,-6.0,-10.0,-24.0,-25.0,-15.0,-26.0,-22.0,-24.0,-30.0,-32.0,-36.0,-20.0,-21.0,-25.0,-25.0,-22.0,-29.0,-24.0,-17.0,-25.0,-18.0,-20.0,-20.0,-22.0,-29.0,-16.0,-17.0,-16.0,-25.0,-17.0,-18.0,-17.0,-13.0,-13.0,-14.0,-21.0,-20.0,-20.0,-17.0,-12.0,-10.0,-15.0,-15.0,-13.0,-16.0,-14.0,-9.0,-10.0,-13.0,-14.0,-12.0,-13.0,-20.0,-9.0,-4.0,-16.0,-13.0,-20.0,-10.0,-24.0,-11.0,-11.0,-15.0,-14.0,-10.0,-10.0,-5.0,-6.0,-3.0,2.0,-6.0,-10.0,-4.0,-2.0,1.0,-14.0,-4.0,-4.0,-1.0,-20.0,-4.0,-2.0,-3.0,-4.0
Spain,99.0,94.0,28.0,7.0,15.0,78.0,148.0,246.0,252.0,107.0,21.0,2.0,76.0,104.0,113.0,144.0,-17.0,-40.0,25.0,-34.0,-35.0,27.0,142.0,6.0,-12.0,-78.0,-234.0,-537.0,-850.0,-1257.0,-1312.0,-1382.0,-1413.0,-1512.0,-1503.0,-1499.0,-1570.0,-1501.0,-1436.0,-1516.0,-1451.0,-1557.0,-1530.0,-1586.0,-1572.0,-1566.0,-1564.0,-1561.0,-1583.0,-1612.0,-1602.0,-1550.0,-1530.0,-1504.0,-1580.0,-1729.0,-1506.0,-1599.0,-1567.0,-1468.0,-1486.0,-1492.0,-1520.0,-1575.0,-1673.0,-1477.0,-1486.0,-1540.0,-1572.0,-1557.0,-1633.0,-1571.0,-1409.0,-1403.0,-1458.0,-1446.0,-1633.0,-1193.0,-1221.0,-1136.0,-1121.0,-1181.0,-1225.0,-1218.0,-1231.0,-1384.0,-969.0,-1054.0,-1071.0
Sri Lanka,3.0,4.0,2.0,4.0,4.0,8.0,0.0,2.0,6.0,4.0,6.0,6.0,4.0,7.0,7.0,7.0,4.0,4.0,5.0,5.0,9.0,9.0,9.0,-16.0,12.0,9.0,7.0,2.0,-5.0,-13.0,-33.0,-24.0,-32.0,-37.0,-36.0,-81.0,-80.0,-64.0,-57.0,-79.0,-57.0,-75.0,-80.0,-78.0,-62.0,-78.0,-65.0,-77.0,-77.0,-79.0,-77.0,-56.0,-79.0,-76.0,-54.0,-76.0,-76.0,-76.0,-81.0,-80.0,-78.0,-57.0,-77.0,-78.0,-77.0,-58.0,-60.0,-60.0,-61.0,-60.0,-79.0,-78.0,-77.0,-58.0,-63.0,-59.0,-79.0,-77.0,-77.0,-57.0,-59.0,-53.0,-78.0,-78.0,-76.0,-74.0,-47.0,-47.0,-47.0
Sweden,103.0,-210.0,-124.0,-63.0,-64.0,-131.0,-23.0,-41.0,88.0,-20.0,23.0,-26.0,41.0,66.0,154.0,-29.0,-63.0,-68.0,-114.0,-62.0,-14.0,145.0,-94.0,-70.0,-47.0,-129.0,-261.0,-344.0,-197.0,-550.0,-462.0,-557.0,-676.0,-649.0,-727.0,-461.0,-639.0,-741.0,-687.0,-683.0,-660.0,-694.0,-496.0,-736.0,-763.0,-704.0,-719.0,-844.0,-819.0,-551.0,-733.0,-665.0,-642.0,-652.0,-660.0,-1133.0,-610.0,-861.0,-1271.0,-698.0,-660.0,-705.0,-740.0,-457.0,-608.0,-601.0,-499.0,-543.0,-577.0,-677.0,-415.0,-630.0,-704.0,-651.0,-593.0,-644.0,-1293.0,-490.0,-575.0,-667.0,-582.0,-561.0,-587.0,-620.0,-261.0,-826.0,-665.0,-630.0,-630.0
Switzerland,317.0,245.0,-37.0,144.0,-130.0,264.0,60.0,588.0,388.0,260.0,97.0,-236.0,-236.0,-55.0,-191.0,40.0,-234.0,-110.0,-96.0,-366.0,-253.0,-257.0,111.0,-254.0,-287.0,-160.0,-269.0,-401.0,-673.0,-377.0,-740.0,-1021.0,-1095.0,-1252.0,-1392.0,-1587.0,-1714.0,-1448.0,-1408.0,-1470.0,-1498.0,-1427.0,-1277.0,-1740.0,-1535.0,-1272.0,-1257.0,-1302.0,-1334.0,-1207.0,-1130.0,-1216.0,-1182.0,-1207.0,-1180.0,-1451.0,-1089.0,-1166.0,-1425.0,-1250.0,-1160.0,-1196.0,-1162.0,-1043.0,-1061.0,-1204.0,-1178.0,-1067.0,-1087.0,-1073.0,-988.0,-1129.0,-917.0,-1123.0,-1059.0,-1213.0,-1360.0,-1218.0,-859.0,-903.0,-1128.0,-954.0,-848.0,-864.0,-675.0,-740.0,-952.0,-795.0,-941.0
Taiwan,-10.0,-22.0,-17.0,-15.0,-12.0,-15.0,-12.0,-17.0,-15.0,-14.0,-12.0,-11.0,-4.0,-14.0,-16.0,-11.0,-14.0,-15.0,-16.0,-18.0,-9.0,-18.0,-16.0,-14.0,-18.0,-12.0,-15.0,-12.0,-25.0,-13.0,-13.0,-15.0,-15.0,-21.0,-12.0,-23.0,-22.0,-19.0,-19.0,-17.0,-20.0,-17.0,-34.0,-24.0,-20.0,-17.0,-6.0,-26.0,-31.0,-33.0,-28.0,-21.0,-22.0,-21.0,-23.0,-17.0,-32.0,-33.0,-21.0,-20.0,-18.0,-20.0,-15.0,-24.0,-25.0,-21.0,-23.0,-23.0,-26.0,-21.0,-31.0,-31.0,-22.0,-20.0,-18.0,-15.0,-16.0,-25.0,-21.0,-19.0,-19.0,-17.0,-18.0,-9.0,-20.0,-19.0,-17.0,-19.0,-15.0
Tajikistan,-1.0,2.0,1.0,-3.0,-1.0,3.0,4.0,6.0,6.0,1.0,0.0,-1.0,-3.0,2.0,6.0,6.0,3.0,3.0,3.0,2.0,7.0,4.0,5.0,-10.0,1.0,2.0,3.0,7.0,9.0,5.0,9.0,6.0,2.0,-1.0,0.0,-12.0,-11.0,-26.0,-25.0,-24.0,-20.0,-16.0,-17.0,-17.0,-16.0,-20.0,-22.0,-16.0,-10.0,-12.0,-15.0,-16.0,-17.0,-20.0,-20.0,-12.0,-15.0,-21.0,-21.0,-18.0,-21.0,-14.0,-13.0,-18.0,-23.0,-22.0,-21.0,-21.0,-21.0,-28.0,-31.0,-32.0,-35.0,-35.0,-37.0,-38.0,-40.0,-47.0,-50.0,-51.0,-52.0,-48.0,-48.0,-48.0,-51.0,-47.0,-52.0,-47.0,-53.0
Tanzania,-3.0,-1.0,-2.0,-1.0,-2.0,1.0,-2.0,-3.0,-12.0,-2.0,0.0,2.0,6.0,4.0,8.0,5.0,4.0,4.0,1.0,7.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,0.0,-1.0,-1.0,1.0,1.0,3.0,5.0,-3.0,-5.0,-11.0,-6.0,-6.0,-4.0,-1.0,-8.0,-9.0,-11.0,-8.0,-7.0,-8.0,-6.0,-11.0,-11.0,-15.0,-10.0,-15.0,-9.0,-7.0,-20.0,-16.0,-33.0,-26.0,-15.0,-14.0,-15.0,-23.0,-30.0,-27.0,-20.0,-23.0,-23.0,-22.0,-24.0,-25.0,-27.0,-24.0,-24.0,-28.0,-18.0,-31.0,-27.0,-29.0,-24.0,-24.0,-21.0,-17.0,-22.0,-23.0,-25.0,-21.0,-20.0,-21.0
Thailand,-2.0,-4.0,-4.0,-6.0,-6.0,-4.0,-5.0,-6.0,-8.0,-7.0,-7.0,-8.0,-8.0,-6.0,-7.0,-8.0,-9.0,-10.0,-11.0,-9.0,-11.0,-13.0,-15.0,-13.0,-13.0,-15.0,-15.0,-17.0,-20.0,-23.0,-18.0,-21.0,-24.0,-26.0,-30.0,-33.0,-41.0,-39.0,-42.0,-42.0,-50.0,-54.0,-57.0,-61.0,-53.0,-53.0,-55.0,-57.0,-60.0,-62.0,-66.0,-67.0,-58.0,-60.0,-60.0,-61.0,-63.0,-66.0,-62.0,-61.0,-60.0,-60.0,-62.0,-61.0,-63.0,-57.0,-58.0,-59.0,-59.0,-60.0,-61.0,-62.0,-57.0,-56.0,-55.0,-47.0,-56.0,-50.0,-50.0,-56.0,-43.0,-54.0,-45.0,-47.0,-47.0,-49.0,-50.0,-42.0,-43.0
The Bahamas,11.0,4.0,6.0,8.0,23.0,11.0,8.0,16.0,7.0,8.0,4.0,13.0,6.0,5.0,13.0,4.0,-3.0,-1.0,8.0,2.0,2.0,3.0,-2.0,-8.0,-6.0,3.0,-2.0,0.0,-5.0,-10.0,-14.0,-15.0,-15.0,-24.0,-29.0,-38.0,-52.0,-53.0,-56.0,-69.0,-76.0,-81.0,-84.0,-87.0,-83.0,-80.0,-81.0,-82.0,-81.0,-94.0,-96.0,-85.0,-79.0,-83.0,-92.0,-96.0,-95.0,-100.0,-95.0,-81.0,-82.0,-83.0,-84.0,-94.0,-96.0,-85.0,-82.0,-83.0,-84.0,-83.0,-95.0,-96.0,-83.0,-80.0,-80.0,-82.0,-82.0,-93.0,-96.0,-81.0,-74.0,-77.0,-75.0,-73.0,-93.0,-95.0,-78.0,-69.0,-77.0
