sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Maluku,5.0,3.0,-1.0,1.0,-1.0,0.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,9.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,-3.0,-6.0,-13.0,-9.0,-9.0,-30.0,-35.0,-60.0,-37.0,-35.0,-24.0,-17.0,-34.0,-34.0,-33.0,-33.0,-31.0,-22.0,-12.0,-30.0,-32.0,-32.0,-35.0,-63.0,-30.0,-16.0,-36.0,-33.0,-32.0,-32.0,-31.0,-23.0,-14.0,-32.0,-31.0,-31.0,-34.0,-41.0,-30.0,-16.0,-32.0,-34.0,-35.0,-30.0,-54.0,-21.0,-12.0,-34.0,-29.0,-30.0,-56.0,-31.0,-18.0,-5.0,-26.0,-30.0,-27.0
Manawatu-Wanganui,3.0,1.0,22.0,15.0,16.0,19.0,19.0,4.0,3.0,23.0,17.0,18.0,22.0,20.0,2.0,4.0,25.0,18.0,17.0,20.0,18.0,7.0,-2.0,21.0,18.0,18.0,22.0,20.0,6.0,3.0,22.0,16.0,13.0,18.0,16.0,-1.0,-4.0,10.0,-23.0,-39.0,-65.0,-66.0,-60.0,-54.0,-65.0,-66.0,-66.0,-65.0,-64.0,-55.0,-50.0,-63.0,-65.0,-64.0,-63.0,-85.0,-50.0,-54.0,-82.0,-64.0,-64.0,-63.0,-62.0,-50.0,-49.0,-60.0,-62.0,-61.0,-57.0,-56.0,-51.0,-41.0,-76.0,-37.0,-38.0,-36.0,-34.0,-29.0,-33.0,-33.0,-37.0,-35.0,-32.0,-29.0,-22.0,-22.0,-28.0,-30.0,-28.0
Manipur,-9.0,4.0,8.0,7.0,10.0,7.0,11.0,6.0,6.0,9.0,6.0,0.0,7.0,6.0,8.0,7.0,5.0,6.0,10.0,8.0,11.0,7.0,11.0,-14.0,-38.0,-29.0,-27.0,-23.0,-16.0,3.0,-18.0,-26.0,-1.0,-2.0,1.0,-28.0,-26.0,-26.0,-46.0,-52.0,-49.0,-45.0,-45.0,-23.0,-44.0,-44.0,-44.0,-46.0,-42.0,-41.0,-21.0,-44.0,-45.0,-44.0,-44.0,-46.0,-39.0,-22.0,-48.0,-44.0,-42.0,-42.0,-42.0,-43.0,-22.0,-41.0,-39.0,-37.0,-41.0,-36.0,-36.0,-19.0,-35.0,-36.0,-33.0,-34.0,-37.0,-32.0,-18.0,-26.0,-26.0,-27.0,-32.0,-26.0,-33.0,-14.0,-26.0,-28.0,-27.0
Manitoba,1.0,-4.0,-69.0,-1.0,0.0,2.0,0.0,7.0,2.0,2.0,4.0,4.0,6.0,3.0,7.0,3.0,3.0,4.0,3.0,3.0,2.0,6.0,2.0,3.0,4.0,4.0,5.0,-5.0,1.0,-7.0,-11.0,-17.0,-23.0,-27.0,-31.0,-24.0,-32.0,-40.0,-42.0,-43.0,-43.0,-44.0,-33.0,-36.0,-47.0,-47.0,-49.0,-52.0,-54.0,-37.0,-40.0,-48.0,-49.0,-49.0,-49.0,-82.0,-38.0,-47.0,-57.0,-48.0,-48.0,-47.0,-48.0,-33.0,-36.0,-46.0,-47.0,-46.0,-45.0,-46.0,-31.0,-34.0,-45.0,-46.0,-45.0,-44.0,-45.0,-29.0,-30.0,-42.0,-42.0,-42.0,-41.0,-42.0,-23.0,-24.0,-41.0,-40.0,-41.0
Maramureș County,2.0,3.0,1.0,1.0,0.0,0.0,28.0,4.0,3.0,1.0,2.0,1.0,1.0,26.0,3.0,3.0,1.0,3.0,2.0,3.0,30.0,1.0,7.0,2.0,1.0,-18.0,-20.0,-2.0,-6.0,-13.0,-27.0,-30.0,-32.0,-34.0,-18.0,-26.0,-36.0,-41.0,-43.0,-50.0,-49.0,-35.0,-40.0,-44.0,-49.0,-50.0,-50.0,-50.0,-36.0,-39.0,-41.0,-49.0,-50.0,-49.0,-49.0,-36.0,-39.0,-39.0,-52.0,-51.0,-50.0,-51.0,-65.0,-51.0,-54.0,-85.0,-60.0,-50.0,-49.0,-35.0,-33.0,-35.0,-45.0,-44.0,-45.0,-45.0,-57.0,-33.0,-37.0,-43.0,-42.0,-42.0,-41.0,-22.0,-22.0,-23.0,-37.0,-38.0,-37.0
Marche,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,-4.0,-12.0,-11.0,-11.0,-13.0,-4.0,-2.0,-2.0,-12.0,-13.0,-14.0,-18.0,-12.0,-20.0,-26.0,-32.0,-40.0,-48.0,-59.0,-56.0,-54.0,-57.0,-58.0,-59.0,-61.0,-64.0,-64.0,-67.0,-69.0,-71.0,-73.0,-73.0,-67.0,-64.0,-70.0,-71.0,-70.0,-70.0,-70.0,-65.0,-64.0,-67.0,-68.0,-67.0,-68.0,-69.0,-65.0,-67.0,-91.0,-67.0,-64.0,-64.0,-63.0,-60.0,-58.0,-61.0,-62.0,-61.0,-60.0,-59.0,-77.0,-53.0,-56.0,-57.0,-56.0,-56.0,-88.0,-55.0,-49.0,-44.0,-43.0,-43.0,-42.0,-42.0,-43.0,-30.0,-38.0,-38.0,-37.0
Marijampolė County,-2.0,-3.0,-20.0,-19.0,-20.0,-22.0,-21.0,-3.0,-3.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,6.0,0.0,0.0,-70.0,-1.0,-16.0,-8.0,2.0,-33.0,-42.0,-43.0,-45.0,-44.0,-32.0,-24.0,-45.0,-47.0,-46.0,-47.0,-47.0,-30.0,-27.0,-47.0,-47.0,-48.0,-48.0,-47.0,-32.0,-20.0,-47.0,-48.0,-49.0,-50.0,-49.0,-40.0,-39.0,-85.0,-49.0,-51.0,-49.0,-44.0,-25.0,-22.0,-44.0,-45.0,-45.0,-44.0,-42.0,-22.0,-12.0,-39.0,-39.0,-38.0,-38.0,-71.0,-19.0,-1.0,-35.0,-36.0,-38.0,-35.0,-31.0,-5.0,4.0,-33.0,-34.0,-34.0
Marlborough,3.0,4.0,13.0,9.0,9.0,12.0,13.0,8.0,0.0,12.0,12.0,11.0,15.0,13.0,-4.0,4.0,13.0,14.0,11.0,15.0,15.0,0.0,0.0,16.0,14.0,14.0,17.0,16.0,4.0,2.0,19.0,14.0,11.0,16.0,12.0,14.0,19.0,6.0,-18.0,-36.0,-60.0,-63.0,-39.0,-25.0,-58.0,-61.0,-60.0,-58.0,-60.0,-36.0,-23.0,-57.0,-59.0,-59.0,-58.0,-79.0,-36.0,-36.0,-78.0,-59.0,-59.0,-57.0,-57.0,-42.0,-32.0,-57.0,-56.0,-55.0,-54.0,-53.0,-48.0,-39.0,-78.0,-32.0,-32.0,-30.0,-30.0,-30.0,-35.0,-28.0,-33.0,-31.0,-28.0,-25.0,-27.0,-22.0,-25.0,-24.0,-25.0
Maryland,14.0,35.0,-757.0,45.0,46.0,43.0,51.0,130.0,73.0,78.0,45.0,49.0,23.0,46.0,95.0,86.0,95.0,80.0,61.0,68.0,38.0,115.0,64.0,54.0,52.0,31.0,2.0,-62.0,-6.0,-200.0,-503.0,-672.0,-779.0,-832.0,-863.0,-554.0,-747.0,-1000.0,-1082.0,-1149.0,-1112.0,-1084.0,-804.0,-908.0,-1083.0,-1226.0,-1241.0,-1235.0,-1216.0,-869.0,-969.0,-1212.0,-1254.0,-1264.0,-1285.0,-1372.0,-867.0,-1077.0,-1302.0,-1204.0,-1212.0,-1214.0,-1188.0,-832.0,-874.0,-1180.0,-1212.0,-1207.0,-1215.0,-1218.0,-768.0,-953.0,-1163.0,-1180.0,-1189.0,-1228.0,-1150.0,-681.0,-782.0,-1112.0,-1129.0,-1169.0,-1128.0,-1103.0,-645.0,-671.0,-1083.0,-1087.0,-1089.0
Masovian Voivodeship,-6.0,-5.0,-19.0,-18.0,-18.0,-18.0,-19.0,-3.0,-5.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,-1.0,-20.0,-28.0,-17.0,-28.0,-45.0,-50.0,-51.0,-52.0,-51.0,-30.0,-35.0,-53.0,-54.0,-56.0,-56.0,-55.0,-31.0,-35.0,-55.0,-55.0,-57.0,-57.0,-56.0,-34.0,-28.0,-56.0,-57.0,-57.0,-58.0,-63.0,-50.0,-45.0,-92.0,-59.0,-56.0,-55.0,-54.0,-26.0,-28.0,-52.0,-52.0,-52.0,-51.0,-50.0,-24.0,-17.0,-49.0,-49.0,-49.0,-50.0,-85.0,-29.0,-21.0,-46.0,-47.0,-47.0,-45.0,-44.0,-11.0,-6.0,-43.0,-43.0,-43.0
Massachusetts,-15.0,8.0,-559.0,-119.0,-115.0,-103.0,-119.0,33.0,42.0,35.0,8.0,0.0,2.0,16.0,22.0,45.0,63.0,31.0,41.0,66.0,48.0,27.0,26.0,38.0,25.0,3.0,-13.0,-129.0,-36.0,-96.0,-366.0,-523.0,-545.0,-593.0,-582.0,-387.0,-414.0,-694.0,-786.0,-823.0,-813.0,-798.0,-608.0,-530.0,-818.0,-831.0,-839.0,-848.0,-858.0,-645.0,-524.0,-830.0,-853.0,-860.0,-867.0,-869.0,-648.0,-605.0,-868.0,-830.0,-838.0,-828.0,-811.0,-660.0,-490.0,-878.0,-830.0,-821.0,-800.0,-815.0,-530.0,-521.0,-795.0,-789.0,-783.0,-784.0,-777.0,-483.0,-422.0,-732.0,-741.0,-742.0,-734.0,-726.0,-469.0,-386.0,-716.0,-706.0,-708.0
Matrouh Governorate,3.0,8.0,12.0,11.0,9.0,5.0,4.0,4.0,6.0,11.0,5.0,12.0,5.0,7.0,4.0,9.0,12.0,11.0,10.0,7.0,10.0,8.0,10.0,12.0,10.0,10.0,-32.0,-15.0,-3.0,1.0,4.0,1.0,1.0,-5.0,-5.0,-7.0,-10.0,-7.0,-9.0,-18.0,-23.0,-37.0,-41.0,-19.0,-24.0,-21.0,-18.0,-22.0,-33.0,-37.0,-18.0,-15.0,-16.0,-16.0,-19.0,-29.0,-32.0,-15.0,-14.0,-16.0,-15.0,-17.0,-25.0,-30.0,-17.0,-39.0,-12.0,-11.0,-14.0,-16.0,-21.0,-16.0,-14.0,-15.0,-12.0,-16.0,-7.0,-18.0,-13.0,-14.0,-16.0,-12.0,-12.0,-8.0,-12.0,-10.0,-7.0,-12.0,-9.0
Maule,-4.0,-1.0,-7.0,-6.0,-7.0,-7.0,-6.0,-1.0,-1.0,-1.0,1.0,3.0,3.0,7.0,3.0,3.0,17.0,20.0,21.0,22.0,23.0,6.0,2.0,25.0,24.0,24.0,23.0,25.0,6.0,3.0,9.0,-2.0,-9.0,-17.0,-20.0,-24.0,-31.0,-28.0,-31.0,-32.0,-32.0,-31.0,-29.0,-32.0,-30.0,-31.0,-31.0,-32.0,-31.0,-27.0,-31.0,-30.0,-31.0,-31.0,-32.0,-73.0,-50.0,-30.0,-30.0,-31.0,-31.0,-31.0,-29.0,-24.0,-27.0,-28.0,-29.0,-29.0,-29.0,-30.0,-23.0,-25.0,-25.0,-26.0,-26.0,-25.0,-72.0,-24.0,-22.0,-21.0,-22.0,-22.0,-22.0,-20.0,-14.0,-6.0,-20.0,-21.0,-22.0
Mecklenburg-Vorpommern,-2.0,-1.0,-17.0,-18.0,-17.0,-17.0,-17.0,-4.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,-1.0,3.0,4.0,-14.0,-19.0,-23.0,-25.0,-28.0,-21.0,-24.0,-34.0,-36.0,-36.0,-36.0,-37.0,-26.0,-32.0,-37.0,-36.0,-36.0,-36.0,-37.0,-25.0,-18.0,-37.0,-37.0,-38.0,-40.0,-81.0,-20.0,-8.0,-84.0,-38.0,-37.0,-34.0,-33.0,-12.0,-8.0,-28.0,-28.0,-27.0,-26.0,-28.0,-10.0,-6.0,-24.0,-24.0,-26.0,-26.0,-79.0,-11.0,-4.0,-21.0,-21.0,-18.0,-19.0,-17.0,5.0,16.0,-21.0,-19.0,-19.0
Medway,-3.0,-7.0,-16.0,-16.0,-16.0,-17.0,-17.0,-3.0,-1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,-1.0,-2.0,-1.0,-6.0,-11.0,-18.0,-21.0,-23.0,-19.0,-26.0,-41.0,-53.0,-58.0,-61.0,-61.0,-52.0,-51.0,-65.0,-65.0,-65.0,-65.0,-64.0,-53.0,-49.0,-65.0,-66.0,-65.0,-66.0,-80.0,-54.0,-56.0,-83.0,-65.0,-64.0,-64.0,-64.0,-49.0,-47.0,-63.0,-63.0,-62.0,-63.0,-61.0,-47.0,-43.0,-62.0,-64.0,-61.0,-62.0,-60.0,-45.0,-41.0,-60.0,-60.0,-59.0,-60.0,-77.0,-45.0,-39.0,-59.0,-58.0,-58.0
Meghalaya,10.0,3.0,19.0,19.0,19.0,17.0,13.0,8.0,5.0,20.0,20.0,18.0,17.0,17.0,-48.0,-51.0,-47.0,-44.0,-28.0,16.0,23.0,14.0,6.0,14.0,-25.0,20.0,20.0,25.0,10.0,4.0,19.0,8.0,7.0,6.0,8.0,-32.0,-20.0,-15.0,-40.0,-48.0,-45.0,-39.0,-32.0,-15.0,-42.0,-37.0,-42.0,-43.0,-36.0,-30.0,-10.0,-39.0,-38.0,-40.0,-41.0,-49.0,-32.0,-13.0,-39.0,-53.0,-52.0,-45.0,-44.0,-35.0,-17.0,-40.0,-41.0,-40.0,-41.0,-39.0,-34.0,-15.0,-36.0,-36.0,-36.0,-35.0,-36.0,-29.0,-14.0,-27.0,-27.0,-26.0,-31.0,-23.0,-26.0,-11.0,-26.0,-22.0,-22.0
Mehedinți County,8.0,5.0,0.0,2.0,-1.0,-2.0,26.0,8.0,6.0,1.0,3.0,2.0,1.0,27.0,8.0,10.0,4.0,3.0,2.0,4.0,29.0,9.0,1.0,1.0,-2.0,-19.0,-20.0,0.0,-6.0,-12.0,-28.0,-29.0,-31.0,-35.0,-17.0,-13.0,-20.0,-47.0,-50.0,-53.0,-52.0,-36.0,-31.0,-33.0,-51.0,-53.0,-54.0,-52.0,-36.0,-27.0,-34.0,-49.0,-50.0,-49.0,-50.0,-33.0,-26.0,-26.0,-48.0,-48.0,-48.0,-49.0,-54.0,-33.0,-42.0,-78.0,-54.0,-47.0,-48.0,-32.0,-21.0,-23.0,-43.0,-44.0,-44.0,-43.0,-51.0,-19.0,-29.0,-41.0,-41.0,-40.0,-38.0,-20.0,-6.0,-6.0,-35.0,-36.0,-34.0
Melilla,1.0,-2.0,3.0,2.0,2.0,1.0,-2.0,5.0,-2.0,5.0,3.0,2.0,2.0,2.0,7.0,2.0,5.0,2.0,2.0,0.0,-2.0,2.0,5.0,1.0,1.0,-2.0,-6.0,-71.0,-32.0,-45.0,-56.0,-64.0,-64.0,-65.0,-65.0,-61.0,-59.0,-64.0,-67.0,-66.0,-67.0,-66.0,-61.0,-59.0,-68.0,-69.0,-69.0,-70.0,-69.0,-61.0,-59.0,-67.0,-70.0,-70.0,-85.0,-86.0,-61.0,-60.0,-64.0,-65.0,-64.0,-65.0,-63.0,-57.0,-59.0,-62.0,-64.0,-63.0,-63.0,-63.0,-57.0,-52.0,-60.0,-60.0,-61.0,-60.0,-82.0,-45.0,-43.0,-55.0,-55.0,-55.0,-55.0,-54.0,-40.0,-38.0,-44.0,-46.0,-46.0
Mendoza Province,2.0,-2.0,17.0,19.0,19.0,18.0,18.0,3.0,0.0,-54.0,-49.0,29.0,28.0,29.0,5.0,-1.0,35.0,34.0,35.0,34.0,32.0,6.0,1.0,34.0,35.0,35.0,34.0,33.0,6.0,-3.0,6.0,-5.0,-12.0,-18.0,-53.0,-50.0,-53.0,-76.0,-77.0,-62.0,-62.0,-60.0,-52.0,-49.0,-61.0,-73.0,-58.0,-58.0,-56.0,-47.0,-45.0,-53.0,-53.0,-52.0,-59.0,-77.0,-46.0,-44.0,-48.0,-48.0,-47.0,-47.0,-46.0,-40.0,-43.0,-44.0,-45.0,-43.0,-43.0,-42.0,-36.0,-39.0,-40.0,-39.0,-38.0,-37.0,-74.0,-32.0,-34.0,-35.0,-35.0,-34.0,-34.0,-31.0,-24.0,-28.0,-29.0,-28.0,-27.0
Menia Governorate,0.0,13.0,22.0,19.0,16.0,11.0,2.0,1.0,14.0,20.0,-1.0,17.0,12.0,5.0,2.0,14.0,24.0,21.0,17.0,16.0,6.0,2.0,15.0,25.0,20.0,15.0,-56.0,-38.0,-18.0,-6.0,2.0,-3.0,-9.0,-13.0,-13.0,-19.0,-23.0,-18.0,-20.0,-27.0,-28.0,-40.0,-46.0,-24.0,-21.0,-23.0,-23.0,-23.0,-35.0,-41.0,-25.0,-20.0,-22.0,-23.0,-22.0,-30.0,-38.0,-21.0,-15.0,-19.0,-18.0,-20.0,-28.0,-36.0,-30.0,-47.0,-16.0,-18.0,-18.0,-25.0,-28.0,-22.0,-16.0,-17.0,-16.0,-16.0,-11.0,-22.0,-19.0,-14.0,-15.0,-15.0,-13.0,-9.0,-14.0,-13.0,-9.0,-11.0,-14.0
Menofia Governorate,6.0,11.0,17.0,15.0,9.0,6.0,7.0,6.0,11.0,9.0,-8.0,14.0,13.0,10.0,8.0,12.0,18.0,16.0,15.0,14.0,11.0,9.0,12.0,18.0,15.0,13.0,-65.0,-43.0,-28.0,-12.0,-4.0,-8.0,-10.0,-12.0,-12.0,-16.0,-23.0,-22.0,-24.0,-31.0,-31.0,-38.0,-48.0,-32.0,-31.0,-31.0,-30.0,-29.0,-32.0,-43.0,-32.0,-30.0,-31.0,-30.0,-29.0,-29.0,-39.0,-27.0,-25.0,-25.0,-24.0,-23.0,-24.0,-35.0,-34.0,-60.0,-23.0,-24.0,-23.0,-22.0,-35.0,-26.0,-23.0,-23.0,-21.0,-19.0,-9.0,-27.0,-23.0,-21.0,-21.0,-19.0,-16.0,-4.0,-14.0,-18.0,-15.0,-16.0,-18.0
Merseyside,-3.0,-1.0,-15.0,-15.0,-16.0,-17.0,-17.0,-2.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-2.0,-6.0,-11.0,-18.0,-23.0,-25.0,-24.0,-28.0,-43.0,-56.0,-62.0,-64.0,-64.0,-56.0,-54.0,-67.0,-67.0,-67.0,-67.0,-66.0,-56.0,-52.0,-67.0,-68.0,-67.0,-68.0,-80.0,-55.0,-57.0,-82.0,-67.0,-67.0,-67.0,-66.0,-53.0,-47.0,-64.0,-64.0,-64.0,-64.0,-63.0,-50.0,-47.0,-63.0,-64.0,-64.0,-64.0,-62.0,-48.0,-44.0,-61.0,-62.0,-61.0,-62.0,-76.0,-47.0,-45.0,-60.0,-60.0,-59.0
Merthyr Tydfil County Borough,-9.0,-11.0,-17.0,-14.0,-16.0,-17.0,-16.0,-2.0,-3.0,-2.0,3.0,0.0,1.0,-2.0,3.0,0.0,0.0,2.0,-1.0,0.0,0.0,-2.0,2.0,-2.0,-1.0,0.0,-2.0,-4.0,-4.0,0.0,-5.0,-8.0,-16.0,-19.0,-23.0,-25.0,-26.0,-36.0,-48.0,-55.0,-58.0,-57.0,-53.0,-52.0,-60.0,-60.0,-60.0,-61.0,-60.0,-52.0,-48.0,-61.0,-60.0,-62.0,-61.0,-73.0,-51.0,-55.0,-82.0,-63.0,-61.0,-61.0,-61.0,-49.0,-48.0,-59.0,-58.0,-58.0,-59.0,-59.0,-45.0,-44.0,-58.0,-60.0,-59.0,-59.0,-56.0,-45.0,-45.0,-55.0,-56.0,-55.0,-57.0,-73.0,-44.0,-38.0,-56.0,-53.0,-53.0
Meru County,2.0,-1.0,1.0,-1.0,0.0,0.0,2.0,7.0,7.0,7.0,7.0,4.0,2.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,4.0,9.0,8.0,1.0,0.0,-3.0,-3.0,1.0,3.0,4.0,-6.0,-15.0,-17.0,-23.0,-20.0,-11.0,-15.0,-26.0,-29.0,-32.0,-35.0,-33.0,-20.0,-25.0,-36.0,-36.0,-36.0,-37.0,-32.0,-18.0,-22.0,-34.0,-33.0,-34.0,-35.0,-42.0,-19.0,-20.0,-48.0,-33.0,-32.0,-36.0,-31.0,-17.0,-22.0,-34.0,-33.0,-33.0,-34.0,-30.0,-14.0,-18.0,-31.0,-30.0,-33.0,-32.0,-41.0,-12.0,-15.0,-30.0,-30.0,-29.0,-27.0,-22.0,-13.0,-12.0,-26.0,-26.0,-26.0
Meta,9.0,6.0,18.0,17.0,15.0,11.0,15.0,6.0,2.0,19.0,19.0,17.0,18.0,24.0,10.0,5.0,21.0,20.0,19.0,20.0,25.0,10.0,7.0,19.0,20.0,17.0,17.0,22.0,7.0,2.0,1.0,-6.0,-11.0,-13.0,-69.0,-67.0,-51.0,-70.0,-58.0,-67.0,-67.0,-65.0,-62.0,-51.0,-65.0,-64.0,-64.0,-64.0,-63.0,-61.0,-53.0,-64.0,-63.0,-64.0,-76.0,-78.0,-61.0,-50.0,-59.0,-60.0,-60.0,-60.0,-58.0,-55.0,-49.0,-58.0,-59.0,-58.0,-58.0,-54.0,-51.0,-45.0,-51.0,-54.0,-54.0,-52.0,-64.0,-47.0,-46.0,-48.0,-49.0,-49.0,-48.0,-46.0,-38.0,-31.0,-41.0,-43.0,-42.0
Metlika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.0,-58.0,,,,,,-55.0,-55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Municipality of Lima,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,-1.0,-3.0,-3.0,-1.0,-52.0,-76.0,-79.0,-82.0,-82.0,-77.0,-64.0,-82.0,-82.0,-82.0,-82.0,-81.0,-74.0,-62.0,-80.0,-80.0,-81.0,-81.0,-81.0,-76.0,-82.0,-81.0,-81.0,-80.0,-94.0,-94.0,-74.0,-82.0,-78.0,-80.0,-80.0,-80.0,-79.0,-73.0,-82.0,-78.0,-81.0,-79.0,-80.0,-78.0,-72.0,-82.0,-76.0,-78.0,-77.0,-77.0,-84.0,-70.0,-82.0,-75.0,-76.0,-75.0,-76.0,-74.0,-64.0,-80.0,-73.0,-73.0,-73.0
Mexico City,3.0,2.0,9.0,7.0,5.0,6.0,10.0,3.0,1.0,9.0,5.0,6.0,6.0,10.0,5.0,2.0,9.0,7.0,6.0,6.0,10.0,6.0,4.0,-25.0,8.0,6.0,6.0,5.0,3.0,1.0,-63.0,-6.0,-13.0,-17.0,-17.0,-8.0,-9.0,-33.0,-40.0,-42.0,-44.0,-42.0,-20.0,-21.0,-46.0,-50.0,-53.0,-55.0,-53.0,-33.0,-32.0,-58.0,-61.0,-61.0,-73.0,-78.0,-52.0,-36.0,-58.0,-59.0,-59.0,-60.0,-57.0,-35.0,-31.0,-57.0,-59.0,-60.0,-61.0,-58.0,-38.0,-34.0,-59.0,-61.0,-61.0,-60.0,-72.0,-40.0,-33.0,-60.0,-64.0,-63.0,-64.0,-61.0,-41.0,-29.0,-61.0,-62.0,-62.0
Međimurje County,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,5.0,0.0,-1.0,-2.0,-3.0,-3.0,1.0,2.0,2.0,0.0,0.0,0.0,-1.0,1.0,7.0,2.0,2.0,0.0,0.0,-1.0,-6.0,-12.0,-20.0,-23.0,-27.0,-31.0,-34.0,-38.0,-45.0,-43.0,-49.0,-51.0,-50.0,-49.0,-52.0,-54.0,-48.0,-47.0,-48.0,-48.0,-46.0,-46.0,-52.0,-45.0,-46.0,-46.0,-48.0,-60.0,-58.0,-49.0,-89.0,-45.0,-43.0,-42.0,-41.0,-37.0,-33.0,-38.0,-38.0,-39.0,-39.0,-39.0,-33.0,-30.0,-37.0,-36.0,-36.0,-37.0,-86.0,-44.0,-29.0,-30.0,-31.0,-29.0,-30.0,-29.0,-17.0,-16.0,-23.0,-26.0,-24.0
Michigan,252.0,221.0,-817.0,-487.0,100.0,129.0,150.0,451.0,349.0,280.0,172.0,-225.0,-287.0,-107.0,363.0,349.0,260.0,189.0,159.0,126.0,-44.0,512.0,302.0,234.0,15.0,114.0,64.0,-221.0,192.0,-207.0,-1217.0,-1778.0,-2016.0,-2177.0,-2485.0,-1585.0,-1935.0,-2767.0,-3983.0,-4044.0,-4120.0,-4083.0,-2766.0,-2757.0,-4137.0,-4289.0,-4275.0,-4317.0,-4258.0,-2844.0,-2827.0,-4233.0,-4397.0,-4347.0,-4435.0,-4703.0,-2776.0,-3338.0,-4307.0,-4263.0,-4212.0,-4180.0,-4149.0,-2484.0,-2572.0,-3983.0,-4165.0,-4128.0,-4122.0,-4054.0,-2436.0,-2348.0,-3801.0,-3950.0,-3995.0,-3938.0,-3760.0,-2121.0,-2018.0,-3496.0,-3611.0,-3556.0,-3572.0,-3525.0,-1861.0,-1895.0,-3187.0,-3277.0,-3233.0
Michoacán,2.0,1.0,11.0,10.0,10.0,8.0,8.0,1.0,1.0,11.0,11.0,9.0,9.0,10.0,4.0,2.0,12.0,11.0,11.0,11.0,11.0,4.0,2.0,-10.0,11.0,11.0,9.0,6.0,3.0,0.0,-43.0,-7.0,-14.0,-17.0,-17.0,-3.0,-6.0,-25.0,-27.0,-29.0,-30.0,-28.0,-10.0,-12.0,-31.0,-32.0,-34.0,-36.0,-33.0,-16.0,-17.0,-38.0,-40.0,-41.0,-54.0,-66.0,-41.0,-22.0,-38.0,-39.0,-38.0,-39.0,-35.0,-16.0,-16.0,-36.0,-39.0,-39.0,-39.0,-36.0,-18.0,-18.0,-37.0,-37.0,-37.0,-36.0,-49.0,-19.0,-14.0,-35.0,-38.0,-35.0,-36.0,-32.0,-12.0,1.0,-34.0,-35.0,-34.0
