sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Engure Municipality,,,0.0,4.0,0.0,-2.0,0.0,,,0.0,-2.0,-6.0,-2.0,-2.0,,,-2.0,-2.0,-4.0,0.0,-2.0,,,-4.0,0.0,-2.0,6.0,-16.0,,,-31.0,-35.0,-38.0,-37.0,-34.0,,,-35.0,-37.0,-42.0,-40.0,-42.0,,,-40.0,-38.0,-38.0,-40.0,-40.0,,,-40.0,-38.0,-38.0,-42.0,-82.0,,,-79.0,-38.0,-40.0,-40.0,-34.0,,,-37.0,-37.0,-37.0,-39.0,-37.0,,,-38.0,-38.0,-37.0,-34.0,-74.0,,,-79.0,-31.0,-30.0,-34.0,-31.0,,,-30.0,-31.0,-32.0
Entre Rios,1.0,-7.0,9.0,12.0,14.0,13.0,14.0,1.0,2.0,-46.0,-41.0,14.0,13.0,15.0,3.0,2.0,17.0,15.0,16.0,22.0,23.0,4.0,3.0,16.0,23.0,23.0,18.0,18.0,1.0,-9.0,5.0,-9.0,-16.0,-20.0,-50.0,-53.0,-56.0,-73.0,-74.0,-58.0,-59.0,-57.0,-54.0,-54.0,-58.0,-69.0,-53.0,-53.0,-50.0,-45.0,-46.0,-45.0,-46.0,-44.0,-53.0,-72.0,-42.0,-41.0,-41.0,-39.0,-37.0,-38.0,-37.0,-35.0,-40.0,-34.0,-34.0,-33.0,-34.0,-32.0,-33.0,-40.0,-33.0,-37.0,-27.0,-27.0,-63.0,-26.0,-33.0,-28.0,-25.0,-23.0,-23.0,-20.0,-18.0,-24.0,-18.0,-18.0,-17.0
Enugu,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,2.0,-27.0,1.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,-1.0,-3.0,-2.0,-2.0,-1.0,-4.0,-4.0,-3.0,-5.0,0.0,-3.0,-5.0,-12.0,-14.0,-20.0,-25.0,-23.0,-15.0,-14.0,-31.0,-34.0,-49.0,-46.0,-42.0,-29.0,-18.0,-45.0,-44.0,-43.0,-44.0,-48.0,-28.0,-19.0,-57.0,-43.0,-42.0,-41.0,-37.0,-21.0,-12.0,-40.0,-39.0,-37.0,-36.0,-35.0,-22.0,-10.0,-38.0,-39.0,-39.0,-38.0,-40.0,-18.0,-10.0,-35.0,-35.0,-33.0,-33.0,-28.0,-16.0,-12.0,-33.0,-32.0,-31.0
Essex,-3.0,-5.0,-16.0,-16.0,-16.0,-17.0,-17.0,-2.0,-3.0,-2.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,-4.0,-8.0,-15.0,-21.0,-26.0,-27.0,-24.0,-30.0,-44.0,-58.0,-64.0,-66.0,-66.0,-57.0,-56.0,-69.0,-70.0,-69.0,-70.0,-69.0,-56.0,-54.0,-70.0,-70.0,-70.0,-70.0,-83.0,-57.0,-59.0,-85.0,-69.0,-69.0,-69.0,-68.0,-53.0,-50.0,-67.0,-67.0,-66.0,-67.0,-65.0,-50.0,-46.0,-65.0,-67.0,-66.0,-66.0,-64.0,-47.0,-45.0,-63.0,-64.0,-63.0,-63.0,-80.0,-47.0,-44.0,-62.0,-61.0,-61.0
Extremadura,0.0,0.0,5.0,5.0,5.0,4.0,4.0,10.0,8.0,-19.0,-31.0,3.0,3.0,4.0,-1.0,2.0,4.0,4.0,5.0,3.0,0.0,1.0,2.0,5.0,4.0,4.0,1.0,-5.0,-26.0,-45.0,-48.0,-54.0,-55.0,-58.0,-59.0,-58.0,-61.0,-59.0,-61.0,-61.0,-62.0,-62.0,-58.0,-60.0,-66.0,-68.0,-67.0,-68.0,-67.0,-59.0,-63.0,-66.0,-67.0,-66.0,-81.0,-85.0,-57.0,-61.0,-63.0,-61.0,-61.0,-62.0,-61.0,-54.0,-58.0,-59.0,-59.0,-59.0,-59.0,-59.0,-52.0,-54.0,-56.0,-57.0,-56.0,-56.0,-80.0,-44.0,-43.0,-50.0,-51.0,-50.0,-51.0,-50.0,-39.0,-43.0,-42.0,-44.0,-43.0
Faiyum Governorate,-1.0,12.0,18.0,17.0,13.0,13.0,5.0,0.0,14.0,12.0,-5.0,12.0,10.0,5.0,1.0,14.0,20.0,21.0,17.0,15.0,9.0,3.0,17.0,20.0,20.0,14.0,-63.0,-51.0,-33.0,-13.0,-4.0,-5.0,-9.0,-11.0,-9.0,-17.0,-20.0,-18.0,-19.0,-27.0,-27.0,-40.0,-47.0,-24.0,-23.0,-23.0,-24.0,-22.0,-34.0,-44.0,-25.0,-23.0,-24.0,-24.0,-23.0,-30.0,-38.0,-20.0,-18.0,-17.0,-18.0,-20.0,-29.0,-39.0,-29.0,-49.0,-17.0,-21.0,-20.0,-24.0,-31.0,-23.0,-19.0,-19.0,-19.0,-19.0,-9.0,-25.0,-21.0,-19.0,-19.0,-20.0,-17.0,-9.0,-17.0,-16.0,-14.0,-14.0,-20.0
Falkirk,-5.0,-2.0,-16.0,-11.0,0.0,-3.0,-3.0,-1.0,3.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,-3.0,0.0,0.0,-9.0,-13.0,-19.0,-24.0,-24.0,-18.0,-23.0,-41.0,-56.0,-64.0,-67.0,-66.0,-54.0,-47.0,-68.0,-69.0,-68.0,-69.0,-67.0,-52.0,-45.0,-69.0,-69.0,-69.0,-70.0,-73.0,-51.0,-48.0,-77.0,-69.0,-68.0,-69.0,-67.0,-47.0,-43.0,-67.0,-66.0,-66.0,-67.0,-66.0,-46.0,-42.0,-65.0,-65.0,-65.0,-66.0,-64.0,-44.0,-38.0,-65.0,-64.0,-63.0,-64.0,-68.0,-44.0,-36.0,-62.0,-62.0,-61.0
Faro District,6.0,4.0,4.0,4.0,6.0,3.0,4.0,8.0,7.0,-22.0,-49.0,-12.0,2.0,5.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,11.0,10.0,3.0,3.0,3.0,-1.0,-5.0,-6.0,-12.0,-35.0,-44.0,-45.0,-53.0,-58.0,-53.0,-50.0,-59.0,-61.0,-61.0,-62.0,-60.0,-55.0,-54.0,-61.0,-61.0,-62.0,-62.0,-60.0,-56.0,-57.0,-60.0,-62.0,-60.0,-65.0,-79.0,-57.0,-58.0,-64.0,-60.0,-59.0,-60.0,-58.0,-49.0,-51.0,-58.0,-58.0,-57.0,-57.0,-55.0,-51.0,-47.0,-56.0,-55.0,-54.0,-54.0,-76.0,-47.0,-43.0,-48.0,-48.0,-47.0,-47.0,-45.0,-36.0,-39.0,-44.0,-43.0,-45.0
Federal Capital Territory,4.0,4.0,7.0,5.0,4.0,4.0,6.0,2.0,0.0,7.0,5.0,5.0,5.0,7.0,2.0,4.0,6.0,6.0,6.0,6.0,10.0,6.0,6.0,7.0,6.0,6.0,6.0,10.0,4.0,3.0,6.0,5.0,5.0,6.0,8.0,2.0,-2.0,-5.0,-20.0,-31.0,-40.0,-43.0,-28.0,-17.0,-50.0,-72.0,-71.0,-69.0,-66.0,-39.0,-21.0,-66.0,-67.0,-67.0,-67.0,-70.0,-37.0,-20.0,-73.0,-66.0,-64.0,-65.0,-62.0,-32.0,-19.0,-64.0,-65.0,-64.0,-64.0,-61.0,-33.0,-17.0,-62.0,-63.0,-61.0,-62.0,-66.0,-27.0,-12.0,-46.0,-52.0,-44.0,-50.0,-39.0,-18.0,-6.0,-40.0,-47.0,-39.0
Federal District,8.0,0.0,22.0,22.0,20.0,21.0,22.0,-3.0,-7.0,-61.0,-71.0,-22.0,17.0,22.0,6.0,1.0,22.0,22.0,22.0,22.0,25.0,8.0,4.0,24.0,23.0,22.0,7.0,8.0,3.0,-1.0,1.0,-5.0,-13.0,-24.0,-36.0,-43.0,-41.0,-52.0,-57.0,-59.0,-58.0,-55.0,-45.0,-36.0,-51.0,-52.0,-52.0,-52.0,-49.0,-38.0,-33.0,-47.0,-49.0,-49.0,-49.0,-76.0,-38.0,-28.0,-46.0,-47.0,-48.0,-49.0,-43.0,-31.0,-27.0,-46.0,-72.0,-44.0,-45.0,-41.0,-27.0,-24.0,-40.0,-42.0,-41.0,-41.0,-70.0,-29.0,-21.0,-38.0,-39.0,-39.0,-39.0,-35.0,-21.0,-2.0,-36.0,-38.0,-38.0
Fejér,5.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,2.0,0.0,8.0,5.0,2.0,2.0,1.0,-1.0,-3.0,0.0,-13.0,-22.0,-29.0,-32.0,-35.0,-36.0,-22.0,-26.0,-43.0,-46.0,-46.0,-47.0,-45.0,-31.0,-30.0,-49.0,-48.0,-48.0,-48.0,-47.0,-31.0,-31.0,-47.0,-47.0,-47.0,-51.0,-85.0,-39.0,-42.0,-88.0,-47.0,-45.0,-45.0,-44.0,-23.0,-26.0,-42.0,-42.0,-42.0,-42.0,-44.0,-23.0,-19.0,-41.0,-40.0,-40.0,-42.0,-83.0,-26.0,-19.0,-38.0,-37.0,-36.0,-37.0,-39.0,-15.0,-12.0,-34.0,-35.0,-34.0
Fermanagh and Omagh,-8.0,-3.0,-18.0,-16.0,-11.0,-7.0,-8.0,-6.0,-3.0,-6.0,-1.0,0.0,-1.0,1.0,-5.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-3.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-8.0,-11.0,-28.0,-66.0,-21.0,-22.0,-22.0,-26.0,-34.0,-33.0,-46.0,-52.0,-56.0,-57.0,-54.0,-52.0,-63.0,-65.0,-63.0,-64.0,-64.0,-57.0,-53.0,-63.0,-63.0,-62.0,-64.0,-68.0,-54.0,-57.0,-81.0,-72.0,-62.0,-62.0,-62.0,-54.0,-50.0,-59.0,-59.0,-60.0,-59.0,-58.0,-49.0,-45.0,-58.0,-58.0,-57.0,-57.0,-55.0,-45.0,-37.0,-56.0,-54.0,-53.0,-54.0,-65.0,-43.0,-37.0,-50.0,-51.0,-51.0
Fife,-3.0,0.0,1.0,1.0,2.0,1.0,0.0,-2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,0.0,-2.0,-1.0,0.0,-6.0,-11.0,-16.0,-21.0,-22.0,-20.0,-22.0,-41.0,-58.0,-64.0,-67.0,-67.0,-54.0,-51.0,-68.0,-69.0,-68.0,-69.0,-68.0,-54.0,-49.0,-69.0,-69.0,-69.0,-69.0,-72.0,-55.0,-49.0,-74.0,-68.0,-68.0,-68.0,-67.0,-52.0,-45.0,-65.0,-66.0,-65.0,-65.0,-65.0,-48.0,-43.0,-64.0,-64.0,-64.0,-65.0,-63.0,-46.0,-40.0,-65.0,-62.0,-62.0,-63.0,-66.0,-45.0,-40.0,-61.0,-61.0,-61.0
Flacq District,27.0,3.0,2.0,-7.0,-8.0,-24.0,-56.0,17.0,1.0,8.0,4.0,11.0,4.0,20.0,30.0,6.0,6.0,4.0,15.0,6.0,23.0,28.0,-8.0,7.0,-17.0,-8.0,-58.0,-16.0,21.0,1.0,9.0,-19.0,11.0,-22.0,-65.0,-56.0,-62.0,-83.0,-87.0,-89.0,-88.0,-86.0,-74.0,-72.0,-86.0,-87.0,-86.0,-85.0,-81.0,-70.0,-73.0,-83.0,-83.0,-83.0,-84.0,-81.0,-70.0,-70.0,-83.0,-83.0,-81.0,-82.0,-80.0,-61.0,-69.0,-80.0,-81.0,-78.0,-80.0,-75.0,-62.0,-70.0,-78.0,-78.0,-76.0,-76.0,-80.0,-57.0,-66.0,-75.0,-75.0,-72.0,-75.0,-69.0,-48.0,-60.0,-69.0,-71.0,-67.0
Flanders,1.0,-3.0,3.0,5.0,4.0,3.0,2.0,-2.0,-4.0,-24.0,-21.0,-20.0,-23.0,-23.0,-5.0,0.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,-1.0,-7.0,-27.0,-29.0,-36.0,-43.0,-50.0,-59.0,-60.0,-48.0,-46.0,-63.0,-63.0,-62.0,-64.0,-63.0,-49.0,-50.0,-63.0,-63.0,-62.0,-63.0,-62.0,-48.0,-45.0,-63.0,-63.0,-62.0,-64.0,-63.0,-45.0,-44.0,-88.0,-64.0,-61.0,-62.0,-61.0,-42.0,-39.0,-57.0,-57.0,-55.0,-57.0,-56.0,-37.0,-34.0,-56.0,-55.0,-53.0,-55.0,-83.0,-36.0,-31.0,-51.0,-51.0,-48.0,-50.0,-49.0,-27.0,-17.0,-47.0,-45.0,-44.0
Flevoland,-1.0,-7.0,-19.0,-18.0,-18.0,-20.0,-21.0,-4.0,-5.0,-1.0,1.0,1.0,1.0,0.0,0.0,-2.0,2.0,1.0,3.0,2.0,1.0,2.0,-1.0,2.0,0.0,0.0,-2.0,-8.0,-4.0,-11.0,-38.0,-44.0,-45.0,-48.0,-45.0,-24.0,-32.0,-50.0,-53.0,-52.0,-53.0,-50.0,-29.0,-34.0,-53.0,-53.0,-51.0,-53.0,-49.0,-28.0,-31.0,-51.0,-51.0,-49.0,-51.0,-55.0,-24.0,-32.0,-86.0,-49.0,-47.0,-48.0,-45.0,-19.0,-21.0,-48.0,-48.0,-45.0,-47.0,-44.0,-16.0,-20.0,-80.0,-49.0,-46.0,-47.0,-45.0,-16.0,-16.0,-53.0,-72.0,-41.0,-44.0,-40.0,-7.0,-5.0,-40.0,-40.0,-38.0
Flintshire,-3.0,-1.0,-17.0,-17.0,-17.0,-18.0,-18.0,0.0,-3.0,-1.0,1.0,-2.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,-3.0,0.0,-1.0,-1.0,-1.0,-4.0,-2.0,-4.0,-6.0,-11.0,-18.0,-22.0,-25.0,-21.0,-28.0,-38.0,-50.0,-58.0,-60.0,-63.0,-55.0,-54.0,-66.0,-66.0,-66.0,-66.0,-66.0,-54.0,-50.0,-66.0,-67.0,-66.0,-67.0,-81.0,-56.0,-57.0,-84.0,-67.0,-66.0,-66.0,-66.0,-51.0,-47.0,-60.0,-62.0,-61.0,-61.0,-61.0,-48.0,-45.0,-60.0,-61.0,-60.0,-60.0,-61.0,-46.0,-45.0,-59.0,-59.0,-58.0,-59.0,-78.0,-47.0,-44.0,-58.0,-57.0,-58.0
Flores Department,5.0,0.0,10.0,18.0,14.0,15.0,12.0,24.0,0.0,-27.0,-23.0,15.0,16.0,15.0,14.0,0.0,18.0,31.0,32.0,35.0,35.0,19.0,0.0,34.0,33.0,28.0,37.0,37.0,10.0,0.0,10.0,3.0,-11.0,-9.0,-9.0,-8.0,-24.0,-16.0,-19.0,-23.0,-24.0,-20.0,-14.0,-20.0,-21.0,-26.0,-24.0,-23.0,-20.0,-10.0,-17.0,-34.0,-34.0,-34.0,-42.0,-54.0,-25.0,0.0,-15.0,-13.0,-18.0,-17.0,-13.0,-9.0,0.0,-8.0,-10.0,-8.0,-9.0,-10.0,-8.0,0.0,-10.0,-21.0,-7.0,-7.0,-54.0,-9.0,0.0,-5.0,-5.0,-8.0,-9.0,-1.0,0.0,0.0,-1.0,2.0,-2.0
Florida,-24.0,-135.0,-1202.0,87.0,89.0,56.0,-21.0,37.0,53.0,158.0,92.0,49.0,89.0,80.0,109.0,85.0,153.0,139.0,100.0,42.0,43.0,123.0,32.0,80.0,60.0,53.0,-11.0,-276.0,6.0,-257.0,-1040.0,-1247.0,-1471.0,-1592.0,-1750.0,-1184.0,-1674.0,-1945.0,-2164.0,-2254.0,-2311.0,-2362.0,-1760.0,-2139.0,-2289.0,-2439.0,-2482.0,-2525.0,-2730.0,-2050.0,-2450.0,-2676.0,-2773.0,-2810.0,-2823.0,-3127.0,-2050.0,-2716.0,-2694.0,-2698.0,-2725.0,-2681.0,-2653.0,-1905.0,-2141.0,-2577.0,-2557.0,-2606.0,-2657.0,-2675.0,-1775.0,-2094.0,-2372.0,-2477.0,-2532.0,-2521.0,-2404.0,-1522.0,-1767.0,-2171.0,-2248.0,-2270.0,-2251.0,-2233.0,-1273.0,-1542.0,-2036.0,-2045.0,-2099.0
Florida Department,7.0,-3.0,10.0,10.0,11.0,8.0,10.0,4.0,8.0,-27.0,-31.0,11.0,8.0,13.0,4.0,-4.0,24.0,28.0,32.0,31.0,33.0,7.0,6.0,36.0,35.0,35.0,35.0,32.0,0.0,-6.0,8.0,-3.0,-11.0,-15.0,-17.0,-17.0,-25.0,-19.0,-25.0,-26.0,-25.0,-24.0,-25.0,-23.0,-24.0,-28.0,-25.0,-26.0,-22.0,-18.0,-26.0,-34.0,-37.0,-36.0,-47.0,-60.0,-35.0,-24.0,-15.0,-26.0,-19.0,-18.0,-16.0,-15.0,-16.0,-12.0,-15.0,-15.0,-15.0,-16.0,-13.0,-19.0,-12.0,-23.0,-9.0,-10.0,-59.0,-13.0,-13.0,-8.0,-9.0,-6.0,-6.0,-5.0,-2.0,-1.0,-2.0,-5.0,-2.0
Formosa Province,-6.0,-3.0,14.0,9.0,15.0,15.0,13.0,0.0,-2.0,-31.0,-31.0,19.0,18.0,19.0,6.0,5.0,28.0,26.0,29.0,28.0,28.0,4.0,3.0,29.0,29.0,29.0,29.0,26.0,3.0,-3.0,10.0,0.0,-23.0,-21.0,-45.0,-47.0,-45.0,-64.0,-65.0,-53.0,-53.0,-54.0,-47.0,-37.0,-49.0,-56.0,-43.0,-49.0,-40.0,-35.0,-30.0,-40.0,-37.0,-39.0,-44.0,-66.0,-35.0,-26.0,-30.0,-30.0,-27.0,-27.0,-27.0,-25.0,-25.0,-25.0,-26.0,-23.0,-23.0,-23.0,-22.0,-23.0,-20.0,-21.0,-19.0,-18.0,-58.0,-22.0,-19.0,-15.0,-18.0,-15.0,-14.0,-13.0,-13.0,-14.0,-12.0,-20.0,-12.0
Free State,-1.0,-3.0,7.0,5.0,4.0,3.0,2.0,-2.0,-2.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,11.0,13.0,11.0,10.0,8.0,5.0,3.0,9.0,9.0,5.0,4.0,2.0,5.0,2.0,6.0,3.0,-3.0,-13.0,-15.0,-18.0,-10.0,-19.0,-18.0,-21.0,-26.0,-67.0,-48.0,-37.0,-66.0,-65.0,-64.0,-65.0,-65.0,-44.0,-31.0,-65.0,-65.0,-66.0,-66.0,-81.0,-47.0,-35.0,-80.0,-64.0,-63.0,-62.0,-61.0,-40.0,-29.0,-60.0,-60.0,-60.0,-60.0,-59.0,-36.0,-29.0,-77.0,-57.0,-56.0,-55.0,-68.0,-22.0,-13.0,-41.0,-42.0,-41.0,-41.0,-40.0,-16.0,-11.0,-39.0,-39.0,-39.0
Fribourg,-1.0,-2.0,1.0,1.0,0.0,0.0,0.0,-4.0,-5.0,-16.0,-15.0,-15.0,-16.0,-16.0,-5.0,-3.0,1.0,3.0,1.0,1.0,2.0,-4.0,-6.0,0.0,0.0,0.0,-1.0,-1.0,-8.0,-14.0,-20.0,-33.0,-38.0,-43.0,-44.0,-44.0,-46.0,-48.0,-52.0,-52.0,-53.0,-52.0,-44.0,-42.0,-52.0,-52.0,-51.0,-52.0,-51.0,-43.0,-39.0,-49.0,-51.0,-51.0,-51.0,-86.0,-41.0,-33.0,-83.0,-49.0,-48.0,-48.0,-48.0,-36.0,-29.0,-44.0,-44.0,-43.0,-43.0,-43.0,-33.0,-28.0,-39.0,-40.0,-39.0,-40.0,-42.0,-28.0,-22.0,-35.0,-37.0,-34.0,-35.0,-33.0,-18.0,-13.0,-29.0,-29.0,-29.0
Friesland,0.0,-4.0,-23.0,-23.0,-23.0,-24.0,-24.0,-4.0,-1.0,-4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,-5.0,-3.0,-9.0,-33.0,-40.0,-40.0,-43.0,-40.0,-19.0,-25.0,-44.0,-47.0,-45.0,-47.0,-43.0,-22.0,-28.0,-47.0,-47.0,-45.0,-47.0,-43.0,-21.0,-24.0,-45.0,-46.0,-43.0,-45.0,-50.0,-17.0,-21.0,-84.0,-44.0,-41.0,-42.0,-39.0,-13.0,-15.0,-42.0,-42.0,-39.0,-41.0,-38.0,-12.0,-13.0,-77.0,-43.0,-40.0,-42.0,-38.0,-9.0,-8.0,-49.0,-68.0,-36.0,-37.0,-33.0,-1.0,5.0,-36.0,-35.0,-33.0
Friuli-Venezia Giulia,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,-18.0,-18.0,-18.0,-14.0,-14.0,-12.0,-9.0,-13.0,-13.0,-13.0,-13.0,-14.0,-13.0,-5.0,-16.0,-21.0,-27.0,-37.0,-45.0,-56.0,-48.0,-51.0,-54.0,-54.0,-56.0,-57.0,-59.0,-57.0,-62.0,-63.0,-64.0,-69.0,-68.0,-63.0,-59.0,-66.0,-66.0,-66.0,-66.0,-66.0,-60.0,-58.0,-62.0,-63.0,-62.0,-63.0,-64.0,-59.0,-59.0,-90.0,-60.0,-58.0,-57.0,-57.0,-54.0,-52.0,-54.0,-54.0,-53.0,-53.0,-54.0,-70.0,-49.0,-50.0,-51.0,-50.0,-50.0,-85.0,-50.0,-40.0,-39.0,-40.0,-39.0,-39.0,-40.0,-37.0,-24.0,-38.0,-38.0,-36.0
Fujairah,6.0,4.0,2.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,7.0,5.0,5.0,4.0,3.0,5.0,5.0,8.0,-2.0,-2.0,-3.0,-4.0,-4.0,4.0,5.0,-3.0,-6.0,-6.0,-7.0,-7.0,-3.0,-1.0,-11.0,-12.0,-16.0,-21.0,-24.0,-39.0,-36.0,-28.0,-29.0,-29.0,-30.0,-30.0,-30.0,-19.0,-29.0,-31.0,-32.0,-32.0,-34.0,-31.0,-22.0,-31.0,-30.0,-31.0,-31.0,-30.0,-26.0,-19.0,-30.0,-31.0,-31.0,-31.0,-30.0,-30.0,-22.0,-31.0,-32.0,-31.0,-32.0,-31.0,-20.0,-19.0,-29.0,-30.0,-29.0,-29.0,-28.0,-19.0,-17.0,-28.0,-28.0,-28.0,-29.0
Fukui,7.0,-2.0,1.0,0.0,1.0,1.0,1.0,-3.0,0.0,-56.0,1.0,2.0,1.0,2.0,8.0,3.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-1.0,-1.0,-1.0,-3.0,-3.0,-6.0,-4.0,-1.0,-2.0,-1.0,-3.0,-55.0,-10.0,-4.0,-1.0,-1.0,-2.0,-3.0,-3.0,-5.0,-2.0,-5.0,-4.0,-6.0,-7.0,-8.0,-13.0,-17.0,-10.0,-11.0,-12.0,-11.0,-12.0,-23.0,-19.0,-12.0,-12.0,-13.0,-14.0,-15.0,-20.0,-20.0,-15.0,-15.0,-16.0,-16.0,-17.0,-23.0,-22.0,-16.0,-17.0,-61.0,-24.0,-28.0,-29.0,-27.0,-73.0,-74.0,-71.0,-19.0,-18.0,-14.0,-19.0,-13.0,-13.0,-14.0
Fukuoka,4.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-54.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,-2.0,-2.0,-2.0,-2.0,-3.0,-2.0,-1.0,-4.0,-3.0,-3.0,-3.0,-6.0,-3.0,-1.0,-4.0,-3.0,-3.0,-52.0,-7.0,-3.0,-2.0,-4.0,-4.0,-5.0,-6.0,-6.0,-3.0,-5.0,-5.0,-7.0,-9.0,-9.0,-13.0,-14.0,-8.0,-12.0,-15.0,-18.0,-19.0,-26.0,-29.0,-20.0,-22.0,-23.0,-24.0,-25.0,-26.0,-29.0,-23.0,-26.0,-26.0,-27.0,-26.0,-28.0,-29.0,-24.0,-26.0,-64.0,-29.0,-32.0,-29.0,-34.0,-71.0,-72.0,-69.0,-23.0,-24.0,-22.0,-26.0,-20.0,-23.0,-22.0
Fukushima,6.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-53.0,2.0,1.0,1.0,2.0,8.0,6.0,0.0,1.0,-2.0,-1.0,-1.0,0.0,-3.0,0.0,-2.0,-2.0,-1.0,-3.0,-5.0,0.0,-2.0,-1.0,-1.0,-2.0,-55.0,-9.0,1.0,-4.0,-2.0,-2.0,-3.0,-3.0,-3.0,-4.0,-4.0,-3.0,-5.0,-6.0,-6.0,-7.0,-8.0,-9.0,-6.0,-7.0,-8.0,-7.0,-17.0,-12.0,-9.0,-6.0,-7.0,-7.0,-8.0,-19.0,-15.0,-10.0,-12.0,-14.0,-14.0,-16.0,-22.0,-21.0,-17.0,-18.0,-61.0,-25.0,-29.0,-29.0,-26.0,-72.0,-73.0,-71.0,-18.0,-18.0,-14.0,-19.0,-11.0,-12.0,-13.0
Gabrovo,-3.0,2.0,2.0,1.0,1.0,3.0,-1.0,1.0,6.0,0.0,1.0,2.0,3.0,2.0,4.0,7.0,-18.0,-67.0,3.0,3.0,-7.0,12.0,1.0,-17.0,-17.0,-15.0,-12.0,-15.0,-10.0,-26.0,-24.0,-28.0,-29.0,-28.0,-30.0,-26.0,-25.0,-33.0,-36.0,-34.0,-33.0,-35.0,-24.0,-17.0,-31.0,-33.0,-33.0,-34.0,-35.0,-32.0,-28.0,-38.0,-35.0,-34.0,-34.0,-35.0,-27.0,-21.0,-35.0,-36.0,-37.0,-35.0,-74.0,-45.0,-36.0,-80.0,-34.0,-32.0,-29.0,-31.0,-21.0,-21.0,-28.0,-29.0,-28.0,-27.0,-67.0,-30.0,-24.0,-35.0,-33.0,-73.0,-32.0,-30.0,-11.0,-7.0,-22.0,-22.0,-22.0
Galați,3.0,5.0,1.0,3.0,3.0,5.0,31.0,5.0,4.0,1.0,2.0,1.0,4.0,31.0,6.0,8.0,2.0,3.0,3.0,4.0,33.0,8.0,7.0,1.0,-1.0,-18.0,-19.0,1.0,-2.0,-10.0,-28.0,-31.0,-32.0,-33.0,-16.0,-17.0,-24.0,-42.0,-44.0,-49.0,-48.0,-34.0,-35.0,-38.0,-49.0,-50.0,-50.0,-49.0,-34.0,-36.0,-37.0,-50.0,-50.0,-50.0,-48.0,-34.0,-30.0,-32.0,-50.0,-49.0,-49.0,-50.0,-60.0,-40.0,-51.0,-82.0,-57.0,-50.0,-48.0,-32.0,-25.0,-28.0,-44.0,-45.0,-44.0,-42.0,-56.0,-28.0,-25.0,-42.0,-41.0,-44.0,-42.0,-22.0,-15.0,-15.0,-39.0,-39.0,-39.0
