sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Aargau,1.0,9.0,-3.0,2.0,-3.0,5.0,-2.0,3.0,21.0,5.0,2.0,-2.0,-1.0,0.0,0.0,9.0,-2.0,2.0,0.0,-5.0,-6.0,1.0,11.0,-3.0,-6.0,-2.0,-2.0,-5.0,-15.0,-9.0,5.0,-47.0,-52.0,-52.0,-60.0,-74.0,-74.0,-60.0,-61.0,-61.0,-60.0,-61.0,-68.0,-75.0,-61.0,-80.0,-80.0,-80.0,-75.0,-80.0,-72.0,-71.0,-66.0,-65.0,-61.0,-87.0,-74.0,-71.0,-84.0,-67.0,-68.0,-63.0,-66.0,-72.0,-65.0,-62.0,-64.0,-64.0,-62.0,-64.0,-69.0,-62.0,-50.0,-56.0,-57.0,-49.0,-53.0,-59.0,-58.0,-45.0,-51.0,-49.0,-40.0,-43.0,-46.0,-47.0,-21.0,-20.0,-26.0
Aberdeen City,-3.0,6.0,11.0,5.0,2.0,-1.0,0.0,0.0,3.0,-4.0,0.0,2.0,1.0,3.0,7.0,7.0,5.0,1.0,5.0,-1.0,0.0,-2.0,1.0,3.0,3.0,0.0,-5.0,-4.0,-13.0,-8.0,-6.0,-18.0,-24.0,-28.0,-35.0,-57.0,-60.0,-53.0,-75.0,-78.0,-80.0,-80.0,-87.0,-86.0,-77.0,-79.0,-79.0,-81.0,-80.0,-86.0,-84.0,-78.0,-79.0,-80.0,-80.0,-80.0,-85.0,-87.0,-82.0,-79.0,-78.0,-80.0,-80.0,-86.0,-84.0,-78.0,-79.0,-80.0,-81.0,-81.0,-85.0,-84.0,-80.0,-80.0,-80.0,-79.0,-79.0,-84.0,-81.0,-75.0,-77.0,-76.0,-77.0,-79.0,-84.0,-82.0,-74.0,-78.0,-78.0
Aberdeenshire,-9.0,1.0,6.0,8.0,3.0,4.0,4.0,0.0,5.0,-11.0,2.0,1.0,9.0,4.0,9.0,13.0,9.0,11.0,10.0,14.0,12.0,6.0,13.0,9.0,9.0,8.0,10.0,9.0,5.0,7.0,11.0,4.0,-1.0,2.0,-7.0,-26.0,-34.0,-33.0,-66.0,-68.0,-68.0,-69.0,-78.0,-80.0,-67.0,-66.0,-67.0,-68.0,-69.0,-76.0,-76.0,-67.0,-66.0,-68.0,-65.0,-69.0,-75.0,-79.0,-71.0,-67.0,-65.0,-63.0,-65.0,-74.0,-73.0,-63.0,-65.0,-62.0,-61.0,-62.0,-70.0,-70.0,-60.0,-61.0,-60.0,-61.0,-61.0,-69.0,-66.0,-57.0,-60.0,-59.0,-57.0,-62.0,-69.0,-71.0,-56.0,-60.0,-60.0
Abia,0.0,-10.0,-3.0,-8.0,-15.0,-9.0,-14.0,-5.0,-11.0,-10.0,-20.0,-14.0,-14.0,-11.0,-8.0,-9.0,-6.0,-10.0,-13.0,-11.0,-15.0,-8.0,-17.0,-5.0,-8.0,-10.0,-11.0,-15.0,-11.0,-23.0,-8.0,-5.0,-18.0,-6.0,-6.0,-5.0,-21.0,-11.0,-11.0,-8.0,-11.0,-11.0,-17.0,-17.0,-11.0,-27.0,-59.0,-54.0,-52.0,-44.0,-37.0,-54.0,-51.0,-57.0,-58.0,-42.0,0.0,0.0,-60.0,-55.0,-59.0,-51.0,-49.0,-18.0,0.0,-61.0,-55.0,-59.0,-58.0,-54.0,-52.0,0.0,-59.0,-58.0,-56.0,-54.0,-57.0,-48.0,0.0,-42.0,-46.0,-41.0,-36.0,-36.0,-36.0,0.0,-33.0,-45.0,-31.0
Abruzzo,2.0,2.0,-1.0,1.0,-4.0,1.0,1.0,1.0,2.0,5.0,4.0,-5.0,-3.0,-3.0,-2.0,-7.0,-3.0,-2.0,-2.0,-4.0,-9.0,-18.0,-27.0,-23.0,-41.0,-52.0,-70.0,-74.0,-82.0,-90.0,-73.0,-75.0,-77.0,-77.0,-79.0,-85.0,-94.0,-78.0,-83.0,-82.0,-84.0,-81.0,-86.0,-94.0,-79.0,-91.0,-90.0,-89.0,-83.0,-88.0,-95.0,-81.0,-80.0,-80.0,-79.0,-80.0,-85.0,-96.0,-95.0,-83.0,-79.0,-78.0,-78.0,-83.0,-94.0,-78.0,-80.0,-80.0,-76.0,-73.0,-94.0,-93.0,-69.0,-73.0,-73.0,-68.0,-91.0,-76.0,-90.0,-55.0,-57.0,-61.0,-57.0,-58.0,-62.0,-77.0,-54.0,-54.0,-54.0
Abu Dhabi,1.0,-2.0,-3.0,-3.0,-3.0,-2.0,0.0,-1.0,-2.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,2.0,1.0,0.0,-1.0,-2.0,-5.0,-2.0,-1.0,-3.0,-3.0,-4.0,-8.0,-13.0,-10.0,-9.0,-12.0,-16.0,-17.0,-21.0,-31.0,-26.0,-27.0,-22.0,-34.0,-46.0,-49.0,-76.0,-66.0,-51.0,-52.0,-51.0,-50.0,-53.0,-63.0,-52.0,-50.0,-52.0,-53.0,-54.0,-56.0,-65.0,-54.0,-52.0,-53.0,-54.0,-54.0,-54.0,-62.0,-54.0,-53.0,-54.0,-54.0,-53.0,-53.0,-65.0,-57.0,-55.0,-56.0,-55.0,-54.0,-56.0,-63.0,-53.0,-51.0,-52.0,-52.0,-50.0,-53.0,-61.0,-51.0,-50.0,-51.0,-51.0,-51.0
Aceh,-1.0,4.0,4.0,0.0,-2.0,2.0,-1.0,0.0,0.0,1.0,-2.0,-2.0,0.0,-1.0,0.0,3.0,6.0,4.0,4.0,4.0,2.0,6.0,5.0,7.0,0.0,4.0,3.0,2.0,2.0,0.0,-1.0,-4.0,-4.0,-5.0,-9.0,-11.0,-14.0,-14.0,-21.0,-28.0,-31.0,-29.0,-36.0,-39.0,-40.0,-41.0,-39.0,-36.0,-37.0,-34.0,-28.0,-27.0,-21.0,-26.0,-23.0,-26.0,-24.0,-27.0,-19.0,-20.0,-20.0,-18.0,-22.0,-19.0,-19.0,-11.0,-12.0,-11.0,-19.0,-40.0,-39.0,-35.0,-32.0,-38.0,-32.0,-34.0,-35.0,-32.0,-31.0,-27.0,-28.0,-23.0,-35.0,-38.0,-29.0,-26.0,-20.0,-20.0,-25.0
Adamawa,-6.0,-2.0,-2.0,-4.0,-5.0,-3.0,2.0,4.0,-1.0,-1.0,1.0,2.0,4.0,1.0,8.0,10.0,3.0,6.0,4.0,3.0,4.0,7.0,5.0,6.0,4.0,4.0,6.0,8.0,7.0,12.0,10.0,0.0,-1.0,-5.0,-13.0,-12.0,-16.0,-13.0,-19.0,-16.0,-10.0,-16.0,-12.0,-16.0,-15.0,-8.0,-43.0,-35.0,-40.0,-38.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Administrative unit Maribor,11.0,5.0,-2.0,3.0,2.0,4.0,3.0,11.0,0.0,-6.0,-2.0,-16.0,-4.0,-5.0,-6.0,-9.0,-6.0,-6.0,-2.0,-1.0,-7.0,-4.0,5.0,-9.0,-6.0,-5.0,-8.0,-29.0,-50.0,-68.0,-71.0,-75.0,-75.0,-75.0,-76.0,-81.0,-90.0,-77.0,-79.0,-79.0,-80.0,-77.0,-78.0,-90.0,-79.0,-78.0,-78.0,-76.0,-76.0,-78.0,-87.0,-73.0,-72.0,-72.0,-69.0,-70.0,-75.0,-87.0,-91.0,-72.0,-70.0,-69.0,-69.0,-71.0,-88.0,-59.0,-58.0,-58.0,-56.0,-56.0,-56.0,-78.0,-86.0,-46.0,-52.0,-33.0,-87.0,-82.0,-60.0,-29.0,-37.0,-32.0,-31.0,-31.0,-35.0,-58.0,-29.0,-37.0,-29.0
Agder,-7.0,-16.0,-1.0,-1.0,3.0,-5.0,-2.0,-9.0,-6.0,4.0,-9.0,1.0,-2.0,4.0,-8.0,-11.0,-1.0,-5.0,-1.0,3.0,1.0,-7.0,-17.0,-5.0,-9.0,-8.0,-5.0,-31.0,-48.0,-72.0,-37.0,-43.0,-44.0,-41.0,-41.0,-49.0,-60.0,-36.0,-40.0,-39.0,-38.0,-38.0,-46.0,-59.0,-32.0,-31.0,-35.0,-35.0,-32.0,-39.0,-52.0,-12.0,-10.0,-6.0,-77.0,-80.0,-39.0,-55.0,-75.0,-19.0,-24.0,-23.0,-20.0,-28.0,-39.0,-11.0,-15.0,-19.0,-16.0,-17.0,-23.0,-38.0,-9.0,-13.0,-14.0,-7.0,-69.0,-2.0,-29.0,-6.0,-9.0,-11.0,-9.0,-7.0,-11.0,-31.0,-3.0,-3.0,-4.0
Aguascalientes,7.0,9.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,0.0,-4.0,-4.0,-7.0,0.0,1.0,10.0,9.0,0.0,-1.0,-1.0,0.0,-5.0,1.0,7.0,-12.0,-2.0,-1.0,1.0,1.0,4.0,-2.0,-13.0,-8.0,-17.0,-24.0,-34.0,-37.0,-46.0,-36.0,-39.0,-42.0,-42.0,-45.0,-43.0,-51.0,-40.0,-40.0,-43.0,-50.0,-60.0,-59.0,-66.0,-56.0,-55.0,-53.0,-62.0,-79.0,-66.0,-68.0,-55.0,-53.0,-51.0,-51.0,-54.0,-58.0,-64.0,-55.0,-57.0,-58.0,-59.0,-61.0,-60.0,-67.0,-57.0,-56.0,-54.0,-47.0,-64.0,-58.0,-65.0,-53.0,-53.0,-54.0,-54.0,-56.0,-52.0,-58.0,-54.0,-52.0,-50.0
Aichi,0.0,-8.0,-1.0,0.0,1.0,3.0,0.0,-5.0,-2.0,17.0,-2.0,-2.0,-2.0,-2.0,-9.0,-10.0,-7.0,-3.0,-13.0,-8.0,-11.0,-12.0,-23.0,-6.0,-12.0,-4.0,-3.0,-7.0,-12.0,-10.0,-8.0,-5.0,-4.0,4.0,2.0,-9.0,-11.0,-5.0,-3.0,0.0,1.0,-12.0,-13.0,-14.0,-8.0,-5.0,-16.0,-9.0,-12.0,-14.0,-19.0,-9.0,-11.0,-17.0,-14.0,-21.0,-28.0,-38.0,-33.0,-23.0,-22.0,-22.0,-29.0,-43.0,-37.0,-34.0,-30.0,-33.0,-32.0,-35.0,-38.0,-42.0,-30.0,-26.0,-26.0,-27.0,-30.0,-40.0,-41.0,-19.0,-15.0,-30.0,-21.0,-27.0,-36.0,-38.0,-27.0,-29.0,-27.0
Aizkraukle Municipality,22.0,,-4.0,0.0,-14.0,6.0,-4.0,-13.0,,11.0,2.0,20.0,6.0,-6.0,-10.0,,-2.0,-10.0,-6.0,11.0,12.0,15.0,,,11.0,,1.0,-27.0,-19.0,,1.0,-23.0,-20.0,-4.0,-34.0,-25.0,-22.0,-23.0,-26.0,-18.0,-20.0,-25.0,-40.0,-39.0,-26.0,-35.0,-22.0,-19.0,-33.0,-38.0,-27.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,
Ajdovščina,29.0,30.0,-6.0,-14.0,-5.0,1.0,13.0,32.0,14.0,26.0,10.0,4.0,11.0,20.0,21.0,-20.0,5.0,2.0,11.0,10.0,14.0,25.0,,7.0,12.0,13.0,7.0,-16.0,-45.0,-73.0,-63.0,-68.0,-72.0,-68.0,-69.0,-69.0,,-69.0,-69.0,-74.0,-84.0,-67.0,-72.0,-86.0,-76.0,-74.0,-71.0,-71.0,-71.0,-74.0,-88.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ajman,1.0,0.0,-1.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-3.0,-1.0,-1.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,-2.0,-6.0,-5.0,-2.0,-3.0,-8.0,-11.0,-16.0,-26.0,-23.0,-27.0,-17.0,-31.0,-40.0,-45.0,-74.0,-64.0,-47.0,-49.0,-47.0,-46.0,-48.0,-60.0,-48.0,-45.0,-49.0,-49.0,-50.0,-50.0,-62.0,-49.0,-45.0,-46.0,-46.0,-48.0,-49.0,-60.0,-50.0,-45.0,-46.0,-46.0,-43.0,-43.0,-62.0,-53.0,-46.0,-47.0,-44.0,-44.0,-46.0,-54.0,-44.0,-41.0,-41.0,-42.0,-40.0,-43.0,-53.0,-43.0,-38.0,-40.0,-39.0,-39.0
Akita,5.0,-2.0,0.0,-2.0,2.0,6.0,1.0,2.0,-1.0,24.0,6.0,6.0,3.0,2.0,2.0,-4.0,-3.0,2.0,-2.0,-8.0,-7.0,-5.0,-5.0,-2.0,-1.0,-2.0,4.0,-5.0,2.0,0.0,-2.0,2.0,4.0,15.0,9.0,-1.0,-5.0,3.0,7.0,12.0,10.0,3.0,3.0,-1.0,8.0,6.0,-4.0,-6.0,-7.0,-7.0,-14.0,-11.0,1.0,-4.0,-9.0,-11.0,-10.0,-20.0,-13.0,-11.0,-8.0,-8.0,-13.0,-26.0,-25.0,-21.0,-17.0,-19.0,-23.0,-21.0,-29.0,-33.0,-18.0,-14.0,-15.0,-15.0,-22.0,-28.0,-27.0,-4.0,4.0,-8.0,-16.0,-19.0,-20.0,-20.0,-15.0,-12.0,-10.0
Akwa Ibom,3.0,-1.0,-8.0,-7.0,-6.0,-3.0,-4.0,-1.0,-2.0,-9.0,-9.0,-9.0,-5.0,0.0,-4.0,0.0,-6.0,-2.0,0.0,2.0,-2.0,0.0,1.0,-5.0,-3.0,-3.0,-6.0,-9.0,-7.0,-10.0,-15.0,-13.0,-14.0,-14.0,-18.0,-9.0,-16.0,-20.0,-25.0,-20.0,-24.0,-23.0,-29.0,-30.0,-37.0,-37.0,-47.0,-48.0,-53.0,-59.0,-57.0,-63.0,-59.0,-57.0,-58.0,-54.0,-55.0,-52.0,-63.0,-59.0,-61.0,-59.0,-57.0,-50.0,-61.0,-67.0,-66.0,-64.0,-67.0,-63.0,-63.0,-61.0,-64.0,-60.0,-58.0,-56.0,-59.0,-55.0,-58.0,-45.0,-45.0,-40.0,-44.0,-44.0,-43.0,-53.0,-43.0,-42.0,-38.0
Al Ahmadi Governorate,2.0,-2.0,-2.0,0.0,0.0,1.0,3.0,6.0,5.0,8.0,3.0,-4.0,-16.0,-23.0,-12.0,-9.0,-8.0,-5.0,-5.0,-8.0,-11.0,-8.0,-8.0,-8.0,-8.0,-3.0,-24.0,-38.0,-33.0,-35.0,-39.0,-40.0,-43.0,-43.0,-51.0,-40.0,-59.0,-54.0,-50.0,-50.0,-53.0,-59.0,-53.0,-52.0,-56.0,-55.0,-56.0,-60.0,-66.0,-58.0,-57.0,-56.0,-62.0,-63.0,-65.0,-68.0,-59.0,-59.0,-62.0,-61.0,-62.0,-65.0,-70.0,-63.0,-62.0,-62.0,-60.0,-58.0,-61.0,-72.0,-66.0,-65.0,-67.0,-65.0,-65.0,-68.0,-71.0,-65.0,-64.0,-65.0,-64.0,-65.0,-65.0,-65.0,-51.0,-55.0,-85.0,-84.0,-83.0
Al Asimah Governate,4.0,1.0,-1.0,2.0,-1.0,5.0,4.0,5.0,6.0,1.0,-20.0,-25.0,-24.0,-32.0,-17.0,-11.0,-10.0,-8.0,-9.0,-10.0,-21.0,-14.0,-9.0,-11.0,-10.0,-12.0,-31.0,-56.0,-48.0,-48.0,-54.0,-55.0,-57.0,-55.0,-69.0,-56.0,-72.0,-63.0,-63.0,-64.0,-65.0,-76.0,-69.0,-65.0,-68.0,-68.0,-70.0,-71.0,-80.0,-73.0,-70.0,-71.0,-74.0,-76.0,-75.0,-80.0,-73.0,-70.0,-72.0,-71.0,-73.0,-74.0,-80.0,-75.0,-71.0,-72.0,-70.0,-70.0,-70.0,-82.0,-77.0,-74.0,-76.0,-75.0,-76.0,-76.0,-81.0,-76.0,-73.0,-75.0,-74.0,-76.0,-74.0,-78.0,-66.0,-68.0,-96.0,-96.0,-95.0
Al Bahah Province,-1.0,-3.0,-8.0,-2.0,-1.0,-2.0,-4.0,-7.0,-6.0,-8.0,2.0,6.0,16.0,9.0,5.0,4.0,1.0,5.0,10.0,9.0,7.0,2.0,-1.0,-4.0,7.0,5.0,4.0,-4.0,-6.0,-7.0,-19.0,-21.0,-24.0,-19.0,-28.0,-32.0,-33.0,-43.0,-40.0,-34.0,-32.0,-43.0,-37.0,-37.0,-41.0,-36.0,-35.0,-38.0,-43.0,-37.0,-35.0,-36.0,-39.0,-43.0,-41.0,-53.0,-41.0,-40.0,-44.0,-41.0,-39.0,-41.0,-51.0,-40.0,-39.0,-39.0,-34.0,-31.0,-24.0,-43.0,-46.0,-45.0,-42.0,-38.0,-37.0,-40.0,-43.0,-41.0,-40.0,-44.0,-41.0,-38.0,-37.0,-42.0,-39.0,-34.0,-38.0,-31.0,-29.0
Al Farwaniyah Governorate,2.0,2.0,1.0,1.0,-1.0,2.0,4.0,3.0,6.0,8.0,-3.0,-7.0,-14.0,-15.0,-8.0,-5.0,-5.0,-4.0,-5.0,-6.0,-7.0,-7.0,-5.0,-6.0,-8.0,-6.0,-20.0,-32.0,-31.0,-33.0,-39.0,-40.0,-41.0,-40.0,-46.0,-38.0,-56.0,-52.0,-50.0,-50.0,-51.0,-56.0,-52.0,-50.0,-52.0,-53.0,-53.0,-56.0,-61.0,-54.0,-53.0,-51.0,-61.0,-61.0,-62.0,-65.0,-57.0,-56.0,-57.0,-58.0,-59.0,-61.0,-66.0,-59.0,-57.0,-59.0,-57.0,-57.0,-56.0,-70.0,-63.0,-61.0,-64.0,-63.0,-64.0,-65.0,-69.0,-64.0,-62.0,-64.0,-63.0,-64.0,-64.0,-67.0,-54.0,-55.0,-88.0,-86.0,-86.0
Al Jahra Governorate,2.0,2.0,3.0,1.0,2.0,6.0,6.0,9.0,10.0,11.0,-8.0,-6.0,-3.0,-6.0,-2.0,-1.0,1.0,-1.0,0.0,0.0,-3.0,-4.0,-3.0,-2.0,-3.0,0.0,-11.0,-21.0,-23.0,-28.0,-29.0,-32.0,-31.0,-28.0,-32.0,-27.0,-50.0,-44.0,-43.0,-42.0,-43.0,-45.0,-48.0,-46.0,-49.0,-48.0,-48.0,-50.0,-51.0,-52.0,-51.0,-53.0,-57.0,-57.0,-57.0,-56.0,-52.0,-51.0,-53.0,-55.0,-56.0,-57.0,-58.0,-56.0,-54.0,-54.0,-52.0,-50.0,-49.0,-59.0,-60.0,-58.0,-59.0,-59.0,-60.0,-60.0,-58.0,-57.0,-56.0,-57.0,-58.0,-58.0,-55.0,-50.0,-42.0,-47.0,-85.0,-85.0,-84.0
Al Jowf,-1.0,-2.0,-4.0,-1.0,-4.0,-5.0,-2.0,-7.0,-6.0,-6.0,-3.0,2.0,12.0,14.0,8.0,4.0,7.0,7.0,6.0,7.0,-7.0,4.0,3.0,-1.0,5.0,2.0,-1.0,-9.0,-6.0,-7.0,-21.0,-26.0,-29.0,-30.0,-36.0,-38.0,-36.0,-45.0,-45.0,-40.0,-36.0,-42.0,-36.0,-35.0,-37.0,-37.0,-38.0,-37.0,-41.0,-36.0,-34.0,-35.0,-42.0,-45.0,-43.0,-48.0,-43.0,-44.0,-45.0,-43.0,-45.0,-46.0,-48.0,-44.0,-44.0,-43.0,-43.0,-43.0,-37.0,-43.0,-47.0,-45.0,-41.0,-40.0,-39.0,-42.0,-43.0,-43.0,-42.0,-42.0,-43.0,-39.0,-41.0,-42.0,-39.0,-35.0,-35.0,-32.0,-36.0
Al Madinah Province,-6.0,-5.0,-10.0,-9.0,-9.0,-8.0,-8.0,-11.0,-7.0,-12.0,-9.0,-8.0,-2.0,-2.0,-3.0,-2.0,-8.0,-7.0,-7.0,-7.0,-10.0,-11.0,-10.0,-14.0,-12.0,-13.0,-16.0,-22.0,-21.0,-18.0,-32.0,-37.0,-40.0,-43.0,-53.0,-51.0,-48.0,-59.0,-56.0,-55.0,-62.0,-69.0,-61.0,-58.0,-62.0,-62.0,-62.0,-64.0,-81.0,-77.0,-73.0,-75.0,-75.0,-76.0,-76.0,-80.0,-75.0,-73.0,-75.0,-76.0,-78.0,-78.0,-81.0,-76.0,-73.0,-74.0,-74.0,-74.0,-72.0,-80.0,-77.0,-72.0,-71.0,-71.0,-65.0,-66.0,-72.0,-65.0,-62.0,-65.0,-65.0,-65.0,-65.0,-71.0,-64.0,-57.0,-59.0,-57.0,-62.0
Al Qalyubia Governorate,3.0,1.0,1.0,4.0,-7.0,-2.0,6.0,1.0,-1.0,-18.0,-10.0,3.0,3.0,11.0,4.0,3.0,4.0,5.0,4.0,5.0,13.0,7.0,2.0,2.0,5.0,7.0,-64.0,-47.0,-21.0,-8.0,-4.0,-8.0,-11.0,-21.0,-26.0,-28.0,-33.0,-35.0,-32.0,-44.0,-44.0,-68.0,-64.0,-40.0,-42.0,-41.0,-39.0,-39.0,-52.0,-51.0,-30.0,-29.0,-42.0,-43.0,-44.0,-57.0,-56.0,-40.0,-42.0,-42.0,-40.0,-41.0,-55.0,-54.0,-39.0,-64.0,-35.0,-36.0,-34.0,-54.0,-46.0,-43.0,-45.0,-42.0,-41.0,-40.0,-37.0,-38.0,-37.0,-38.0,-37.0,-34.0,-34.0,-32.0,-30.0,-30.0,-32.0,-32.0,-35.0
Al Qassim,-4.0,-5.0,-9.0,-8.0,-6.0,-6.0,-5.0,-9.0,-6.0,-14.0,-17.0,0.0,4.0,7.0,4.0,3.0,-4.0,-2.0,-1.0,1.0,2.0,-3.0,-3.0,-7.0,-2.0,-4.0,-4.0,-8.0,-8.0,-7.0,-22.0,-26.0,-27.0,-30.0,-37.0,-39.0,-36.0,-48.0,-45.0,-44.0,-43.0,-52.0,-42.0,-37.0,-42.0,-42.0,-43.0,-43.0,-52.0,-43.0,-39.0,-43.0,-44.0,-54.0,-53.0,-61.0,-51.0,-50.0,-53.0,-54.0,-53.0,-54.0,-61.0,-53.0,-49.0,-52.0,-49.0,-47.0,-44.0,-59.0,-57.0,-54.0,-54.0,-54.0,-53.0,-54.0,-59.0,-53.0,-50.0,-54.0,-54.0,-53.0,-53.0,-57.0,-51.0,-46.0,-49.0,-47.0,-48.0
Alabama,299.0,-80.0,-69.0,-244.0,82.0,-439.0,33.0,285.0,173.0,-210.0,479.0,1062.0,949.0,882.0,1142.0,1219.0,572.0,1485.0,423.0,576.0,558.0,837.0,807.0,670.0,598.0,608.0,810.0,510.0,408.0,-93.0,98.0,-336.0,-528.0,-836.0,-1594.0,-1756.0,-2014.0,-1681.0,-1643.0,-1340.0,-1464.0,-1762.0,-1792.0,-1972.0,-1773.0,-2050.0,-1145.0,-1531.0,-1573.0,-2093.0,-2696.0,-1245.0,-1266.0,-1226.0,-1136.0,-1239.0,-1289.0,-2086.0,-972.0,-880.0,-474.0,-741.0,-979.0,-960.0,-1403.0,-610.0,-605.0,-620.0,-1146.0,-850.0,-905.0,-811.0,-541.0,-538.0,-575.0,-433.0,-404.0,-474.0,-457.0,-215.0,-247.0,-193.0,-347.0,-679.0,-261.0,-411.0,-207.0,-140.0,6.0
Alaska,51.0,80.0,0.0,-17.0,-37.0,4.0,-2.0,49.0,57.0,5.0,18.0,66.0,64.0,88.0,92.0,110.0,66.0,115.0,71.0,74.0,61.0,130.0,68.0,31.0,90.0,95.0,126.0,51.0,52.0,66.0,27.0,-55.0,-112.0,-238.0,-213.0,-255.0,-240.0,-268.0,-274.0,-333.0,-321.0,-324.0,-374.0,-401.0,-333.0,-299.0,-291.0,-334.0,-329.0,-343.0,-332.0,-182.0,-183.0,-178.0,-175.0,-188.0,-188.0,-217.0,-166.0,-142.0,-104.0,-127.0,-146.0,-142.0,-96.0,-109.0,-120.0,-101.0,-117.0,-119.0,-91.0,-46.0,-45.0,-51.0,-36.0,-58.0,-59.0,-40.0,-17.0,-23.0,-5.0,-4.0,-35.0,-41.0,-1.0,28.0,-12.0,-2.0,25.0
Alba County,12.0,16.0,5.0,5.0,6.0,-1.0,8.0,11.0,9.0,0.0,9.0,1.0,-5.0,8.0,16.0,20.0,-5.0,1.0,1.0,-2.0,14.0,21.0,24.0,-3.0,4.0,-4.0,-4.0,-6.0,-14.0,-24.0,-18.0,-22.0,-33.0,-41.0,-40.0,-50.0,-67.0,-59.0,-57.0,-68.0,-71.0,-66.0,-73.0,-83.0,-63.0,-66.0,-64.0,-65.0,-64.0,-69.0,-81.0,-60.0,-58.0,-59.0,-60.0,-56.0,-65.0,-79.0,-56.0,-55.0,-51.0,-52.0,-62.0,-74.0,-93.0,-91.0,-68.0,-58.0,-57.0,-54.0,-64.0,-75.0,-51.0,-51.0,-51.0,-50.0,-71.0,-64.0,-79.0,-52.0,-49.0,-50.0,-51.0,-44.0,-53.0,-65.0,-44.0,-44.0,-41.0
Alberta,7.0,10.0,-7.0,-1.0,3.0,7.0,2.0,8.0,4.0,-1.0,2.0,5.0,7.0,8.0,5.0,8.0,4.0,5.0,4.0,6.0,4.0,-2.0,-1.0,2.0,2.0,3.0,4.0,-8.0,-19.0,-18.0,-11.0,-21.0,-31.0,-35.0,-38.0,-46.0,-49.0,-43.0,-48.0,-47.0,-47.0,-48.0,-55.0,-55.0,-50.0,-51.0,-47.0,-49.0,-51.0,-53.0,-57.0,-47.0,-48.0,-45.0,-36.0,-57.0,-52.0,-63.0,-48.0,-46.0,-45.0,-41.0,-45.0,-49.0,-47.0,-40.0,-41.0,-42.0,-42.0,-44.0,-45.0,-45.0,-41.0,-39.0,-39.0,-40.0,-39.0,-40.0,-44.0,-40.0,-34.0,-36.0,-37.0,-40.0,-38.0,-37.0,-38.0,-36.0,-31.0
Alexandria Governorate,6.0,-3.0,-1.0,-4.0,-5.0,-8.0,5.0,2.0,-10.0,-5.0,-6.0,-1.0,-4.0,12.0,2.0,-2.0,2.0,4.0,1.0,-1.0,12.0,7.0,-3.0,-2.0,1.0,-1.0,-49.0,-22.0,-5.0,-15.0,-16.0,-27.0,-31.0,-45.0,-47.0,-42.0,-48.0,-49.0,-49.0,-61.0,-64.0,-78.0,-74.0,-55.0,-59.0,-57.0,-56.0,-58.0,-71.0,-69.0,-50.0,-54.0,-62.0,-63.0,-64.0,-73.0,-69.0,-58.0,-60.0,-60.0,-60.0,-60.0,-72.0,-69.0,-58.0,-81.0,-54.0,-54.0,-56.0,-70.0,-65.0,-61.0,-62.0,-60.0,-60.0,-60.0,-57.0,-55.0,-53.0,-54.0,-53.0,-52.0,-55.0,-53.0,-50.0,-50.0,-51.0,-51.0,-53.0
