sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Muranga County,17.0,15.0,15.0,8.0,0.0,7.0,2.0,16.0,21.0,18.0,4.0,-3.0,5.0,9.0,25.0,20.0,7.0,5.0,3.0,10.0,11.0,31.0,25.0,14.0,14.0,12.0,18.0,4.0,19.0,23.0,34.0,28.0,9.0,9.0,-1.0,-1.0,5.0,6.0,-6.0,-9.0,-8.0,-22.0,-20.0,-13.0,-2.0,-10.0,-13.0,-13.0,-18.0,-14.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mureș County,10.0,20.0,6.0,5.0,3.0,2.0,10.0,7.0,13.0,-1.0,7.0,1.0,-3.0,4.0,11.0,20.0,-3.0,3.0,3.0,0.0,12.0,18.0,22.0,-1.0,4.0,-5.0,-5.0,-12.0,-18.0,-24.0,-22.0,-28.0,-37.0,-42.0,-43.0,-53.0,-61.0,-59.0,-56.0,-68.0,-72.0,-69.0,-75.0,-81.0,-66.0,-68.0,-68.0,-67.0,-66.0,-72.0,-79.0,-64.0,-62.0,-62.0,-61.0,-60.0,-67.0,-80.0,-70.0,-62.0,-57.0,-56.0,-65.0,-74.0,-92.0,-87.0,-58.0,-58.0,-58.0,-56.0,-66.0,-72.0,-53.0,-54.0,-55.0,-52.0,-74.0,-66.0,-74.0,-57.0,-54.0,-56.0,-55.0,-52.0,-57.0,-62.0,-48.0,-49.0,-47.0
Murska Sobota,9.0,17.0,1.0,10.0,7.0,6.0,-2.0,-2.0,5.0,1.0,-1.0,-8.0,-7.0,-5.0,-4.0,-2.0,-2.0,1.0,-3.0,-1.0,-2.0,4.0,25.0,-6.0,1.0,-3.0,0.0,-17.0,-48.0,-58.0,-62.0,-72.0,-74.0,-73.0,-76.0,-81.0,-95.0,-70.0,-74.0,-72.0,-75.0,-75.0,-78.0,-90.0,-74.0,-73.0,-78.0,-73.0,-75.0,-80.0,-95.0,-70.0,-69.0,-70.0,-65.0,-72.0,-80.0,0.0,-94.0,-70.0,-70.0,-71.0,-70.0,-75.0,0.0,-56.0,-60.0,-61.0,-60.0,-61.0,-61.0,0.0,-92.0,-47.0,-50.0,-29.0,-92.0,-90.0,0.0,-22.0,-28.0,-28.0,-28.0,-30.0,-35.0,0.0,-23.0,-26.0,-25.0
Møre og Romsdal,5.0,3.0,5.0,1.0,4.0,3.0,-1.0,-7.0,-4.0,-1.0,3.0,0.0,5.0,5.0,2.0,10.0,0.0,2.0,2.0,0.0,4.0,-1.0,16.0,-5.0,-1.0,-7.0,-4.0,-33.0,-47.0,-68.0,-36.0,-46.0,-50.0,-44.0,-43.0,-50.0,-61.0,-38.0,-43.0,-45.0,-41.0,-40.0,-47.0,-73.0,-39.0,-37.0,-36.0,-38.0,-35.0,-43.0,-52.0,-11.0,-10.0,-12.0,-86.0,-85.0,-36.0,-72.0,-85.0,-28.0,-33.0,-28.0,-20.0,-31.0,-29.0,-15.0,-19.0,-22.0,-22.0,-20.0,-25.0,-39.0,-10.0,-15.0,-12.0,5.0,-77.0,-6.0,-37.0,-6.0,-10.0,-11.0,-10.0,-10.0,-14.0,-33.0,-12.0,-11.0,-11.0
Mārupe Municipality,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,4.0,5.0,-1.0,5.0,0.0,2.0,-4.0,-2.0,0.0,-2.0,-2.0,5.0,3.0,7.0,12.0,0.0,3.0,6.0,9.0,-7.0,-30.0,-32.0,-23.0,-34.0,-38.0,-35.0,-41.0,-54.0,-53.0,-39.0,-40.0,-37.0,-35.0,-36.0,-62.0,-66.0,-39.0,-43.0,-43.0,-43.0,-38.0,-58.0,-56.0,-31.0,-29.0,-28.0,-15.0,-45.0,-56.0,-64.0,-57.0,-28.0,-27.0,-32.0,-27.0,-50.0,-53.0,-30.0,-30.0,-28.0,-29.0,-26.0,-47.0,-49.0,-23.0,-29.0,-23.0,-7.0,-41.0,-51.0,-46.0,-44.0,-17.0,-17.0,-21.0,-12.0,-37.0,-39.0,-19.0,-15.0,-14.0
Na h-Eileanan an Iar,-8.0,,0.0,0.0,0.0,0.0,4.0,-5.0,,0.0,0.0,0.0,2.0,13.0,20.0,,0.0,0.0,0.0,2.0,4.0,-7.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,-2.0,-9.0,-31.0,,0.0,-82.0,-68.0,-84.0,-69.0,-77.0,,-61.0,-82.0,0.0,0.0,-87.0,-89.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Nagaland,1.0,-3.0,-7.0,-5.0,-7.0,-5.0,-4.0,-2.0,-2.0,-5.0,-8.0,-7.0,-4.0,-3.0,-1.0,1.0,0.0,2.0,7.0,4.0,0.0,9.0,2.0,10.0,-6.0,7.0,5.0,3.0,3.0,-1.0,3.0,3.0,0.0,0.0,-1.0,-4.0,-38.0,-35.0,-50.0,-58.0,-56.0,-57.0,-58.0,-42.0,-54.0,-57.0,-62.0,-61.0,-60.0,-60.0,-44.0,-53.0,-67.0,-68.0,-71.0,-74.0,-69.0,-64.0,-72.0,-74.0,-74.0,-80.0,-82.0,-83.0,-77.0,-80.0,-82.0,-81.0,-82.0,-80.0,-82.0,-78.0,-78.0,-78.0,-77.0,-78.0,-76.0,-78.0,-75.0,-73.0,-74.0,-67.0,-69.0,-63.0,-62.0,-70.0,-71.0,-73.0,-67.0
Nagano,-2.0,-5.0,1.0,2.0,2.0,3.0,-1.0,-2.0,6.0,30.0,0.0,-3.0,-3.0,-1.0,-8.0,-9.0,-6.0,-1.0,-6.0,-6.0,-8.0,-10.0,-12.0,-5.0,-5.0,-1.0,0.0,-3.0,-13.0,-4.0,-9.0,3.0,1.0,9.0,17.0,-2.0,-6.0,-1.0,1.0,4.0,3.0,-3.0,-11.0,-31.0,-4.0,0.0,-13.0,-8.0,-11.0,-16.0,-18.0,-9.0,-9.0,-15.0,-16.0,-19.0,-27.0,-31.0,-30.0,-17.0,-16.0,-19.0,-24.0,-44.0,-35.0,-29.0,-24.0,-28.0,-29.0,-32.0,-38.0,-42.0,-26.0,-20.0,-22.0,-22.0,-26.0,-39.0,-39.0,-14.0,-10.0,-27.0,-25.0,-28.0,-38.0,-33.0,-26.0,-23.0,-22.0
Nagasaki,-2.0,-6.0,-9.0,-2.0,2.0,4.0,0.0,-1.0,7.0,18.0,0.0,2.0,2.0,-1.0,-9.0,-8.0,-3.0,-2.0,-5.0,-3.0,-6.0,-14.0,-5.0,-8.0,-3.0,1.0,0.0,-3.0,-4.0,-5.0,-5.0,-1.0,2.0,7.0,13.0,-3.0,-7.0,-2.0,1.0,6.0,-3.0,-9.0,-10.0,-3.0,-3.0,-1.0,-9.0,-7.0,-12.0,-16.0,-15.0,-11.0,-8.0,-9.0,-13.0,-15.0,-18.0,-27.0,-20.0,-13.0,-11.0,-13.0,-21.0,-25.0,-32.0,-20.0,-21.0,-25.0,-26.0,-26.0,-33.0,-36.0,-25.0,-21.0,-21.0,-21.0,-28.0,-34.0,-41.0,-16.0,-14.0,-21.0,-21.0,-24.0,-32.0,-22.0,-20.0,-19.0,-18.0
Nairobi County,1.0,0.0,4.0,3.0,0.0,2.0,6.0,3.0,4.0,3.0,2.0,2.0,5.0,7.0,6.0,5.0,3.0,7.0,6.0,9.0,9.0,7.0,9.0,4.0,5.0,6.0,5.0,7.0,0.0,-1.0,0.0,-7.0,-9.0,-13.0,-18.0,-23.0,-29.0,-30.0,-35.0,-36.0,-41.0,-49.0,-51.0,-53.0,-45.0,-44.0,-45.0,-46.0,-47.0,-47.0,-52.0,-43.0,-49.0,-49.0,-48.0,-59.0,-54.0,-58.0,-59.0,-49.0,-49.0,-50.0,-52.0,-55.0,-58.0,-52.0,-53.0,-53.0,-53.0,-54.0,-54.0,-58.0,-49.0,-48.0,-47.0,-46.0,-55.0,-49.0,-52.0,-44.0,-45.0,-43.0,-46.0,-47.0,-45.0,-50.0,-43.0,-44.0,-45.0
Najran,2.0,0.0,0.0,2.0,3.0,3.0,3.0,-4.0,-3.0,-5.0,1.0,3.0,13.0,14.0,6.0,4.0,4.0,6.0,8.0,9.0,11.0,1.0,-1.0,-4.0,3.0,2.0,0.0,-2.0,-9.0,-10.0,-15.0,-20.0,-21.0,-21.0,-25.0,-28.0,-31.0,-45.0,-42.0,-40.0,-34.0,-41.0,-36.0,-36.0,-38.0,-36.0,-35.0,-34.0,-40.0,-35.0,-36.0,-37.0,-45.0,-47.0,-42.0,-50.0,-41.0,-42.0,-44.0,-41.0,-39.0,-40.0,-47.0,-41.0,-39.0,-39.0,-36.0,-34.0,-34.0,-41.0,-48.0,-47.0,-42.0,-40.0,-38.0,-41.0,-41.0,-42.0,-43.0,-43.0,-42.0,-39.0,-39.0,-41.0,-38.0,-36.0,-38.0,-33.0,-35.0
Nakuru County,9.0,5.0,9.0,4.0,4.0,4.0,4.0,3.0,7.0,6.0,2.0,3.0,2.0,6.0,8.0,5.0,5.0,3.0,6.0,7.0,9.0,9.0,5.0,3.0,3.0,4.0,6.0,7.0,4.0,0.0,6.0,-1.0,-1.0,-7.0,-10.0,-15.0,-19.0,-19.0,-22.0,-22.0,-25.0,-34.0,-34.0,-35.0,-26.0,-27.0,-27.0,-27.0,-28.0,-30.0,-35.0,-28.0,-29.0,-30.0,-32.0,-41.0,-38.0,-43.0,-38.0,-33.0,-32.0,-34.0,-37.0,-38.0,-43.0,-31.0,-33.0,-34.0,-37.0,-40.0,-37.0,-41.0,-28.0,-29.0,-27.0,-28.0,-40.0,-34.0,-41.0,-27.0,-29.0,-29.0,-27.0,-28.0,-32.0,-34.0,-24.0,-24.0,-24.0
Nandi County,-2.0,0.0,11.0,15.0,5.0,14.0,12.0,-5.0,16.0,-7.0,-13.0,-11.0,16.0,-3.0,0.0,14.0,-13.0,16.0,0.0,17.0,18.0,0.0,25.0,4.0,16.0,9.0,20.0,41.0,-5.0,25.0,4.0,9.0,-20.0,-8.0,-12.0,-12.0,0.0,-31.0,-17.0,-31.0,-16.0,-34.0,-29.0,-25.0,-41.0,-34.0,-39.0,-36.0,-19.0,-26.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nara,-1.0,-10.0,-5.0,-4.0,-1.0,2.0,-1.0,-7.0,1.0,24.0,0.0,0.0,-1.0,2.0,-6.0,-3.0,-5.0,0.0,-13.0,-6.0,-5.0,-4.0,-15.0,-5.0,-10.0,-2.0,0.0,-1.0,-10.0,-4.0,-9.0,0.0,-1.0,6.0,25.0,1.0,-5.0,-2.0,1.0,5.0,4.0,-7.0,-9.0,-7.0,-5.0,2.0,-18.0,-6.0,-8.0,-8.0,-13.0,-11.0,-8.0,-13.0,-13.0,-16.0,-17.0,-37.0,-29.0,-14.0,-12.0,-14.0,-18.0,-34.0,-33.0,-27.0,-25.0,-29.0,-31.0,-30.0,-32.0,-38.0,-27.0,-21.0,-17.0,-20.0,-24.0,-34.0,-37.0,-15.0,-10.0,-23.0,-25.0,-28.0,-33.0,-35.0,-28.0,-25.0,-24.0
Narino,-5.0,-5.0,-8.0,-6.0,-5.0,-4.0,-1.0,-5.0,-1.0,-5.0,-15.0,2.0,-6.0,-3.0,1.0,2.0,-3.0,-3.0,-1.0,-2.0,-1.0,5.0,12.0,-7.0,-6.0,-4.0,-4.0,-5.0,-3.0,-8.0,-15.0,-17.0,-20.0,-24.0,-39.0,-79.0,-80.0,-80.0,-55.0,-84.0,-83.0,-84.0,-82.0,-84.0,-80.0,-80.0,-78.0,-80.0,-83.0,-82.0,-82.0,-79.0,-78.0,-75.0,-83.0,-88.0,-84.0,-84.0,-79.0,-78.0,-77.0,-78.0,-79.0,-82.0,-82.0,-78.0,-78.0,-76.0,-77.0,-80.0,-79.0,-81.0,-75.0,-74.0,-72.0,-71.0,-79.0,-76.0,-80.0,-72.0,-72.0,-68.0,-68.0,-71.0,-71.0,-71.0,-70.0,-70.0,-67.0
Narok County,12.0,0.0,4.0,6.0,-3.0,5.0,28.0,25.0,16.0,7.0,13.0,1.0,2.0,19.0,9.0,18.0,4.0,-8.0,-18.0,-15.0,-7.0,-8.0,-5.0,-11.0,0.0,-5.0,-9.0,0.0,-3.0,-7.0,-10.0,-6.0,-11.0,-12.0,-20.0,-19.0,-26.0,-30.0,-31.0,-44.0,-47.0,-58.0,-60.0,-66.0,-62.0,-56.0,-58.0,-49.0,-54.0,-52.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nasarawa,1.0,-4.0,3.0,-3.0,-5.0,2.0,-4.0,1.0,-3.0,-4.0,3.0,-5.0,4.0,5.0,5.0,-1.0,2.0,3.0,5.0,5.0,5.0,5.0,-5.0,1.0,-1.0,-9.0,-6.0,0.0,-1.0,-15.0,-9.0,-6.0,-8.0,1.0,-2.0,-4.0,-11.0,-10.0,-6.0,-8.0,-4.0,-11.0,-24.0,-27.0,-20.0,-26.0,-32.0,-28.0,-40.0,-39.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navarre,1.0,6.0,0.0,-1.0,1.0,3.0,3.0,2.0,19.0,8.0,0.0,-5.0,-1.0,1.0,0.0,5.0,-2.0,-4.0,1.0,0.0,-9.0,-3.0,13.0,-3.0,-1.0,0.0,-10.0,-35.0,-66.0,-85.0,-79.0,-82.0,-82.0,-92.0,-87.0,-92.0,-92.0,-83.0,-85.0,-86.0,-86.0,-87.0,-92.0,-93.0,-87.0,-92.0,-92.0,-91.0,-89.0,-92.0,-93.0,-86.0,-89.0,-87.0,-94.0,-95.0,-93.0,-93.0,-93.0,-85.0,-86.0,-87.0,-88.0,-93.0,-93.0,-85.0,-86.0,-86.0,-86.0,-87.0,-92.0,-89.0,-83.0,-83.0,-83.0,-80.0,-93.0,-83.0,-79.0,-72.0,-72.0,-72.0,-73.0,-76.0,-83.0,-85.0,-56.0,-59.0,-60.0
Nayarit,1.0,3.0,1.0,-2.0,-1.0,0.0,-5.0,-5.0,-4.0,-4.0,-4.0,-1.0,-1.0,1.0,2.0,2.0,1.0,-3.0,0.0,0.0,0.0,3.0,6.0,-9.0,-3.0,0.0,1.0,6.0,11.0,13.0,2.0,-6.0,-10.0,-17.0,-25.0,-34.0,-42.0,-33.0,-37.0,-38.0,-39.0,-41.0,-42.0,-48.0,-36.0,-34.0,-35.0,-46.0,-56.0,-59.0,-67.0,-55.0,-55.0,-54.0,-64.0,-73.0,-72.0,-72.0,-58.0,-59.0,-55.0,-56.0,-60.0,-65.0,-70.0,-61.0,-63.0,-63.0,-63.0,-65.0,-67.0,-72.0,-62.0,-61.0,-59.0,-53.0,-67.0,-64.0,-70.0,-58.0,-59.0,-57.0,-58.0,-61.0,-61.0,-66.0,-59.0,-59.0,-57.0
Neamț County,7.0,13.0,6.0,6.0,7.0,0.0,1.0,0.0,1.0,-4.0,4.0,1.0,-8.0,2.0,4.0,9.0,-2.0,2.0,2.0,-2.0,7.0,13.0,13.0,1.0,2.0,-6.0,-7.0,-17.0,-23.0,-34.0,-29.0,-33.0,-37.0,-43.0,-46.0,-54.0,-64.0,-61.0,-57.0,-69.0,-72.0,-70.0,-74.0,-80.0,-65.0,-65.0,-64.0,-65.0,-65.0,-69.0,-77.0,-60.0,-59.0,-58.0,-59.0,-59.0,-64.0,-75.0,-57.0,-56.0,-51.0,-52.0,-62.0,-74.0,-94.0,-90.0,-67.0,-60.0,-58.0,-56.0,-64.0,-70.0,-51.0,-51.0,-53.0,-53.0,-65.0,-64.0,-69.0,-51.0,-51.0,-52.0,-55.0,-52.0,-58.0,-62.0,-44.0,-47.0,-41.0
Neath Port Talbot Principle Area,-19.0,-16.0,8.0,-3.0,-1.0,2.0,6.0,-3.0,-4.0,-1.0,0.0,2.0,15.0,-8.0,5.0,1.0,11.0,5.0,0.0,9.0,4.0,4.0,4.0,2.0,-4.0,0.0,10.0,9.0,-2.0,-3.0,11.0,-10.0,-13.0,-7.0,-16.0,-28.0,-37.0,-24.0,-62.0,-64.0,-65.0,-67.0,-73.0,-74.0,-62.0,-65.0,-66.0,-63.0,-66.0,-72.0,-72.0,-61.0,-65.0,-64.0,-58.0,-70.0,-71.0,-88.0,-70.0,-62.0,-62.0,-60.0,-69.0,-70.0,-70.0,-57.0,-59.0,-59.0,-57.0,-62.0,-65.0,-67.0,-58.0,-65.0,-64.0,-64.0,-65.0,-67.0,-72.0,-58.0,-61.0,-60.0,-54.0,-71.0,-69.0,-69.0,-56.0,-58.0,-60.0
Nebraska,317.0,289.0,92.0,111.0,-347.0,39.0,211.0,401.0,231.0,77.0,-171.0,302.0,198.0,456.0,473.0,435.0,272.0,318.0,362.0,196.0,411.0,398.0,406.0,93.0,158.0,352.0,315.0,113.0,-570.0,-201.0,55.0,-413.0,-590.0,-1173.0,-1304.0,-1211.0,-1058.0,-792.0,-957.0,-801.0,-1127.0,-1161.0,-1543.0,-819.0,-872.0,-808.0,-741.0,-1386.0,-1474.0,-1352.0,-1066.0,-396.0,-382.0,-401.0,-427.0,-406.0,-491.0,-897.0,-407.0,-419.0,-259.0,-495.0,-372.0,-423.0,-347.0,-266.0,-272.0,-268.0,-286.0,-350.0,-383.0,-305.0,-201.0,-266.0,-246.0,-218.0,-222.0,-344.0,-238.0,-202.0,-166.0,-204.0,-243.0,-216.0,-280.0,-153.0,-220.0,-204.0,-207.0
Nelson,9.0,1.0,-1.0,-3.0,-5.0,-4.0,-2.0,3.0,2.0,-6.0,-3.0,-4.0,-5.0,-2.0,-1.0,-4.0,-8.0,-7.0,-7.0,-1.0,-4.0,-4.0,-6.0,-6.0,-7.0,-4.0,-4.0,-3.0,-3.0,-1.0,-9.0,-10.0,-11.0,-12.0,-12.0,-21.0,-23.0,-22.0,-23.0,-38.0,-98.0,-98.0,-98.0,-100.0,-94.0,-97.0,-96.0,-97.0,-95.0,-98.0,-100.0,-96.0,-95.0,-94.0,-95.0,-99.0,-95.0,-100.0,-98.0,-97.0,-96.0,-95.0,-97.0,-100.0,-98.0,-94.0,-95.0,-93.0,-95.0,-94.0,-98.0,-95.0,-98.0,-76.0,-77.0,-85.0,-86.0,-91.0,-92.0,-84.0,-84.0,-83.0,-80.0,-79.0,-83.0,-82.0,-82.0,-80.0,-79.0
Neuchâtel,0.0,12.0,-7.0,-1.0,-7.0,-3.0,-5.0,-4.0,-2.0,-2.0,-4.0,-13.0,-15.0,-4.0,-10.0,7.0,-6.0,-2.0,-3.0,-9.0,-6.0,-3.0,15.0,-10.0,-9.0,-7.0,-9.0,-10.0,-22.0,-12.0,-38.0,-55.0,-63.0,-64.0,-68.0,-78.0,-81.0,-69.0,-70.0,-70.0,-71.0,-70.0,-74.0,-78.0,-71.0,-87.0,-86.0,-86.0,-78.0,-83.0,-72.0,-75.0,-67.0,-68.0,-64.0,-88.0,-70.0,-73.0,-86.0,-66.0,-69.0,-69.0,-70.0,-75.0,-71.0,-67.0,-67.0,-68.0,-67.0,-66.0,-73.0,-74.0,-52.0,-59.0,-58.0,-57.0,-90.0,-61.0,-65.0,-50.0,-57.0,-56.0,-50.0,-53.0,-55.0,-53.0,-30.0,-29.0,-39.0
Neuquen,4.0,6.0,-4.0,-6.0,-1.0,-5.0,-1.0,1.0,0.0,-24.0,-33.0,-5.0,-8.0,-1.0,0.0,-10.0,-4.0,-5.0,-1.0,-4.0,9.0,8.0,9.0,6.0,-4.0,-3.0,-9.0,-6.0,-4.0,-18.0,-26.0,-38.0,-40.0,-45.0,-78.0,-82.0,-87.0,-89.0,-88.0,-81.0,-84.0,-82.0,-78.0,-96.0,-81.0,-86.0,-79.0,-80.0,-77.0,-75.0,-96.0,-73.0,-84.0,-82.0,-83.0,-91.0,-84.0,-97.0,-81.0,-83.0,-83.0,-85.0,-84.0,-85.0,-98.0,-83.0,-85.0,-84.0,-85.0,-84.0,-84.0,-98.0,-83.0,-84.0,-82.0,-77.0,-91.0,-79.0,-98.0,-77.0,-78.0,-76.0,-74.0,-71.0,-73.0,-97.0,-69.0,-71.0,-70.0
Nevada,69.0,76.0,67.0,63.0,33.0,52.0,44.0,71.0,92.0,58.0,69.0,123.0,110.0,75.0,119.0,-14.0,100.0,129.0,111.0,127.0,62.0,53.0,77.0,70.0,78.0,83.0,85.0,51.0,-28.0,-47.0,0.0,-83.0,-222.0,-330.0,-472.0,-488.0,-479.0,-369.0,-380.0,-398.0,-408.0,-474.0,-450.0,-451.0,-389.0,-378.0,-357.0,-390.0,-517.0,-492.0,-442.0,-313.0,-303.0,-301.0,-306.0,-335.0,-336.0,-463.0,-317.0,-299.0,-224.0,-243.0,-292.0,-305.0,-258.0,-238.0,-238.0,-238.0,-250.0,-275.0,-286.0,-220.0,-198.0,-186.0,-199.0,-188.0,-201.0,-232.0,-179.0,-165.0,-143.0,-181.0,-180.0,-219.0,-170.0,-124.0,-164.0,-152.0,-146.0
New Brunswick,-3.0,29.0,-35.0,2.0,-4.0,4.0,1.0,3.0,28.0,3.0,3.0,8.0,-24.0,-3.0,0.0,14.0,6.0,7.0,1.0,8.0,3.0,0.0,25.0,2.0,-12.0,4.0,11.0,-8.0,-14.0,2.0,-6.0,-27.0,-32.0,-31.0,-48.0,-55.0,-47.0,-47.0,-54.0,-48.0,-49.0,-52.0,-54.0,-42.0,-49.0,-50.0,-52.0,-51.0,-50.0,-54.0,-43.0,-44.0,-46.0,-42.0,-30.0,-85.0,-48.0,-68.0,-49.0,-40.0,-38.0,-39.0,-43.0,-47.0,-34.0,-34.0,-34.0,-42.0,-39.0,-40.0,-40.0,-24.0,-33.0,-32.0,-29.0,-28.0,-36.0,-39.0,-19.0,-30.0,-33.0,-25.0,-28.0,-31.0,-43.0,-14.0,-21.0,-28.0,-19.0
New Hampshire,75.0,153.0,243.0,-132.0,90.0,118.0,35.0,88.0,106.0,81.0,74.0,110.0,-1.0,52.0,80.0,138.0,88.0,120.0,68.0,95.0,18.0,101.0,125.0,110.0,81.0,70.0,85.0,-17.0,-16.0,-29.0,11.0,-226.0,-229.0,-342.0,-360.0,-408.0,-433.0,-398.0,-444.0,-390.0,-346.0,-394.0,-537.0,-619.0,-446.0,-400.0,-396.0,-463.0,-492.0,-513.0,-509.0,-346.0,-357.0,-384.0,-445.0,-470.0,-442.0,-637.0,-436.0,-319.0,-269.0,-320.0,-413.0,-489.0,-332.0,-286.0,-339.0,-322.0,-285.0,-398.0,-354.0,-374.0,-341.0,-256.0,-219.0,-303.0,-345.0,-293.0,-199.0,-186.0,-170.0,-205.0,-202.0,-298.0,-355.0,-248.0,-236.0,-185.0,-151.0
New Jersey,124.0,136.0,346.0,37.0,46.0,31.0,6.0,219.0,167.0,44.0,-5.0,95.0,64.0,56.0,193.0,190.0,149.0,126.0,186.0,181.0,-38.0,250.0,214.0,219.0,141.0,165.0,143.0,46.0,-46.0,-224.0,-128.0,-555.0,-629.0,-746.0,-727.0,-867.0,-1238.0,-1209.0,-972.0,-1100.0,-974.0,-1030.0,-1268.0,-1240.0,-1017.0,-1024.0,-969.0,-1060.0,-1315.0,-1361.0,-1399.0,-1225.0,-1197.0,-1219.0,-1281.0,-1308.0,-1275.0,-1642.0,-1483.0,-1190.0,-1152.0,-1183.0,-1238.0,-1333.0,-1274.0,-1198.0,-1228.0,-1151.0,-1205.0,-1304.0,-1163.0,-1412.0,-1176.0,-1045.0,-1115.0,-1172.0,-1080.0,-980.0,-1043.0,-928.0,-914.0,-1076.0,-942.0,-1082.0,-1001.0,-935.0,-1035.0,-939.0,-888.0
New Mexico,155.0,330.0,147.0,118.0,59.0,51.0,48.0,6.0,33.0,86.0,95.0,380.0,341.0,339.0,334.0,526.0,353.0,506.0,387.0,370.0,235.0,314.0,315.0,403.0,418.0,407.0,416.0,90.0,39.0,8.0,51.0,-126.0,-301.0,-601.0,-765.0,-923.0,-886.0,-673.0,-934.0,-1068.0,-1144.0,-1249.0,-1206.0,-1214.0,-995.0,-866.0,-840.0,-940.0,-1004.0,-1142.0,-1136.0,-483.0,-459.0,-544.0,-578.0,-724.0,-813.0,-1013.0,-670.0,-541.0,-379.0,-459.0,-603.0,-744.0,-573.0,-395.0,-382.0,-416.0,-448.0,-550.0,-625.0,-517.0,-334.0,-319.0,-338.0,-344.0,-445.0,-579.0,-447.0,-304.0,-299.0,-352.0,-387.0,-485.0,-505.0,-448.0,-368.0,-294.0,-286.0
New South Wales,4.0,5.0,-2.0,-3.0,-2.0,2.0,1.0,4.0,3.0,-1.0,-3.0,-3.0,3.0,3.0,6.0,4.0,-1.0,-4.0,-3.0,-3.0,2.0,3.0,2.0,-2.0,-4.0,-4.0,0.0,-1.0,-5.0,-3.0,-5.0,-6.0,-8.0,-9.0,-14.0,-18.0,-16.0,-20.0,-33.0,-36.0,-37.0,-39.0,-44.0,-44.0,-43.0,-43.0,-44.0,-44.0,-44.0,-46.0,-43.0,-40.0,-41.0,-39.0,-30.0,-72.0,-43.0,-63.0,-44.0,-38.0,-40.0,-40.0,-40.0,-44.0,-46.0,-41.0,-41.0,-41.0,-39.0,-39.0,-49.0,-40.0,-39.0,-40.0,-41.0,-43.0,-37.0,-35.0,-35.0,-35.0,-37.0,-36.0,-33.0,-32.0,-26.0,-30.0,-33.0,-33.0,-34.0
