sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Eastern Province,1.0,1.0,-4.0,-2.0,-1.0,-1.0,0.0,-2.0,-2.0,-5.0,-1.0,-1.0,6.0,8.0,7.0,8.0,4.0,6.0,5.0,5.0,6.0,4.0,7.0,4.0,5.0,2.0,1.0,-1.0,-2.0,3.0,1.0,-5.0,-8.0,-12.0,-20.0,-16.0,-16.0,-22.0,-19.0,-17.0,-18.0,-29.0,-23.0,-19.0,-21.0,-20.0,-19.0,-20.0,-29.0,-21.0,-16.0,-16.0,-37.0,-34.0,-36.0,-44.0,-36.0,-32.0,-35.0,-34.0,-35.0,-37.0,-44.0,-38.0,-34.0,-35.0,-35.0,-36.0,-31.0,-39.0,-40.0,-35.0,-32.0,-32.0,-30.0,-32.0,-36.0,-31.0,-26.0,-29.0,-27.0,-25.0,-28.0,-32.0,-28.0,-22.0,-22.0,-17.0,-23.0
Ebonyi,-5.0,-4.0,1.0,-10.0,-15.0,-13.0,-8.0,-4.0,-15.0,-8.0,-10.0,-8.0,-10.0,2.0,-17.0,-2.0,1.0,-2.0,-9.0,-3.0,8.0,2.0,-2.0,-7.0,-6.0,-7.0,-14.0,-4.0,-17.0,-15.0,-14.0,-7.0,-13.0,-1.0,0.0,-21.0,-20.0,-17.0,-18.0,-14.0,-9.0,-3.0,-15.0,-13.0,-10.0,-27.0,-39.0,-31.0,-16.0,-18.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edinburgh,-7.0,3.0,-1.0,1.0,0.0,0.0,-1.0,-5.0,2.0,-5.0,4.0,0.0,0.0,0.0,1.0,-1.0,2.0,3.0,5.0,4.0,5.0,3.0,6.0,2.0,2.0,4.0,10.0,11.0,8.0,8.0,12.0,12.0,15.0,14.0,3.0,-7.0,-18.0,-19.0,-29.0,-33.0,-36.0,-36.0,-39.0,-44.0,-39.0,-36.0,-36.0,-37.0,-37.0,-39.0,-42.0,-39.0,-36.0,-35.0,-35.0,-35.0,-34.0,-49.0,-46.0,-38.0,-36.0,-39.0,-35.0,-35.0,-39.0,-37.0,-34.0,-35.0,-34.0,-32.0,-33.0,-38.0,-36.0,-35.0,-38.0,-33.0,-31.0,-31.0,-37.0,-36.0,-31.0,-29.0,-28.0,-27.0,-30.0,-37.0,-32.0,-33.0,-29.0
Edo,-1.0,-3.0,-4.0,-6.0,-7.0,-7.0,-7.0,-10.0,-5.0,-8.0,-7.0,-7.0,-7.0,-2.0,-7.0,-7.0,-6.0,-8.0,-12.0,-9.0,-7.0,1.0,-7.0,-6.0,-7.0,-8.0,-9.0,-8.0,-6.0,-10.0,-5.0,-8.0,-6.0,-5.0,0.0,-1.0,-4.0,0.0,-2.0,-1.0,-6.0,-12.0,-20.0,-21.0,-24.0,-25.0,-31.0,-26.0,-27.0,-23.0,-18.0,-22.0,-16.0,-36.0,-30.0,-32.0,-26.0,-28.0,-37.0,-29.0,-30.0,-28.0,-27.0,-30.0,-30.0,-30.0,-30.0,-33.0,-33.0,-31.0,-32.0,-29.0,-29.0,-29.0,-28.0,-31.0,-32.0,-29.0,-31.0,-27.0,-28.0,-25.0,-25.0,-22.0,-23.0,-26.0,-21.0,-25.0,-21.0
Ehime,3.0,-3.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,5.0,5.0,3.0,5.0,9.0,8.0,8.0,9.0,6.0,-1.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,6.0,5.0,2.0,2.0,2.0,3.0,5.0,-2.0,0.0,5.0,2.0,4.0,-5.0,5.0,2.0,7.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,-12.0,-8.0,1.0,4.0,3.0,0.0,-2.0,-3.0,-3.0,-3.0,-5.0,-5.0,-2.0,-1.0,-7.0,-1.0,1.0,-4.0,4.0,0.0,-1.0,-10.0,0.0,1.0,-4.0,-2.0,-3.0,-4.0,-4.0,-1.0,-1.0,-2.0
Ekiti,17.0,0.0,13.0,8.0,9.0,12.0,6.0,7.0,0.0,19.0,10.0,12.0,12.0,11.0,11.0,0.0,9.0,10.0,9.0,15.0,11.0,11.0,0.0,26.0,16.0,14.0,11.0,12.0,10.0,0.0,15.0,10.0,1.0,0.0,7.0,7.0,-5.0,5.0,-10.0,-3.0,-5.0,-41.0,-39.0,0.0,-34.0,-66.0,-62.0,-65.0,-67.0,-57.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Beheira Governorate,11.0,1.0,3.0,6.0,-1.0,2.0,11.0,10.0,-1.0,2.0,6.0,5.0,8.0,18.0,11.0,4.0,9.0,9.0,6.0,5.0,14.0,12.0,5.0,4.0,11.0,9.0,-32.0,-12.0,6.0,1.0,4.0,2.0,0.0,-1.0,3.0,2.0,-7.0,-7.0,0.0,-13.0,-14.0,-23.0,-24.0,-9.0,-9.0,-9.0,-11.0,-6.0,10.0,8.0,17.0,16.0,24.0,16.0,16.0,16.0,13.0,16.0,16.0,19.0,14.0,21.0,21.0,19.0,23.0,-2.0,33.0,27.0,30.0,21.0,26.0,19.0,19.0,26.0,25.0,20.0,35.0,31.0,22.0,23.0,26.0,35.0,35.0,48.0,49.0,39.0,38.0,43.0,32.0
Embu County,-1.0,-3.0,-5.0,-8.0,-7.0,0.0,-4.0,-5.0,15.0,-3.0,-11.0,-12.0,-2.0,-7.0,-3.0,0.0,-11.0,-14.0,-7.0,-2.0,-7.0,-6.0,3.0,-12.0,-11.0,-8.0,-8.0,-5.0,-5.0,-3.0,-1.0,7.0,-1.0,1.0,-13.0,-15.0,-15.0,-13.0,-12.0,-9.0,-12.0,-27.0,-30.0,-27.0,-23.0,-23.0,-17.0,-16.0,-15.0,-21.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emilia-Romagna,4.0,6.0,2.0,1.0,0.0,0.0,2.0,10.0,25.0,33.0,1.0,-9.0,-6.0,-5.0,1.0,-5.0,-6.0,-6.0,-4.0,-5.0,-1.0,5.0,7.0,-4.0,-5.0,-11.0,-17.0,-18.0,-37.0,-56.0,-31.0,-36.0,-38.0,-39.0,-33.0,-46.0,-94.0,-39.0,-43.0,-46.0,-51.0,-40.0,-50.0,-94.0,-42.0,-37.0,-35.0,-35.0,-29.0,-42.0,-93.0,-32.0,-33.0,-31.0,-28.0,-20.0,-38.0,-95.0,-96.0,-33.0,-31.0,-33.0,-29.0,-43.0,-84.0,-46.0,-41.0,-39.0,-37.0,-23.0,-94.0,-57.0,-31.0,-36.0,-33.0,-21.0,-94.0,-32.0,-66.0,-25.0,-26.0,-26.0,-27.0,-20.0,-25.0,-53.0,-28.0,-23.0,-24.0
Engure Municipality,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Entre Rios,-4.0,-9.0,-3.0,3.0,2.0,1.0,6.0,17.0,27.0,-3.0,-12.0,5.0,-1.0,0.0,2.0,-1.0,3.0,3.0,6.0,3.0,5.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,-24.0,-9.0,8.0,-42.0,-53.0,-66.0,-65.0,-68.0,-48.0,-55.0,-54.0,-52.0,-65.0,-52.0,-62.0,-44.0,-46.0,-40.0,-42.0,-57.0,-38.0,-28.0,-23.0,-30.0,-68.0,-33.0,-53.0,-37.0,-29.0,-26.0,-30.0,-30.0,-36.0,-55.0,-33.0,-32.0,-30.0,-34.0,-33.0,-40.0,-55.0,-44.0,-43.0,-22.0,-16.0,-70.0,-23.0,-48.0,-32.0,-22.0,-16.0,-18.0,-13.0,-16.0,-37.0,-16.0,-15.0,-16.0
Enugu,0.0,-3.0,-3.0,-6.0,-8.0,-7.0,-10.0,-1.0,-5.0,-9.0,-9.0,-7.0,-4.0,-5.0,-29.0,1.0,-5.0,-9.0,-5.0,-1.0,-5.0,-3.0,-5.0,-4.0,-10.0,-6.0,-11.0,-11.0,-9.0,-8.0,-10.0,-15.0,-11.0,-11.0,-14.0,-12.0,-17.0,-19.0,-12.0,-11.0,-22.0,-20.0,-23.0,-28.0,-14.0,-24.0,-45.0,-43.0,-42.0,-42.0,-43.0,-39.0,-41.0,-39.0,-37.0,-41.0,-32.0,-37.0,-43.0,-41.0,-37.0,-36.0,-38.0,-44.0,-44.0,-38.0,-38.0,-39.0,-37.0,-39.0,-40.0,-44.0,-36.0,-38.0,-44.0,-39.0,-40.0,-41.0,-45.0,-39.0,-39.0,-37.0,-30.0,-36.0,-36.0,-44.0,-34.0,-34.0,-35.0
Essex,-7.0,-12.0,-1.0,-4.0,-3.0,-4.0,-2.0,-3.0,-5.0,-2.0,3.0,-2.0,-2.0,-1.0,-1.0,0.0,2.0,-1.0,0.0,-5.0,3.0,-2.0,-2.0,1.0,2.0,2.0,8.0,9.0,6.0,6.0,21.0,23.0,29.0,29.0,13.0,3.0,-12.0,-5.0,-23.0,-25.0,-27.0,-28.0,-41.0,-49.0,-32.0,-30.0,-33.0,-32.0,-31.0,-38.0,-43.0,-33.0,-30.0,-28.0,-21.0,-37.0,-36.0,-68.0,-44.0,-27.0,-29.0,-29.0,-31.0,-38.0,-42.0,-30.0,-28.0,-28.0,-27.0,-27.0,-34.0,-38.0,-29.0,-35.0,-29.0,-28.0,-28.0,-32.0,-39.0,-26.0,-25.0,-22.0,-14.0,-31.0,-31.0,-39.0,-24.0,-22.0,-23.0
Extremadura,-3.0,6.0,2.0,-1.0,0.0,2.0,1.0,0.0,32.0,6.0,-15.0,5.0,6.0,7.0,5.0,13.0,6.0,2.0,3.0,4.0,1.0,-1.0,8.0,4.0,11.0,16.0,25.0,33.0,-13.0,-46.0,-34.0,-45.0,-47.0,-50.0,-51.0,-56.0,-70.0,-49.0,-56.0,-56.0,-57.0,-55.0,-61.0,-75.0,-57.0,-57.0,-57.0,-56.0,-53.0,-59.0,-73.0,-52.0,-46.0,-34.0,-73.0,-92.0,-48.0,-72.0,-52.0,-50.0,-52.0,-54.0,-51.0,-57.0,-72.0,-55.0,-52.0,-52.0,-53.0,-51.0,-54.0,-62.0,-51.0,-48.0,-45.0,-34.0,-88.0,-31.0,-29.0,-34.0,-35.0,-35.0,-37.0,-38.0,-40.0,-46.0,-21.0,-27.0,-26.0
Faiyum Governorate,6.0,-1.0,3.0,0.0,-5.0,-3.0,1.0,-2.0,-5.0,-9.0,-4.0,-1.0,-1.0,6.0,2.0,1.0,0.0,-2.0,-5.0,1.0,7.0,4.0,-8.0,0.0,-1.0,0.0,-54.0,-47.0,-21.0,-7.0,0.0,-4.0,-4.0,-5.0,-5.0,-8.0,-16.0,-14.0,-10.0,-21.0,-16.0,-35.0,-27.0,-14.0,-15.0,-16.0,-13.0,-7.0,1.0,-1.0,10.0,12.0,8.0,7.0,11.0,7.0,6.0,6.0,8.0,8.0,8.0,16.0,10.0,9.0,16.0,-1.0,25.0,22.0,32.0,5.0,18.0,16.0,12.0,13.0,15.0,14.0,18.0,16.0,15.0,17.0,19.0,20.0,23.0,21.0,30.0,29.0,28.0,25.0,18.0
Falkirk,-6.0,-5.0,-1.0,0.0,1.0,-2.0,-2.0,0.0,0.0,-1.0,4.0,1.0,3.0,4.0,3.0,-1.0,4.0,6.0,8.0,8.0,4.0,2.0,1.0,2.0,3.0,4.0,11.0,12.0,12.0,12.0,16.0,20.0,21.0,25.0,11.0,9.0,-8.0,-6.0,-18.0,-21.0,-25.0,-25.0,-31.0,-38.0,-28.0,-25.0,-25.0,-26.0,-29.0,-29.0,-38.0,-28.0,-24.0,-25.0,-23.0,-26.0,-26.0,-39.0,-35.0,-25.0,-23.0,-27.0,-27.0,-30.0,-35.0,-27.0,-24.0,-27.0,-26.0,-25.0,-27.0,-32.0,-27.0,-25.0,-26.0,-24.0,-26.0,-25.0,-30.0,-25.0,-20.0,-21.0,-18.0,-24.0,-24.0,-30.0,-23.0,-21.0,-19.0
Faro District,4.0,5.0,2.0,0.0,2.0,-2.0,8.0,12.0,17.0,13.0,3.0,3.0,6.0,17.0,12.0,9.0,8.0,7.0,8.0,6.0,6.0,6.0,5.0,9.0,11.0,16.0,17.0,17.0,-6.0,-23.0,-17.0,-27.0,-24.0,-38.0,-47.0,-49.0,-56.0,-47.0,-46.0,-47.0,-48.0,-44.0,-51.0,-60.0,-53.0,-43.0,-47.0,-43.0,-39.0,-49.0,-61.0,-42.0,-41.0,-35.0,-38.0,-52.0,-45.0,-80.0,-46.0,-40.0,-42.0,-42.0,-35.0,-43.0,-53.0,-48.0,-42.0,-43.0,-41.0,-37.0,-45.0,-48.0,-42.0,-36.0,-36.0,-24.0,-51.0,-38.0,-43.0,-30.0,-29.0,-27.0,-28.0,-22.0,-29.0,-38.0,-28.0,-25.0,-33.0
Federal Capital Territory,5.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,-1.0,-1.0,1.0,1.0,2.0,5.0,7.0,7.0,3.0,5.0,6.0,8.0,7.0,8.0,6.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,6.0,11.0,12.0,9.0,-3.0,1.0,5.0,-1.0,-13.0,-28.0,-36.0,-27.0,15.0,-66.0,-64.0,-58.0,-59.0,-53.0,-46.0,-49.0,-52.0,-49.0,-57.0,-54.0,-36.0,-49.0,-50.0,-56.0,-44.0,-59.0,-60.0,-41.0,-59.0,-61.0,-64.0,-41.0,-62.0,-62.0,-40.0,-58.0,-60.0,-61.0,-39.0,-60.0,-63.0,-45.0,-56.0,-45.0,-48.0,-35.0,-45.0,-44.0,-35.0,-43.0,-40.0,-44.0,-34.0
Federal District,7.0,6.0,4.0,4.0,0.0,8.0,15.0,3.0,-2.0,-15.0,-27.0,-7.0,5.0,7.0,7.0,14.0,1.0,11.0,9.0,10.0,16.0,19.0,23.0,13.0,14.0,11.0,14.0,17.0,14.0,13.0,11.0,10.0,12.0,16.0,7.0,-21.0,-37.0,-29.0,-31.0,-34.0,-28.0,-21.0,-30.0,-28.0,-22.0,-17.0,-14.0,-11.0,-5.0,-10.0,-20.0,-11.0,-5.0,-1.0,20.0,-29.0,0.0,-18.0,-14.0,-15.0,-13.0,-8.0,4.0,-11.0,-14.0,-10.0,-29.0,-12.0,-13.0,-4.0,-7.0,-14.0,-12.0,-9.0,-7.0,7.0,-10.0,-5.0,-12.0,-5.0,2.0,4.0,8.0,20.0,18.0,11.0,-3.0,0.0,-1.0
Fejér,7.0,13.0,3.0,4.0,2.0,0.0,3.0,3.0,8.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,1.0,4.0,3.0,7.0,9.0,16.0,26.0,6.0,12.0,20.0,18.0,24.0,27.0,-79.0,35.0,15.0,7.0,-7.0,-10.0,-25.0,-36.0,-24.0,-23.0,-26.0,-26.0,-5.0,-40.0,-43.0,-29.0,-25.0,-26.0,-18.0,-15.0,-19.0,-27.0,-13.0,-7.0,6.0,24.0,-89.0,-3.0,-88.0,-91.0,-5.0,-15.0,-15.0,-11.0,-19.0,-31.0,-15.0,-16.0,-16.0,-13.0,-12.0,-17.0,-24.0,-18.0,-13.0,-8.0,17.0,-87.0,6.0,-10.0,-12.0,-6.0,-5.0,-1.0,6.0,5.0,1.0,0.0,2.0,-4.0
Fermanagh and Omagh,-4.0,-6.0,-3.0,-3.0,-1.0,-1.0,1.0,1.0,1.0,2.0,2.0,-1.0,0.0,7.0,-1.0,3.0,2.0,1.0,4.0,3.0,6.0,2.0,6.0,4.0,8.0,9.0,26.0,20.0,10.0,9.0,22.0,-9.0,2.0,-1.0,-4.0,3.0,-14.0,-14.0,-22.0,-28.0,-32.0,-29.0,-31.0,-47.0,-34.0,-32.0,-31.0,-31.0,-27.0,-29.0,-41.0,-28.0,-27.0,-23.0,-18.0,-23.0,-21.0,-62.0,-44.0,-26.0,-19.0,-20.0,-24.0,-25.0,-37.0,-23.0,-21.0,-21.0,-19.0,-19.0,-19.0,-29.0,-23.0,-20.0,-18.0,-17.0,-17.0,-19.0,-28.0,-20.0,-20.0,-14.0,-11.0,-21.0,-14.0,-24.0,-13.0,-17.0,-17.0
Fife,-2.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,6.0,-1.0,6.0,2.0,4.0,4.0,4.0,1.0,5.0,3.0,6.0,7.0,6.0,5.0,4.0,3.0,4.0,4.0,10.0,14.0,12.0,13.0,18.0,19.0,20.0,24.0,13.0,11.0,-6.0,-6.0,-21.0,-23.0,-25.0,-24.0,-29.0,-38.0,-26.0,-23.0,-24.0,-23.0,-22.0,-28.0,-34.0,-25.0,-22.0,-23.0,-20.0,-23.0,-22.0,-37.0,-33.0,-24.0,-20.0,-24.0,-22.0,-28.0,-31.0,-25.0,-23.0,-22.0,-22.0,-20.0,-23.0,-29.0,-24.0,-21.0,-25.0,-19.0,-19.0,-22.0,-27.0,-22.0,-18.0,-15.0,-14.0,-18.0,-21.0,-27.0,-19.0,-17.0,-17.0
Flacq District,-3.0,3.0,6.0,-7.0,-17.0,-10.0,-29.0,-2.0,-3.0,2.0,0.0,5.0,1.0,2.0,16.0,10.0,8.0,6.0,8.0,3.0,1.0,7.0,-3.0,6.0,-6.0,4.0,-20.0,-22.0,9.0,23.0,7.0,-1.0,-2.0,43.0,-44.0,-61.0,-91.0,-63.0,-75.0,-95.0,-89.0,-90.0,-88.0,-89.0,-81.0,-79.0,-83.0,-50.0,-58.0,-54.0,-92.0,0.0,0.0,-67.0,0.0,0.0,-62.0,-92.0,0.0,0.0,-67.0,0.0,0.0,-65.0,-92.0,-59.0,-64.0,-71.0,-62.0,-69.0,-64.0,-94.0,-56.0,-59.0,-66.0,-50.0,-62.0,-55.0,-94.0,0.0,-52.0,-58.0,-50.0,-53.0,-55.0,-91.0,-46.0,-47.0,-61.0
Flanders,1.0,-3.0,2.0,4.0,1.0,0.0,4.0,1.0,-5.0,1.0,3.0,-4.0,0.0,3.0,3.0,7.0,6.0,6.0,4.0,1.0,6.0,3.0,3.0,4.0,4.0,5.0,30.0,45.0,-7.0,-15.0,17.0,40.0,-9.0,-16.0,-17.0,-34.0,-38.0,-20.0,-15.0,-25.0,-18.0,-15.0,-30.0,-46.0,-25.0,-19.0,-27.0,-21.0,-14.0,-26.0,-26.0,-22.0,-13.0,-18.0,-11.0,-6.0,-18.0,-33.0,-75.0,-2.0,-19.0,-13.0,-11.0,-29.0,-32.0,-23.0,-15.0,-20.0,-12.0,-12.0,-23.0,-23.0,-20.0,-17.0,-17.0,7.0,-69.0,-13.0,-27.0,-14.0,-10.0,-15.0,-6.0,-5.0,-13.0,-17.0,-13.0,-4.0,-10.0
Flevoland,-3.0,-13.0,-6.0,-2.0,-7.0,-5.0,-1.0,-3.0,-6.0,-5.0,10.0,4.0,1.0,5.0,2.0,-2.0,-3.0,2.0,1.0,-2.0,3.0,-1.0,0.0,0.0,-2.0,2.0,11.0,27.0,12.0,13.0,18.0,11.0,4.0,1.0,-2.0,-8.0,-16.0,-7.0,-9.0,-12.0,-12.0,-12.0,-16.0,-25.0,-20.0,-13.0,-16.0,-15.0,-11.0,-14.0,-15.0,-15.0,-8.0,-8.0,-2.0,-4.0,-4.0,-33.0,-42.0,-11.0,-12.0,-8.0,-9.0,-11.0,-18.0,-13.0,-9.0,-8.0,-6.0,-4.0,-4.0,-6.0,-18.0,-10.0,-8.0,-5.0,-9.0,-6.0,-17.0,-8.0,-5.0,-5.0,-3.0,1.0,3.0,-8.0,-9.0,-2.0,-6.0
Flintshire,-6.0,-4.0,0.0,0.0,-2.0,-2.0,0.0,-1.0,2.0,0.0,7.0,-3.0,4.0,2.0,3.0,6.0,4.0,2.0,2.0,6.0,5.0,4.0,7.0,2.0,9.0,4.0,12.0,14.0,13.0,13.0,22.0,26.0,24.0,32.0,12.0,8.0,-11.0,-7.0,-19.0,-25.0,-25.0,-27.0,-38.0,-44.0,-31.0,-26.0,-31.0,-27.0,-28.0,-34.0,-39.0,-28.0,-25.0,-29.0,-13.0,-38.0,-28.0,-67.0,-40.0,-22.0,-27.0,-22.0,-26.0,-39.0,-41.0,-31.0,-28.0,-31.0,-25.0,-28.0,-33.0,-39.0,-29.0,-31.0,-31.0,-23.0,-29.0,-32.0,-37.0,-27.0,-23.0,-23.0,-12.0,-33.0,-30.0,-39.0,-23.0,-21.0,-24.0
Flores Department,0.0,-19.0,-7.0,1.0,2.0,-2.0,-5.0,17.0,15.0,-29.0,-19.0,6.0,-13.0,-4.0,9.0,0.0,11.0,12.0,17.0,5.0,8.0,17.0,4.0,9.0,3.0,0.0,-1.0,8.0,10.0,4.0,-7.0,-23.0,-7.0,-19.0,-21.0,-24.0,-40.0,-29.0,-48.0,-42.0,-48.0,-45.0,-41.0,-38.0,-42.0,-33.0,-28.0,-12.0,-9.0,-5.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida,134.0,-47.0,-23.0,83.0,68.0,-29.0,-66.0,79.0,122.0,49.0,-30.0,106.0,427.0,327.0,358.0,484.0,421.0,661.0,471.0,387.0,262.0,332.0,343.0,411.0,447.0,575.0,1013.0,1363.0,1288.0,1004.0,1181.0,1122.0,840.0,721.0,665.0,290.0,-333.0,-324.0,-417.0,-487.0,-549.0,-685.0,-852.0,-1155.0,-930.0,-904.0,71.0,-129.0,-820.0,-1084.0,-1618.0,-1072.0,-970.0,-942.0,-828.0,-819.0,-649.0,-2446.0,-1001.0,-973.0,-800.0,-798.0,-891.0,-1017.0,-921.0,-1011.0,-752.0,-733.0,-843.0,-995.0,-660.0,-827.0,-686.0,-574.0,-592.0,-609.0,-359.0,-346.0,-436.0,-472.0,-269.0,-396.0,-337.0,-249.0,172.0,-161.0,-532.0,-384.0,-416.0
Florida Department,7.0,3.0,6.0,8.0,8.0,-2.0,5.0,7.0,6.0,-6.0,-19.0,13.0,-3.0,7.0,13.0,13.0,26.0,21.0,27.0,12.0,17.0,19.0,15.0,18.0,16.0,10.0,0.0,14.0,15.0,12.0,7.0,-6.0,-5.0,-16.0,-11.0,-20.0,-28.0,-15.0,-30.0,-27.0,-35.0,-29.0,-33.0,-37.0,-29.0,-17.0,-17.0,-19.0,-5.0,-6.0,-34.0,-11.0,-7.0,-12.0,-13.0,-39.0,-10.0,0.0,-6.0,-24.0,-13.0,-20.0,-13.0,-6.0,0.0,-8.0,-14.0,-20.0,-22.0,-17.0,-19.0,0.0,-16.0,-34.0,-4.0,13.0,-56.0,10.0,0.0,-7.0,-1.0,3.0,0.0,11.0,23.0,0.0,8.0,-4.0,1.0
Formosa Province,-14.0,-5.0,-1.0,-6.0,-7.0,-5.0,-6.0,-8.0,-1.0,-12.0,-19.0,-6.0,-4.0,-1.0,7.0,9.0,7.0,13.0,0.0,5.0,7.0,2.0,8.0,-1.0,8.0,-3.0,-1.0,-2.0,-4.0,7.0,0.0,-8.0,-37.0,-6.0,-40.0,-52.0,-61.0,-60.0,-61.0,-55.0,-52.0,-55.0,-50.0,-53.0,-46.0,-48.0,-42.0,-50.0,-32.0,-32.0,-40.0,-33.0,-11.0,-19.0,-18.0,-75.0,-32.0,-40.0,-23.0,-18.0,-23.0,-18.0,-18.0,-30.0,-40.0,-28.0,-23.0,-29.0,-25.0,-27.0,-31.0,-40.0,-29.0,-22.0,-28.0,-14.0,-72.0,-28.0,-35.0,-18.0,-11.0,-12.0,-7.0,-7.0,-13.0,-29.0,-12.0,-20.0,-16.0
Free State,3.0,0.0,-10.0,-13.0,-13.0,-9.0,-5.0,-5.0,-5.0,-11.0,-2.0,-4.0,-1.0,15.0,19.0,22.0,10.0,8.0,5.0,6.0,6.0,8.0,3.0,-7.0,-7.0,-9.0,-9.0,-1.0,3.0,-2.0,1.0,-3.0,-4.0,-6.0,1.0,-6.0,-12.0,-1.0,22.0,32.0,58.0,-63.0,-59.0,-60.0,-49.0,-43.0,-39.0,-39.0,-44.0,-49.0,-50.0,-44.0,-42.0,-44.0,-33.0,-69.0,-44.0,-53.0,-62.0,-44.0,-32.0,-33.0,-35.0,-44.0,-49.0,-39.0,-41.0,-42.0,-41.0,-34.0,-32.0,-39.0,-55.0,-30.0,-31.0,-20.0,-32.0,-14.0,-23.0,-13.0,-16.0,-14.0,-13.0,-18.0,-13.0,-20.0,-24.0,-23.0,-26.0
Fribourg,-3.0,9.0,-5.0,2.0,-2.0,-1.0,2.0,-1.0,15.0,-5.0,0.0,-5.0,-4.0,3.0,6.0,7.0,2.0,6.0,3.0,-1.0,4.0,1.0,4.0,0.0,0.0,2.0,7.0,32.0,17.0,12.0,28.0,2.0,-5.0,-5.0,-6.0,-26.0,-38.0,-22.0,-22.0,-19.0,-20.0,-13.0,-20.0,-44.0,-24.0,-3.0,-4.0,-3.0,2.0,-7.0,-15.0,-6.0,-2.0,5.0,29.0,-82.0,20.0,-18.0,-57.0,-7.0,-16.0,-16.0,-10.0,-15.0,-5.0,-22.0,-16.0,-15.0,-14.0,-3.0,-8.0,-10.0,-4.0,-2.0,-4.0,-4.0,5.0,-3.0,4.0,-9.0,-4.0,-4.0,0.0,4.0,10.0,0.0,-5.0,0.0,-3.0
