sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Miyagi,4.0,-4.0,1.0,0.0,5.0,5.0,1.0,4.0,0.0,6.0,5.0,6.0,6.0,13.0,17.0,13.0,1.0,8.0,3.0,2.0,-1.0,4.0,-3.0,1.0,-4.0,8.0,6.0,3.0,3.0,5.0,1.0,1.0,7.0,9.0,5.0,5.0,2.0,0.0,1.0,11.0,10.0,5.0,6.0,0.0,3.0,5.0,6.0,4.0,6.0,4.0,0.0,2.0,3.0,6.0,2.0,5.0,3.0,0.0,-13.0,1.0,12.0,5.0,6.0,-19.0,-7.0,-7.0,-2.0,1.0,-2.0,1.0,-3.0,-8.0,-2.0,0.0,-2.0,3.0,1.0,-6.0,-8.0,-5.0,1.0,-6.0,-1.0,-2.0,-4.0,-4.0,-5.0,-4.0,2.0
Miyazaki,0.0,-1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,2.0,5.0,4.0,7.0,17.0,7.0,0.0,2.0,4.0,1.0,4.0,2.0,-2.0,2.0,-2.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,6.0,7.0,3.0,-1.0,0.0,2.0,6.0,4.0,2.0,0.0,7.0,-1.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,3.0,4.0,-7.0,-1.0,-1.0,6.0,4.0,2.0,2.0,-4.0,-2.0,1.0,-1.0,-1.0,1.0,1.0,-3.0,-1.0,3.0,0.0,5.0,2.0,0.0,-9.0,0.0,3.0,-2.0,1.0,0.0,-2.0,1.0,-1.0,1.0,1.0
Mizoram,10.0,5.0,-1.0,1.0,2.0,-4.0,8.0,9.0,3.0,2.0,5.0,-12.0,9.0,12.0,15.0,5.0,8.0,10.0,18.0,23.0,25.0,13.0,9.0,22.0,12.0,8.0,3.0,4.0,7.0,1.0,6.0,3.0,4.0,-3.0,0.0,-1.0,-41.0,-65.0,-68.0,-61.0,-70.0,-70.0,-72.0,-45.0,-68.0,-66.0,-68.0,-66.0,-64.0,-62.0,-39.0,-65.0,-51.0,-53.0,-50.0,-61.0,-44.0,-22.0,-51.0,-49.0,-46.0,-38.0,-40.0,-39.0,-4.0,-37.0,-33.0,-37.0,-38.0,-34.0,-38.0,-9.0,-33.0,-32.0,-32.0,-32.0,-26.0,-34.0,-2.0,-21.0,-20.0,-21.0,-23.0,-11.0,-20.0,-4.0,-17.0,-13.0,-13.0
Moka District,22.0,19.0,0.0,0.0,0.0,0.0,-14.0,5.0,-8.0,0.0,0.0,0.0,0.0,20.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,-11.0,10.0,23.0,36.0,0.0,0.0,0.0,0.0,-24.0,-50.0,-89.0,-53.0,-67.0,0.0,-84.0,-78.0,-77.0,-76.0,-60.0,-59.0,-64.0,-47.0,-48.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molise,1.0,3.0,-1.0,0.0,0.0,-1.0,1.0,0.0,12.0,12.0,2.0,-3.0,-1.0,1.0,4.0,4.0,-1.0,-1.0,2.0,5.0,0.0,0.0,4.0,-7.0,-11.0,-19.0,-33.0,-37.0,-44.0,-61.0,-41.0,-47.0,-45.0,-50.0,-46.0,-50.0,-82.0,-49.0,-60.0,-55.0,-60.0,-47.0,-52.0,-82.0,-50.0,-46.0,-42.0,-41.0,-34.0,-42.0,-81.0,-40.0,-39.0,-32.0,-32.0,-24.0,-39.0,-90.0,-93.0,-49.0,-37.0,-42.0,-37.0,-49.0,-78.0,-51.0,-49.0,-49.0,-48.0,-27.0,-91.0,0.0,-38.0,-42.0,-38.0,-27.0,-93.0,-38.0,-68.0,-29.0,-31.0,-31.0,-29.0,-25.0,-25.0,-57.0,-32.0,-26.0,-28.0
Mombasa County,0.0,-3.0,-1.0,3.0,-1.0,2.0,-1.0,-1.0,-4.0,-6.0,-6.0,-5.0,-5.0,0.0,1.0,-6.0,-6.0,-1.0,0.0,3.0,-1.0,1.0,-1.0,-4.0,-2.0,-2.0,-4.0,-3.0,-3.0,-4.0,6.0,-2.0,-3.0,-5.0,-1.0,-10.0,-19.0,-16.0,-15.0,-14.0,-24.0,-41.0,-35.0,-40.0,-35.0,-33.0,-29.0,-31.0,-31.0,-30.0,-36.0,-35.0,-25.0,-36.0,-40.0,-54.0,-47.0,-50.0,-50.0,-38.0,-39.0,-38.0,-39.0,-40.0,-51.0,-42.0,-40.0,-41.0,-43.0,-35.0,-41.0,-42.0,-44.0,-45.0,-38.0,-35.0,-41.0,-39.0,-39.0,-38.0,-36.0,-38.0,-40.0,-48.0,-37.0,-38.0,-38.0,-35.0,-36.0
Monmouthshire,-11.0,-6.0,4.0,-1.0,-3.0,-1.0,-2.0,1.0,-1.0,5.0,7.0,2.0,2.0,-2.0,1.0,6.0,5.0,7.0,1.0,7.0,2.0,1.0,-2.0,0.0,0.0,2.0,6.0,5.0,7.0,6.0,17.0,17.0,10.0,11.0,1.0,-1.0,-19.0,-17.0,-37.0,-38.0,-42.0,-44.0,-50.0,-56.0,-43.0,-43.0,-43.0,-42.0,-43.0,-47.0,-50.0,-42.0,-43.0,-41.0,-28.0,-48.0,-43.0,-75.0,-54.0,-34.0,-37.0,-36.0,-43.0,-46.0,-50.0,-37.0,-39.0,-34.0,-34.0,-35.0,-40.0,-44.0,-36.0,-43.0,-39.0,-31.0,-33.0,-38.0,-42.0,-28.0,-29.0,-24.0,-15.0,-41.0,-33.0,-43.0,-29.0,-29.0,-29.0
Montana,-24.0,37.0,47.0,-34.0,3.0,27.0,35.0,85.0,54.0,-32.0,13.0,41.0,67.0,92.0,75.0,187.0,121.0,153.0,122.0,228.0,168.0,152.0,137.0,138.0,151.0,153.0,315.0,352.0,125.0,179.0,477.0,277.0,87.0,75.0,128.0,72.0,-119.0,-47.0,-99.0,-147.0,52.0,86.0,-587.0,-539.0,-343.0,-331.0,-319.0,-221.0,-212.0,-294.0,-361.0,-115.0,-111.0,-92.0,-64.0,-30.0,-118.0,-283.0,-138.0,-122.0,-98.0,-53.0,-22.0,-73.0,-72.0,-32.0,-4.0,-21.0,-23.0,4.0,-10.0,8.0,6.0,49.0,45.0,40.0,115.0,105.0,57.0,76.0,118.0,52.0,86.0,97.0,189.0,137.0,26.0,39.0,62.0
Montana Province,6.0,6.0,3.0,7.0,-3.0,-3.0,4.0,5.0,5.0,6.0,5.0,-1.0,1.0,0.0,20.0,9.0,11.0,-3.0,-3.0,7.0,1.0,17.0,25.0,7.0,10.0,5.0,10.0,16.0,8.0,-9.0,-11.0,-16.0,-14.0,-19.0,-20.0,-27.0,-35.0,-29.0,-37.0,-31.0,-28.0,-28.0,-24.0,-37.0,-24.0,-25.0,-32.0,-29.0,-23.0,-26.0,-36.0,-13.0,0.0,-12.0,-11.0,-10.0,-8.0,0.0,-10.0,0.0,0.0,0.0,-17.0,-36.0,0.0,-41.0,-18.0,-10.0,-10.0,-11.0,-15.0,0.0,-10.0,-8.0,-6.0,2.0,-15.0,-20.0,0.0,0.0,0.0,-19.0,3.0,7.0,6.0,0.0,11.0,3.0,0.0
Montevideo Department,5.0,0.0,-1.0,2.0,5.0,2.0,3.0,1.0,-7.0,-21.0,-18.0,1.0,-3.0,3.0,11.0,5.0,14.0,22.0,20.0,14.0,17.0,18.0,20.0,15.0,15.0,10.0,12.0,24.0,13.0,11.0,0.0,-10.0,-12.0,-16.0,-13.0,-19.0,-33.0,-25.0,-33.0,-33.0,-37.0,-32.0,-31.0,-37.0,-34.0,-32.0,-32.0,-23.0,-15.0,-12.0,-27.0,-23.0,-22.0,-19.0,-24.0,-36.0,-19.0,-22.0,-24.0,-33.0,-21.0,-24.0,-20.0,-21.0,-30.0,-29.0,-31.0,-31.0,-33.0,-31.0,-30.0,-30.0,-32.0,-43.0,-20.0,-5.0,-83.0,-12.0,-24.0,-27.0,-24.0,-17.0,-19.0,-11.0,-1.0,-11.0,-19.0,-19.0,-18.0
Moquegua,4.0,5.0,1.0,1.0,-3.0,-1.0,-10.0,4.0,0.0,4.0,-2.0,-8.0,-1.0,-2.0,2.0,4.0,-4.0,-3.0,-2.0,-1.0,-3.0,0.0,2.0,-4.0,0.0,-4.0,7.0,-3.0,-6.0,5.0,-1.0,-62.0,-62.0,-66.0,-68.0,-51.0,-83.0,-61.0,-64.0,-63.0,-62.0,-60.0,-49.0,-81.0,-56.0,-59.0,-58.0,-57.0,-63.0,-64.0,-96.0,-57.0,-61.0,-43.0,-97.0,-96.0,-50.0,-96.0,-56.0,-67.0,-74.0,-66.0,-75.0,-59.0,-96.0,-69.0,-73.0,-76.0,-63.0,-72.0,-59.0,-96.0,-68.0,-64.0,-71.0,-64.0,-71.0,-60.0,-96.0,-61.0,-66.0,-68.0,-68.0,-64.0,-50.0,-96.0,-61.0,-59.0,-63.0
Moravian-Silesian Region,7.0,11.0,3.0,5.0,2.0,3.0,4.0,5.0,6.0,2.0,5.0,5.0,11.0,4.0,3.0,13.0,3.0,3.0,2.0,2.0,3.0,6.0,23.0,3.0,18.0,11.0,23.0,15.0,16.0,16.0,-12.0,-23.0,-19.0,-21.0,-15.0,-22.0,-29.0,-21.0,-19.0,-18.0,-18.0,-15.0,-17.0,-21.0,-18.0,-15.0,-14.0,-13.0,-10.0,-12.0,-7.0,-10.0,4.0,12.0,30.0,-16.0,13.0,12.0,-92.0,2.0,-5.0,-4.0,-1.0,2.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,3.0,7.0,18.0,-25.0,2.0,0.0,0.0,3.0,9.0,37.0,-80.0,28.0,23.0,9.0,16.0,11.0
Moray,0.0,2.0,4.0,7.0,2.0,0.0,0.0,-3.0,-1.0,-3.0,5.0,0.0,1.0,4.0,5.0,6.0,2.0,6.0,8.0,8.0,5.0,5.0,4.0,4.0,7.0,7.0,11.0,9.0,11.0,10.0,18.0,21.0,20.0,21.0,9.0,9.0,-7.0,-9.0,-25.0,-29.0,-28.0,-31.0,-39.0,-45.0,-33.0,-28.0,-33.0,-30.0,-30.0,-39.0,-42.0,-33.0,-29.0,-30.0,-24.0,-32.0,-34.0,-48.0,-41.0,-30.0,-33.0,-27.0,-28.0,-32.0,-37.0,-28.0,-28.0,-27.0,-26.0,-25.0,-27.0,-36.0,-29.0,-26.0,-27.0,-23.0,-24.0,-29.0,-35.0,-29.0,-27.0,-21.0,-18.0,-26.0,-30.0,-34.0,-25.0,-26.0,-23.0
Morelos,4.0,4.0,2.0,0.0,0.0,1.0,1.0,7.0,8.0,2.0,5.0,1.0,3.0,5.0,10.0,8.0,4.0,4.0,4.0,3.0,0.0,2.0,4.0,-5.0,3.0,2.0,3.0,10.0,21.0,24.0,15.0,9.0,4.0,2.0,-5.0,-6.0,-12.0,-8.0,-9.0,-10.0,-12.0,-12.0,-12.0,-17.0,-12.0,-10.0,-10.0,-11.0,-12.0,-13.0,-20.0,-12.0,-12.0,-9.0,-9.0,-25.0,-24.0,-29.0,-19.0,-18.0,-13.0,-16.0,-20.0,-26.0,-32.0,-25.0,-25.0,-27.0,-28.0,-28.0,-29.0,-35.0,-27.0,-25.0,-22.0,-13.0,-24.0,-23.0,-31.0,-22.0,-23.0,-24.0,-24.0,-26.0,-22.0,-28.0,-28.0,-25.0,-23.0
Mozirje,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,-34.0,-43.0,,0.0,0.0,0.0,0.0,-39.0,-45.0,,0.0,0.0,-46.0,0.0,-27.0,-45.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mpumalanga,-1.0,-3.0,-11.0,-12.0,-16.0,-12.0,-6.0,-7.0,-11.0,-16.0,-1.0,-2.0,7.0,13.0,15.0,21.0,6.0,7.0,6.0,8.0,9.0,8.0,4.0,-7.0,-6.0,-9.0,-4.0,5.0,4.0,1.0,1.0,-4.0,-5.0,-4.0,3.0,-5.0,-5.0,-1.0,21.0,38.0,61.0,-57.0,-53.0,-53.0,-47.0,-43.0,-40.0,-36.0,-40.0,-47.0,-46.0,-44.0,-42.0,-45.0,-35.0,-62.0,-40.0,-47.0,-59.0,-39.0,-35.0,-35.0,-37.0,-45.0,-47.0,-46.0,-47.0,-44.0,-42.0,-34.0,-31.0,-32.0,-51.0,-34.0,-34.0,-25.0,-31.0,-14.0,-18.0,-19.0,-20.0,-18.0,-15.0,-20.0,-15.0,-19.0,-26.0,-25.0,-26.0
Mubarak Al-Kabeer Governorate,5.0,8.0,4.0,1.0,6.0,12.0,9.0,7.0,13.0,13.0,-12.0,-13.0,-5.0,-2.0,-1.0,7.0,-2.0,-1.0,0.0,1.0,3.0,-1.0,2.0,2.0,-1.0,14.0,2.0,-4.0,-12.0,-9.0,-15.0,-19.0,-17.0,-11.0,-14.0,-14.0,-40.0,-33.0,-33.0,-32.0,-30.0,-31.0,-34.0,-34.0,-40.0,-42.0,-39.0,-39.0,-39.0,-40.0,-35.0,-38.0,-45.0,-44.0,-42.0,-38.0,-36.0,-35.0,-38.0,-42.0,-41.0,-40.0,-41.0,-41.0,-38.0,-39.0,-39.0,-36.0,-30.0,-43.0,-39.0,-39.0,-42.0,-46.0,-44.0,-44.0,-41.0,-44.0,-41.0,-42.0,-44.0,-45.0,-38.0,-30.0,-25.0,-36.0,-84.0,-82.0,-79.0
Municipality of Hrastnik,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Muranga County,10.0,-4.0,-1.0,-4.0,-10.0,-9.0,-8.0,4.0,14.0,9.0,-12.0,-13.0,-5.0,-2.0,13.0,-6.0,-8.0,-7.0,-9.0,-4.0,-8.0,8.0,4.0,-1.0,-6.0,-2.0,-1.0,1.0,15.0,7.0,-8.0,-6.0,-3.0,-6.0,-7.0,-11.0,-15.0,1.0,-2.0,-2.0,-16.0,-24.0,-27.0,-19.0,-6.0,-13.0,-7.0,-6.0,-15.0,-20.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0
Mureș County,7.0,11.0,2.0,1.0,1.0,2.0,7.0,4.0,6.0,-2.0,7.0,5.0,4.0,8.0,9.0,14.0,-2.0,1.0,2.0,2.0,14.0,18.0,22.0,2.0,13.0,12.0,13.0,8.0,7.0,13.0,-10.0,-17.0,-17.0,-22.0,-18.0,-26.0,-28.0,-41.0,-32.0,-52.0,-55.0,-49.0,-50.0,-58.0,-47.0,-47.0,-46.0,-46.0,-41.0,-44.0,-53.0,-43.0,-41.0,-39.0,-37.0,-29.0,-33.0,-57.0,-49.0,-37.0,-29.0,-24.0,-29.0,-42.0,-91.0,-75.0,-38.0,-38.0,-35.0,-33.0,-38.0,-46.0,-38.0,-36.0,-36.0,-24.0,-49.0,-39.0,-46.0,-38.0,-33.0,-33.0,-32.0,-23.0,-23.0,-30.0,-30.0,-26.0,-23.0
Murska Sobota,14.0,0.0,6.0,9.0,7.0,12.0,6.0,13.0,0.0,9.0,2.0,-4.0,6.0,6.0,9.0,0.0,-3.0,1.0,0.0,13.0,8.0,16.0,0.0,0.0,5.0,7.0,39.0,52.0,-6.0,-24.0,-8.0,-25.0,-32.0,-33.0,-27.0,-44.0,0.0,-28.0,-31.0,-40.0,-36.0,-36.0,-39.0,0.0,-35.0,-36.0,-52.0,-35.0,-33.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,-31.0,-33.0,-30.0,-22.0,0.0,0.0,-100.0,-6.0,-10.0,27.0,-93.0,-96.0,0.0,-6.0,-7.0,-12.0,-11.0,-12.0,-10.0,0.0,-8.0,-7.0,-14.0
Møre og Romsdal,3.0,9.0,2.0,-3.0,3.0,0.0,-5.0,-3.0,6.0,2.0,6.0,5.0,7.0,2.0,5.0,14.0,6.0,6.0,6.0,6.0,4.0,4.0,14.0,5.0,5.0,9.0,57.0,1.0,-8.0,-38.0,-4.0,-16.0,-17.0,-11.0,-15.0,-9.0,-29.0,-12.0,-13.0,-11.0,-7.0,-11.0,-10.0,-38.0,-11.0,-8.0,-6.0,-6.0,-6.0,-5.0,-14.0,14.0,27.0,43.0,-84.0,-82.0,1.0,-42.0,-80.0,2.0,-9.0,-4.0,0.0,1.0,0.0,3.0,6.0,5.0,2.0,0.0,1.0,0.0,3.0,4.0,11.0,44.0,-77.0,16.0,0.0,2.0,2.0,4.0,8.0,1.0,5.0,6.0,0.0,4.0,5.0
Mārupe Municipality,2.0,0.0,-2.0,-4.0,-9.0,0.0,-4.0,-9.0,0.0,-5.0,-4.0,0.0,-11.0,-2.0,2.0,0.0,0.0,0.0,-2.0,-4.0,4.0,7.0,0.0,-5.0,0.0,2.0,0.0,-2.0,-13.0,0.0,-7.0,-11.0,-16.0,-13.0,-21.0,-24.0,0.0,-16.0,-18.0,-16.0,-11.0,-10.0,-20.0,0.0,-9.0,-16.0,-16.0,-22.0,-17.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-22.0,-16.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0
Na h-Eileanan an Iar,-3.0,,0.0,6.0,2.0,5.0,5.0,-6.0,,6.0,6.0,0.0,-2.0,8.0,5.0,,9.0,6.0,8.0,4.0,5.0,0.0,,6.0,15.0,6.0,15.0,11.0,11.0,,26.0,33.0,27.0,27.0,16.0,5.0,,-4.0,-25.0,-27.0,-25.0,-31.0,-31.0,,-26.0,-37.0,-38.0,-38.0,-37.0,-41.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Nagaland,-8.0,-5.0,-9.0,-8.0,-13.0,-10.0,-7.0,-9.0,-5.0,-11.0,-12.0,-8.0,-9.0,-10.0,-5.0,-1.0,-5.0,-3.0,0.0,2.0,-2.0,4.0,1.0,9.0,-6.0,0.0,2.0,2.0,0.0,-6.0,0.0,3.0,-1.0,0.0,-3.0,-10.0,-53.0,-41.0,-65.0,-73.0,-71.0,-68.0,-71.0,-60.0,-65.0,-72.0,-79.0,-79.0,-76.0,-77.0,-58.0,-61.0,-62.0,-62.0,-67.0,-67.0,-66.0,-43.0,-67.0,-72.0,-69.0,-54.0,-58.0,-66.0,-32.0,-55.0,-59.0,-58.0,-59.0,-54.0,-63.0,-29.0,-52.0,-52.0,-49.0,-52.0,-45.0,-56.0,-27.0,-40.0,-44.0,-31.0,-35.0,-22.0,-28.0,-16.0,-38.0,-41.0,-32.0
Nagano,3.0,-1.0,1.0,1.0,2.0,4.0,2.0,5.0,9.0,6.0,5.0,5.0,5.0,15.0,11.0,7.0,3.0,7.0,2.0,1.0,1.0,2.0,0.0,-1.0,0.0,4.0,4.0,2.0,-5.0,5.0,-4.0,4.0,3.0,7.0,11.0,7.0,3.0,1.0,2.0,7.0,10.0,5.0,3.0,-11.0,4.0,8.0,0.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,0.0,-2.0,-10.0,2.0,6.0,3.0,2.0,-14.0,-4.0,-6.0,-2.0,-4.0,-4.0,-2.0,-6.0,-10.0,-2.0,3.0,-6.0,4.0,1.0,-6.0,-7.0,-3.0,3.0,-10.0,0.0,-1.0,-8.0,-6.0,-2.0,1.0,-2.0
Nagasaki,2.0,-3.0,-1.0,-2.0,1.0,3.0,2.0,4.0,6.0,3.0,3.0,4.0,6.0,10.0,7.0,4.0,6.0,5.0,1.0,3.0,1.0,-4.0,5.0,-1.0,1.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,6.0,7.0,6.0,1.0,4.0,3.0,8.0,1.0,-3.0,1.0,8.0,4.0,6.0,2.0,6.0,4.0,7.0,8.0,6.0,5.0,4.0,4.0,3.0,5.0,-5.0,-1.0,2.0,8.0,7.0,0.0,2.0,-7.0,1.0,0.0,-4.0,-3.0,0.0,-1.0,-5.0,-1.0,2.0,-4.0,4.0,-1.0,-3.0,-14.0,-1.0,-1.0,-6.0,-1.0,-2.0,-7.0,-2.0,0.0,-1.0,-1.0
Nairobi County,4.0,-3.0,-1.0,-1.0,-5.0,-3.0,-2.0,0.0,0.0,-3.0,-6.0,-7.0,-3.0,-1.0,2.0,0.0,-2.0,2.0,1.0,4.0,2.0,5.0,3.0,-1.0,-1.0,-2.0,0.0,5.0,3.0,2.0,4.0,-2.0,-6.0,-8.0,-12.0,-15.0,-22.0,-20.0,-22.0,-21.0,-31.0,-36.0,-34.0,-39.0,-38.0,-35.0,-36.0,-34.0,-33.0,-28.0,-35.0,-32.0,-38.0,-39.0,-38.0,-43.0,-39.0,-44.0,-47.0,-42.0,-43.0,-41.0,-40.0,-40.0,-42.0,-44.0,-43.0,-45.0,-43.0,-41.0,-38.0,-44.0,-41.0,-38.0,-38.0,-34.0,-36.0,-31.0,-37.0,-37.0,-35.0,-34.0,-32.0,-32.0,-28.0,-33.0,-34.0,-33.0,-34.0
Najran,5.0,-1.0,-1.0,1.0,2.0,2.0,4.0,1.0,-1.0,0.0,3.0,-1.0,14.0,16.0,12.0,8.0,5.0,3.0,10.0,10.0,13.0,8.0,3.0,2.0,5.0,0.0,7.0,3.0,-1.0,-1.0,5.0,-7.0,-6.0,-8.0,-8.0,-9.0,-13.0,-23.0,-19.0,-16.0,-4.0,-13.0,-12.0,-14.0,-19.0,-20.0,-17.0,-14.0,-20.0,-18.0,-19.0,-18.0,-23.0,-24.0,-16.0,-24.0,-15.0,-17.0,-21.0,-21.0,-20.0,-16.0,-21.0,-22.0,-19.0,-22.0,-19.0,-14.0,-9.0,-11.0,-25.0,-23.0,-20.0,-19.0,-17.0,-18.0,-17.0,-21.0,-23.0,-25.0,-24.0,-17.0,-14.0,-16.0,-16.0,-8.0,-13.0,-11.0,-11.0
Nakuru County,3.0,1.0,5.0,4.0,1.0,1.0,6.0,4.0,8.0,6.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,9.0,7.0,4.0,0.0,1.0,6.0,7.0,6.0,6.0,1.0,3.0,10.0,7.0,12.0,11.0,6.0,-6.0,-11.0,2.0,-3.0,-1.0,-18.0,-27.0,-31.0,-32.0,-24.0,-26.0,-21.0,-23.0,-21.0,-26.0,-27.0,-21.0,-23.0,-27.0,-26.0,-37.0,-35.0,-38.0,-35.0,-29.0,-24.0,-25.0,-29.0,-34.0,-40.0,-31.0,-30.0,-32.0,-32.0,-34.0,-33.0,-40.0,-27.0,-26.0,-22.0,-17.0,-28.0,-26.0,-35.0,-22.0,-22.0,-19.0,-18.0,-16.0,-27.0,-25.0,-17.0,-20.0,-19.0
Nandi County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nara,8.0,-5.0,4.0,4.0,5.0,5.0,5.0,0.0,10.0,14.0,9.0,6.0,6.0,15.0,7.0,21.0,11.0,13.0,-3.0,6.0,6.0,9.0,1.0,6.0,-2.0,7.0,8.0,7.0,-1.0,12.0,2.0,8.0,8.0,9.0,20.0,11.0,8.0,5.0,6.0,10.0,13.0,2.0,4.0,11.0,5.0,11.0,-2.0,11.0,10.0,16.0,16.0,12.0,10.0,11.0,7.0,8.0,12.0,-10.0,-7.0,9.0,14.0,10.0,9.0,-5.0,-1.0,-1.0,2.0,-1.0,-3.0,2.0,0.0,-5.0,1.0,4.0,1.0,8.0,4.0,-2.0,-5.0,2.0,8.0,-3.0,1.0,0.0,-4.0,-6.0,-1.0,0.0,2.0
Narino,-5.0,-1.0,0.0,-3.0,-6.0,-1.0,-7.0,-5.0,4.0,-2.0,-15.0,-8.0,0.0,8.0,10.0,11.0,4.0,2.0,3.0,4.0,-1.0,7.0,11.0,1.0,-2.0,-1.0,4.0,-1.0,6.0,13.0,11.0,10.0,4.0,7.0,-7.0,-54.0,-59.0,-59.0,-26.0,-73.0,-68.0,-67.0,-64.0,-70.0,-62.0,-61.0,-58.0,-60.0,-63.0,-63.0,-65.0,-62.0,-61.0,-55.0,-65.0,-75.0,-68.0,-69.0,-61.0,-59.0,-59.0,-57.0,-59.0,-67.0,-68.0,-62.0,-62.0,-59.0,-59.0,-63.0,-64.0,-68.0,-58.0,-58.0,-55.0,-52.0,-60.0,-59.0,-65.0,-55.0,-55.0,-49.0,-45.0,-48.0,-49.0,-54.0,-52.0,-53.0,-47.0
