country_region,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Belarus,21.0,5.0,9.0,2.0,6.0,16.0,15.0,12.0,8.0,1.0,-4.0,9.0,4.0,8.0,14.0,9.0,6.0,12.0,5.0,9.0,15.0,21.0,34.0,9.0,11.0,-1.0,3.0,12.0,-11.0,9.0,7.0,6.0,17.0,11.0,23.0,-2.0,-9.0,2.0,6.0,17.0,29.0,33.0,55.0,41.0,-9.0,-3.0,-14.0,-7.0,-8.0,-3.0,19.0,23.0,35.0,24.0,19.0,7.0,5.0,24.0,5.0,-7.0,-18.0,-9.0,-3.0,-4.0,-2.0,0.0,6.0,21.0,28.0,24.0,17.0,40.0,49.0,53.0,5.0,16.0,42.0,15.0,56.0,23.0,8.0,-4.0,16.0,42.0,69.0,75.0,43.0,-14.0,3.0
Belgium,158.0,-87.0,37.0,70.0,44.0,16.0,50.0,1.0,-106.0,9.0,93.0,-28.0,-68.0,1.0,-36.0,11.0,-51.0,36.0,12.0,-64.0,-3.0,132.0,-72.0,22.0,-25.0,-24.0,11.0,-31.0,3.0,87.0,14.0,117.0,25.0,-88.0,-204.0,-150.0,-92.0,-98.0,-59.0,-98.0,-122.0,-128.0,-156.0,-267.0,-152.0,-95.0,-89.0,-169.0,-163.0,-123.0,-47.0,-84.0,-6.0,-33.0,-45.0,-62.0,-80.0,-93.0,-132.0,-114.0,-63.0,-35.0,-69.0,-214.0,-125.0,-37.0,-11.0,-14.0,-7.0,-78.0,-94.0,-1.0,7.0,-160.0,-134.0,-124.0,-152.0,-148.0,-53.0,-27.0,56.0,73.0,61.0,32.0,74.0,-149.0,-75.0,10.0,-40.0
Belize,18.0,11.0,5.0,13.0,7.0,30.0,7.0,10.0,18.0,3.0,9.0,-1.0,-2.0,8.0,28.0,3.0,12.0,2.0,10.0,17.0,20.0,26.0,-2.0,10.0,3.0,10.0,15.0,11.0,10.0,2.0,-5.0,-10.0,-19.0,-3.0,-6.0,-3.0,-25.0,-22.0,-33.0,-39.0,-38.0,-33.0,-36.0,-38.0,-36.0,-36.0,-38.0,-52.0,-55.0,-56.0,-63.0,-54.0,-57.0,-60.0,-52.0,-74.0,-64.0,-78.0,-64.0,-55.0,-57.0,-53.0,-53.0,-54.0,-77.0,-49.0,-49.0,-54.0,-51.0,-51.0,-49.0,-54.0,-44.0,-43.0,-45.0,-35.0,-53.0,-41.0,-52.0,-34.0,-36.0,-40.0,-38.0,-36.0,-35.0,-45.0,-32.0,-34.0,-38.0
Benin,-1.0,-2.0,-2.0,-12.0,-2.0,-2.0,0.0,5.0,2.0,-3.0,-12.0,-3.0,2.0,0.0,2.0,0.0,6.0,-1.0,5.0,4.0,-2.0,8.0,7.0,-2.0,1.0,1.0,4.0,-1.0,0.0,1.0,1.0,11.0,20.0,17.0,15.0,15.0,10.0,18.0,-1.0,11.0,10.0,15.0,13.0,10.0,4.0,2.0,0.0,2.0,1.0,-6.0,2.0,5.0,-3.0,-8.0,-8.0,-9.0,-13.0,-11.0,-9.0,-4.0,-1.0,-4.0,-8.0,-6.0,-7.0,-3.0,-1.0,-8.0,-6.0,-5.0,-11.0,-11.0,-7.0,-11.0,-5.0,-1.0,-13.0,-8.0,-13.0,-2.0,-2.0,2.0,-1.0,0.0,-3.0,-9.0,2.0,-1.0,8.0
Bolivia,-1.0,5.0,1.0,1.0,3.0,3.0,0.0,7.0,8.0,-17.0,-37.0,-12.0,-6.0,-1.0,-5.0,-8.0,-4.0,-1.0,1.0,0.0,2.0,2.0,0.0,1.0,-1.0,0.0,-2.0,-7.0,-13.0,-21.0,-27.0,-27.0,-36.0,-39.0,-45.0,-33.0,-78.0,-79.0,-79.0,-79.0,-82.0,-81.0,-90.0,-89.0,-79.0,-79.0,-78.0,-78.0,-76.0,-90.0,-89.0,-75.0,-76.0,-73.0,-73.0,-88.0,-77.0,-89.0,-76.0,-77.0,-76.0,-75.0,-75.0,-89.0,-89.0,-74.0,-75.0,-74.0,-75.0,-73.0,-90.0,-89.0,-73.0,-73.0,-73.0,-71.0,-86.0,-73.0,-87.0,-72.0,-72.0,-72.0,-72.0,-69.0,-87.0,-86.0,-66.0,-66.0,-65.0
Bosnia and Herzegovina,16.0,28.0,11.0,0.0,9.0,4.0,8.0,28.0,21.0,3.0,8.0,0.0,-4.0,-4.0,14.0,-2.0,7.0,-8.0,-3.0,12.0,-3.0,-2.0,0.0,-2.0,1.0,12.0,22.0,6.0,-3.0,3.0,4.0,9.0,7.0,8.0,-1.0,-14.0,-48.0,-41.0,-46.0,-42.0,-40.0,-38.0,-28.0,-22.0,-29.0,-38.0,-30.0,-14.0,-16.0,-15.0,-17.0,-8.0,-1.0,1.0,3.0,-2.0,-5.0,-2.0,-1.0,-32.0,-4.0,12.0,-3.0,-1.0,-18.0,-3.0,-19.0,4.0,11.0,-1.0,4.0,-10.0,3.0,11.0,-2.0,22.0,-13.0,-21.0,-25.0,11.0,13.0,-3.0,24.0,19.0,28.0,22.0,12.0,1.0,22.0
Botswana,-5.0,-5.0,-9.0,-4.0,-1.0,-3.0,0.0,-2.0,-3.0,-8.0,-7.0,-8.0,-6.0,-5.0,-2.0,-1.0,-9.0,-1.0,-4.0,-4.0,-1.0,0.0,-3.0,-6.0,-4.0,-9.0,-12.0,-13.0,-11.0,-8.0,-18.0,-14.0,-16.0,-13.0,-4.0,5.0,-3.0,-6.0,-3.0,2.0,1.0,5.0,5.0,7.0,2.0,1.0,-3.0,-1.0,-28.0,-31.0,-28.0,-26.0,-26.0,-31.0,-33.0,-32.0,-32.0,-31.0,-32.0,-26.0,-27.0,-2.0,-30.0,-31.0,-33.0,-26.0,-25.0,-27.0,-27.0,-24.0,-27.0,-26.0,-21.0,-23.0,-20.0,-18.0,-21.0,-25.0,-27.0,-22.0,-22.0,-27.0,-23.0,-17.0,-23.0,-23.0,-20.0,-22.0,-21.0
Brazil,-161.0,-279.0,-278.0,-243.0,-213.0,-102.0,-109.0,329.0,872.0,1703.0,1500.0,-91.0,-272.0,-507.0,-556.0,-676.0,-505.0,-413.0,-291.0,-162.0,-314.0,-375.0,-302.0,-296.0,-253.0,-198.0,-197.0,-383.0,-449.0,-542.0,-519.0,-573.0,-696.0,-856.0,-1216.0,-1649.0,-1899.0,-1573.0,-1596.0,-1512.0,-1433.0,-1506.0,-1627.0,-1728.0,-1398.0,-1328.0,-1242.0,-1227.0,-1375.0,-1504.0,-1620.0,-1292.0,-1201.0,-1149.0,-1010.0,-1494.0,-1442.0,-1630.0,-1267.0,-1317.0,-1230.0,-1222.0,-1339.0,-1508.0,-1596.0,-1215.0,-1341.0,-1196.0,-1201.0,-1341.0,-1441.0,-1556.0,-1263.0,-1195.0,-1121.0,-1004.0,-1328.0,-1379.0,-1528.0,-1201.0,-1178.0,-1157.0,-1119.0,-1207.0,-1339.0,-1553.0,-1217.0,-1251.0,-1231.0
Bulgaria,-270.0,930.0,314.0,343.0,180.0,-198.0,-25.0,-82.0,896.0,58.0,292.0,408.0,-18.0,-17.0,-71.0,1071.0,738.0,1232.0,87.0,75.0,367.0,365.0,177.0,-18.0,-291.0,395.0,712.0,450.0,-402.0,-953.0,-298.0,-359.0,-309.0,-102.0,-263.0,-965.0,-929.0,-1005.0,-1155.0,-925.0,-854.0,-801.0,-977.0,-588.0,-508.0,-906.0,-987.0,-865.0,-736.0,-1410.0,-1095.0,-639.0,-546.0,-350.0,-203.0,-336.0,-631.0,-344.0,-319.0,-477.0,-588.0,-125.0,-425.0,-910.0,-384.0,-792.0,-846.0,-375.0,-187.0,-392.0,-610.0,-273.0,-77.0,-86.0,-54.0,14.0,75.0,-332.0,-518.0,-396.0,258.0,-168.0,240.0,429.0,716.0,1170.0,532.0,491.0,490.0
Burkina Faso,2.0,-8.0,-2.0,1.0,-5.0,-9.0,-10.0,-7.0,-12.0,-5.0,-4.0,-5.0,-3.0,-1.0,0.0,1.0,-1.0,2.0,1.0,-3.0,-8.0,0.0,-8.0,-10.0,1.0,-4.0,-6.0,-5.0,-2.0,-6.0,-6.0,-5.0,-5.0,-11.0,-15.0,-15.0,-21.0,-12.0,-14.0,-12.0,-20.0,-16.0,-17.0,-22.0,-19.0,-12.0,-11.0,-19.0,-14.0,-12.0,-19.0,-14.0,-18.0,-17.0,-20.0,-21.0,-15.0,-18.0,-21.0,-15.0,-14.0,-18.0,-17.0,-18.0,-22.0,-15.0,-7.0,-10.0,-13.0,-14.0,-15.0,-17.0,-12.0,-11.0,-13.0,-12.0,-19.0,-11.0,-18.0,-11.0,-11.0,-10.0,-11.0,-7.0,-8.0,-16.0,-13.0,-10.0,-6.0
Cambodia,2.0,2.0,0.0,-1.0,0.0,0.0,2.0,2.0,1.0,-3.0,-3.0,1.0,0.0,0.0,-1.0,1.0,-2.0,-1.0,2.0,2.0,0.0,-2.0,1.0,-3.0,-7.0,-5.0,-5.0,-5.0,-12.0,-15.0,-15.0,-19.0,-18.0,-19.0,-21.0,-27.0,-28.0,-26.0,-28.0,-26.0,-27.0,-27.0,-32.0,-31.0,-29.0,-28.0,-26.0,-26.0,-24.0,-27.0,-30.0,-27.0,-28.0,-24.0,-27.0,-28.0,-33.0,-35.0,-32.0,-28.0,-25.0,-26.0,-26.0,-29.0,-28.0,-26.0,-25.0,-24.0,-24.0,-24.0,-27.0,-25.0,-25.0,-24.0,-18.0,-15.0,-10.0,-17.0,-20.0,-22.0,-20.0,-11.0,-18.0,-18.0,-15.0,-9.0,-12.0,-17.0,-14.0
Cameroon,4.0,0.0,-2.0,-1.0,-1.0,-2.0,1.0,-1.0,-5.0,-5.0,-1.0,1.0,2.0,5.0,1.0,1.0,-1.0,1.0,3.0,1.0,5.0,4.0,8.0,-4.0,-1.0,1.0,0.0,2.0,1.0,-2.0,0.0,-1.0,-2.0,-10.0,-15.0,-17.0,-20.0,-18.0,-21.0,-15.0,-16.0,-15.0,-18.0,-19.0,-19.0,-17.0,-19.0,-19.0,-18.0,-21.0,-22.0,-20.0,-19.0,-21.0,-19.0,-26.0,-23.0,-20.0,-16.0,-20.0,-19.0,-19.0,-18.0,-26.0,-29.0,-25.0,-25.0,-25.0,-21.0,-18.0,-22.0,-23.0,-18.0,-18.0,-18.0,-22.0,-26.0,-22.0,-26.0,-21.0,-20.0,-18.0,-15.0,-16.0,-18.0,-19.0,-20.0,-17.0,-20.0
Canada,45.0,498.0,578.0,29.0,30.0,109.0,77.0,246.0,626.0,222.0,112.0,81.0,-34.0,-36.0,124.0,274.0,36.0,92.0,48.0,98.0,95.0,-30.0,418.0,200.0,8.0,102.0,113.0,-133.0,-134.0,370.0,121.0,67.0,129.0,196.0,-97.0,107.0,198.0,-76.0,-198.0,-61.0,-160.0,-192.0,-164.0,120.0,-236.0,-159.0,-214.0,-295.0,-364.0,-268.0,15.0,-36.0,-49.0,-94.0,-97.0,-272.0,-301.0,57.0,-155.0,-75.0,-93.0,-46.0,-153.0,-126.0,57.0,108.0,23.0,-80.0,48.0,-6.0,108.0,345.0,83.0,89.0,219.0,199.0,121.0,135.0,792.0,157.0,302.0,526.0,374.0,196.0,-22.0,393.0,516.0,274.0,445.0
Cape Verde,-3.0,-12.0,-7.0,-6.0,2.0,-3.0,1.0,-1.0,-2.0,3.0,1.0,-10.0,-3.0,-4.0,-7.0,-4.0,-6.0,-9.0,0.0,-8.0,-9.0,-7.0,-11.0,-7.0,-10.0,-5.0,-8.0,-10.0,-11.0,-16.0,-18.0,-24.0,-19.0,-24.0,-33.0,-43.0,-46.0,-40.0,-43.0,-42.0,-44.0,-51.0,-51.0,-57.0,-47.0,-47.0,-44.0,-48.0,-50.0,-51.0,-55.0,-49.0,-52.0,-50.0,-51.0,-57.0,-55.0,-59.0,-53.0,-56.0,-50.0,-54.0,-55.0,-58.0,-60.0,-57.0,-58.0,-55.0,-58.0,-56.0,-59.0,-60.0,-51.0,-51.0,-48.0,-45.0,-56.0,-52.0,-56.0,-48.0,-52.0,-44.0,-45.0,-48.0,-50.0,-53.0,-45.0,-47.0,-44.0
Chile,226.0,146.0,243.0,230.0,238.0,284.0,289.0,261.0,-8.0,-46.0,-14.0,-79.0,-101.0,-38.0,-82.0,-243.0,-288.0,-316.0,-341.0,-312.0,-294.0,-379.0,-297.0,-316.0,-386.0,-415.0,-440.0,-351.0,-405.0,-552.0,-609.0,-687.0,-793.0,-880.0,-912.0,-1129.0,-1224.0,-1042.0,-1053.0,-1049.0,-1037.0,-1060.0,-1168.0,-1219.0,-1004.0,-964.0,-997.0,-1039.0,-1055.0,-1158.0,-1221.0,-1020.0,-1029.0,-1039.0,-997.0,-1266.0,-1260.0,-1290.0,-1046.0,-1052.0,-1053.0,-1066.0,-1074.0,-1185.0,-1249.0,-1034.0,-1045.0,-1051.0,-1080.0,-1088.0,-1170.0,-1241.0,-1056.0,-1036.0,-1027.0,-935.0,-1192.0,-1131.0,-1223.0,-974.0,-954.0,-981.0,-979.0,-993.0,-1074.0,-1177.0,-1019.0,-1018.0,-1013.0
Colombia,-366.0,-387.0,-211.0,-174.0,-180.0,-158.0,-192.0,-257.0,-341.0,-301.0,-349.0,-206.0,-225.0,-182.0,-137.0,-203.0,-181.0,-181.0,-104.0,-76.0,-169.0,-183.0,-90.0,-297.0,-307.0,-237.0,-239.0,-352.0,-354.0,-455.0,-533.0,-662.0,-734.0,-813.0,-1276.0,-2031.0,-2242.0,-2244.0,-1724.0,-2291.0,-2249.0,-2248.0,-2306.0,-2414.0,-2184.0,-2112.0,-2102.0,-2080.0,-2174.0,-2274.0,-2420.0,-2132.0,-2051.0,-2005.0,-2311.0,-2509.0,-2355.0,-2468.0,-2104.0,-2076.0,-2034.0,-2017.0,-2059.0,-2339.0,-2452.0,-2054.0,-2076.0,-2054.0,-2027.0,-2071.0,-2265.0,-2390.0,-1956.0,-1916.0,-1872.0,-1798.0,-2158.0,-2192.0,-2381.0,-1814.0,-1800.0,-1726.0,-1687.0,-1745.0,-1999.0,-2151.0,-1703.0,-1689.0,-1685.0
Costa Rica,4.0,-5.0,1.0,-1.0,0.0,-2.0,-5.0,-1.0,-1.0,-1.0,-2.0,-1.0,-5.0,-1.0,3.0,0.0,3.0,1.0,0.0,-3.0,-5.0,-4.0,-8.0,-5.0,-7.0,-10.0,-13.0,-11.0,-12.0,-22.0,-16.0,-27.0,-33.0,-44.0,-50.0,-60.0,-69.0,-54.0,-58.0,-57.0,-58.0,-56.0,-62.0,-71.0,-53.0,-53.0,-54.0,-54.0,-57.0,-69.0,-74.0,-65.0,-65.0,-75.0,-83.0,-86.0,-82.0,-82.0,-52.0,-53.0,-52.0,-53.0,-53.0,-67.0,-73.0,-49.0,-53.0,-53.0,-55.0,-55.0,-65.0,-70.0,-49.0,-49.0,-51.0,-45.0,-54.0,-60.0,-66.0,-41.0,-44.0,-44.0,-49.0,-46.0,-58.0,-64.0,-41.0,-44.0,-43.0
Croatia,421.0,499.0,209.0,110.0,152.0,139.0,201.0,505.0,360.0,211.0,226.0,-75.0,55.0,28.0,112.0,-372.0,49.0,79.0,65.0,203.0,-73.0,172.0,242.0,154.0,257.0,290.0,267.0,-24.0,100.0,169.0,122.0,191.0,198.0,183.0,133.0,-285.0,-769.0,-629.0,-670.0,-670.0,-688.0,-563.0,-472.0,-450.0,-529.0,-430.0,-336.0,-199.0,-230.0,-322.0,-254.0,-93.0,-4.0,-56.0,-29.0,-115.0,-150.0,-245.0,-52.0,-485.0,3.0,85.0,118.0,189.0,82.0,-126.0,-139.0,95.0,167.0,195.0,277.0,221.0,133.0,136.0,-44.0,170.0,47.0,102.0,282.0,147.0,112.0,158.0,239.0,346.0,431.0,391.0,-12.0,-66.0,158.0
Czechia,619.0,342.0,330.0,401.0,107.0,283.0,100.0,533.0,-379.0,233.0,233.0,141.0,146.0,0.0,21.0,303.0,289.0,-73.0,269.0,321.0,0.0,-81.0,583.0,185.0,207.0,-66.0,265.0,83.0,505.0,647.0,-160.0,-55.0,146.0,27.0,-212.0,-849.0,-540.0,-245.0,-48.0,-50.0,-182.0,233.0,557.0,-254.0,-117.0,-238.0,193.0,288.0,-159.0,133.0,843.0,547.0,397.0,379.0,398.0,597.0,572.0,826.0,-248.0,-350.0,17.0,470.0,300.0,737.0,-6.0,233.0,369.0,439.0,513.0,401.0,314.0,799.0,539.0,730.0,-88.0,470.0,730.0,449.0,232.0,220.0,157.0,137.0,753.0,2010.0,1656.0,623.0,-174.0,160.0,-87.0
Côte d'Ivoire,12.0,4.0,7.0,11.0,8.0,7.0,7.0,7.0,6.0,3.0,10.0,5.0,5.0,7.0,10.0,10.0,9.0,8.0,9.0,8.0,11.0,9.0,9.0,10.0,13.0,11.0,7.0,5.0,1.0,2.0,6.0,8.0,1.0,-2.0,-4.0,-8.0,-13.0,-7.0,-10.0,-15.0,-15.0,-18.0,-19.0,-21.0,-18.0,-13.0,-19.0,-15.0,-18.0,-21.0,-23.0,-17.0,-19.0,-20.0,-19.0,-22.0,-21.0,-23.0,-32.0,-21.0,-22.0,-22.0,-24.0,-25.0,-25.0,-23.0,-19.0,-23.0,-21.0,-24.0,-27.0,-30.0,-24.0,-20.0,-17.0,-14.0,-26.0,-24.0,-26.0,-20.0,-14.0,-16.0,-9.0,-17.0,-16.0,-18.0,-15.0,-10.0,-14.0
Denmark,-15.0,-211.0,6.0,59.0,78.0,-41.0,85.0,-142.0,-58.0,83.0,-22.0,3.0,103.0,150.0,-108.0,-53.0,171.0,54.0,102.0,159.0,67.0,290.0,-77.0,103.0,-30.0,139.0,-106.0,39.0,540.0,-52.0,337.0,239.0,87.0,600.0,427.0,574.0,317.0,368.0,389.0,419.0,554.0,624.0,524.0,228.0,352.0,436.0,98.0,69.0,228.0,393.0,726.0,1049.0,1061.0,832.0,1185.0,1150.0,344.0,750.0,734.0,418.0,348.0,560.0,812.0,816.0,791.0,794.0,879.0,839.0,1012.0,755.0,844.0,505.0,357.0,627.0,119.0,78.0,460.0,393.0,646.0,522.0,604.0,462.0,900.0,1484.0,1151.0,460.0,397.0,265.0,494.0
Dominican Republic,1.0,-12.0,-2.0,-3.0,3.0,6.0,7.0,3.0,-6.0,-1.0,2.0,0.0,48.0,0.0,6.0,-10.0,-9.0,-4.0,1.0,1.0,1.0,4.0,-16.0,-13.0,-6.0,-2.0,-6.0,-5.0,-4.0,-9.0,-6.0,-18.0,-25.0,-46.0,-57.0,-65.0,-70.0,-60.0,-63.0,-63.0,-64.0,-68.0,-70.0,-73.0,-61.0,-64.0,-63.0,-64.0,-64.0,-68.0,-71.0,-62.0,-62.0,-62.0,-60.0,-69.0,-69.0,-71.0,-61.0,-61.0,-60.0,-59.0,-60.0,-66.0,-69.0,-59.0,-63.0,-59.0,-59.0,-60.0,-63.0,-66.0,-57.0,-56.0,-56.0,-57.0,-58.0,-60.0,-63.0,-58.0,-54.0,-53.0,-53.0,-54.0,-56.0,-60.0,-52.0,-52.0,-52.0
Ecuador,3.0,2.0,2.0,3.0,2.0,4.0,1.0,10.0,23.0,7.0,-11.0,-4.0,-4.0,-5.0,-6.0,-7.0,0.0,3.0,1.0,1.0,-2.0,-3.0,6.0,0.0,1.0,-2.0,-1.0,-10.0,-17.0,-31.0,-25.0,-60.0,-73.0,-75.0,-78.0,-80.0,-79.0,-78.0,-78.0,-81.0,-80.0,-81.0,-81.0,-80.0,-77.0,-78.0,-77.0,-78.0,-77.0,-77.0,-78.0,-77.0,-76.0,-75.0,-75.0,-78.0,-86.0,-84.0,-73.0,-73.0,-73.0,-72.0,-72.0,-83.0,-83.0,-69.0,-72.0,-71.0,-72.0,-72.0,-81.0,-81.0,-69.0,-68.0,-68.0,-68.0,-69.0,-78.0,-79.0,-63.0,-63.0,-62.0,-63.0,-62.0,-71.0,-69.0,-61.0,-60.0,-60.0
Egypt,99.0,23.0,8.0,-18.0,-151.0,-155.0,165.0,2.0,-68.0,-164.0,-163.0,17.0,5.0,404.0,75.0,16.0,38.0,72.0,67.0,79.0,318.0,156.0,58.0,2.0,79.0,35.0,-1276.0,-946.0,-444.0,-214.0,-217.0,-447.0,-461.0,-651.0,-665.0,-709.0,-791.0,-797.0,-758.0,-997.0,-1011.0,-1131.0,-1199.0,-835.0,-896.0,-921.0,-908.0,-899.0,-888.0,-1005.0,-688.0,-726.0,-736.0,-735.0,-708.0,-765.0,-858.0,-563.0,-622.0,-608.0,-660.0,-828.0,-824.0,-877.0,-768.0,-1300.0,-692.0,-737.0,-777.0,-1067.0,-1020.0,-883.0,-921.0,-868.0,-876.0,-881.0,-684.0,-776.0,-713.0,-768.0,-743.0,-707.0,-755.0,-621.0,-614.0,-611.0,-651.0,-643.0,-749.0
El Salvador,0.0,1.0,-3.0,0.0,-1.0,-4.0,-4.0,-3.0,0.0,-3.0,-3.0,3.0,-2.0,-3.0,-2.0,2.0,-1.0,-3.0,0.0,-3.0,-2.0,-3.0,-3.0,-4.0,-4.0,1.0,-9.0,-11.0,-15.0,-22.0,-17.0,-23.0,-25.0,-35.0,-44.0,-50.0,-74.0,-66.0,-69.0,-67.0,-68.0,-67.0,-70.0,-72.0,-60.0,-61.0,-60.0,-62.0,-64.0,-68.0,-70.0,-62.0,-66.0,-66.0,-70.0,-77.0,-76.0,-75.0,-67.0,-66.0,-63.0,-63.0,-65.0,-70.0,-75.0,-64.0,-66.0,-65.0,-66.0,-65.0,-69.0,-74.0,-62.0,-62.0,-60.0,-58.0,-69.0,-65.0,-71.0,-59.0,-60.0,-56.0,-73.0,-74.0,-75.0,-72.0,-69.0,-70.0,-69.0
Estonia,-50.0,-65.0,-4.0,-14.0,31.0,50.0,-21.0,-134.0,59.0,339.0,52.0,11.0,27.0,30.0,42.0,-7.0,25.0,-16.0,-17.0,1.0,51.0,39.0,194.0,29.0,-9.0,-22.0,-15.0,-55.0,-57.0,140.0,-46.0,32.0,-81.0,101.0,40.0,24.0,149.0,44.0,11.0,16.0,39.0,24.0,71.0,-24.0,-32.0,-40.0,1.0,-54.0,-222.0,-21.0,130.0,74.0,83.0,112.0,18.0,109.0,8.0,-164.0,3.0,-72.0,7.0,-43.0,-30.0,-19.0,114.0,91.0,142.0,172.0,127.0,39.0,56.0,143.0,75.0,-82.0,55.0,64.0,127.0,3.0,114.0,61.0,155.0,164.0,90.0,73.0,200.0,229.0,-53.0,63.0,0.0
Fiji,1.0,0.0,-3.0,-4.0,-2.0,0.0,-1.0,-1.0,2.0,0.0,2.0,-2.0,-2.0,-3.0,0.0,1.0,-6.0,-2.0,-3.0,0.0,-3.0,-2.0,0.0,-5.0,-3.0,-6.0,-10.0,-7.0,-7.0,-2.0,-5.0,-7.0,-13.0,-9.0,-15.0,-23.0,-18.0,4.0,0.0,-3.0,-7.0,-10.0,-21.0,-13.0,-12.0,-14.0,-15.0,-16.0,-26.0,-31.0,-28.0,-22.0,-23.0,-36.0,-30.0,-37.0,-35.0,-31.0,-31.0,-23.0,-26.0,-21.0,-21.0,-23.0,-21.0,-17.0,-18.0,-20.0,-18.0,-22.0,-21.0,-22.0,-19.0,-18.0,-18.0,-16.0,-14.0,-13.0,-12.0,-4.0,-9.0,-8.0,-8.0,-15.0,-11.0,-2.0,-9.0,-10.0,-12.0
Finland,-43.0,-297.0,153.0,285.0,331.0,342.0,69.0,-236.0,518.0,288.0,533.0,425.0,424.0,451.0,713.0,52.0,115.0,146.0,175.0,164.0,355.0,670.0,549.0,76.0,9.0,15.0,33.0,-29.0,437.0,437.0,157.0,63.0,353.0,446.0,573.0,1062.0,1188.0,353.0,473.0,430.0,541.0,641.0,938.0,830.0,382.0,19.0,277.0,112.0,35.0,819.0,1023.0,432.0,529.0,506.0,601.0,1135.0,1390.0,4.0,625.0,207.0,321.0,321.0,326.0,658.0,1153.0,513.0,864.0,703.0,763.0,547.0,1019.0,887.0,473.0,324.0,394.0,843.0,1032.0,1230.0,1394.0,597.0,947.0,720.0,766.0,799.0,1193.0,932.0,54.0,602.0,550.0
France,324.0,163.0,248.0,521.0,233.0,351.0,414.0,411.0,359.0,563.0,339.0,100.0,0.0,179.0,-134.0,-159.0,-101.0,137.0,14.0,-198.0,15.0,128.0,18.0,62.0,55.0,173.0,84.0,109.0,18.0,268.0,-113.0,-470.0,-702.0,-754.0,-876.0,-1065.0,-1091.0,-847.0,-851.0,-906.0,-901.0,-908.0,-1037.0,-1123.0,-863.0,-801.0,-833.0,-820.0,-863.0,-984.0,-983.0,-782.0,-780.0,-829.0,-800.0,-837.0,-991.0,-1018.0,-912.0,-754.0,-783.0,-760.0,-809.0,-978.0,-1036.0,-789.0,-745.0,-765.0,-703.0,-749.0,-926.0,-906.0,-707.0,-758.0,-793.0,-802.0,-940.0,-967.0,-907.0,-610.0,-644.0,-632.0,-600.0,-737.0,-863.0,-950.0,-385.0,-69.0,-352.0
Gabon,-1.0,-4.0,-9.0,-6.0,-1.0,-3.0,-12.0,-15.0,-19.0,-11.0,-12.0,-14.0,-4.0,1.0,-3.0,-4.0,-3.0,1.0,-6.0,0.0,-7.0,-8.0,-10.0,-12.0,-10.0,-13.0,-6.0,-7.0,-10.0,-11.0,-9.0,-3.0,-6.0,-4.0,-12.0,-24.0,-32.0,-24.0,-21.0,-20.0,-13.0,-16.0,-22.0,-25.0,-14.0,-10.0,-13.0,-12.0,-19.0,-18.0,-21.0,-15.0,-12.0,-14.0,-14.0,-12.0,-23.0,-23.0,-26.0,-21.0,-17.0,-16.0,-22.0,-28.0,-29.0,-24.0,-19.0,-21.0,-23.0,-26.0,-24.0,-33.0,-19.0,-13.0,-13.0,-7.0,-18.0,-16.0,-26.0,-18.0,-14.0,-19.0,-9.0,-19.0,-15.0,-27.0,-12.0,-15.0,-14.0
Georgia,2.0,8.0,-1.0,2.0,6.0,6.0,14.0,8.0,4.0,7.0,-9.0,8.0,10.0,6.0,0.0,-8.0,4.0,14.0,13.0,17.0,13.0,10.0,32.0,13.0,12.0,10.0,7.0,1.0,-11.0,3.0,-22.0,-23.0,-26.0,-16.0,-13.0,-20.0,-14.0,-12.0,-20.0,-18.0,-18.0,-14.0,-16.0,-24.0,-32.0,-33.0,-30.0,-34.0,-26.0,-33.0,-23.0,-29.0,-34.0,-29.0,-26.0,-21.0,-25.0,-27.0,-18.0,-17.0,-14.0,-26.0,-28.0,-38.0,-37.0,-37.0,-50.0,-50.0,-45.0,-41.0,-42.0,-33.0,-13.0,-18.0,-21.0,-17.0,-23.0,-22.0,-15.0,-24.0,-27.0,-35.0,-25.0,-28.0,-33.0,-32.0,-14.0,-7.0,-18.0
