country_region,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Peru,56.0,-56.0,-34.0,-39.0,-59.0,-1.0,-31.0,49.0,26.0,22.0,71.0,-28.0,12.0,39.0,72.0,2.0,6.0,22.0,-35.0,0.0,-34.0,41.0,89.0,-93.0,-72.0,-161.0,-132.0,-194.0,-227.0,-323.0,-918.0,-1834.0,-1938.0,-2014.0,-2035.0,-2066.0,-2070.0,-1994.0,-2024.0,-2016.0,-2000.0,-1969.0,-2022.0,-2029.0,-1962.0,-1975.0,-1991.0,-1973.0,-2049.0,-2139.0,-2415.0,-1803.0,-1859.0,-1692.0,-2191.0,-2211.0,-1805.0,-2188.0,-1713.0,-1791.0,-1821.0,-1848.0,-1835.0,-1826.0,-2180.0,-1735.0,-1908.0,-1791.0,-1811.0,-1784.0,-1777.0,-2186.0,-1706.0,-1736.0,-1746.0,-1732.0,-1854.0,-1783.0,-2194.0,-1683.0,-1704.0,-1793.0,-1992.0,-1954.0,-1900.0,-2284.0,-1917.0,-1922.0,-1939.0
Philippines,7.0,3.0,-1.0,0.0,-3.0,-2.0,-2.0,1.0,-3.0,1.0,0.0,-3.0,-2.0,-1.0,5.0,2.0,0.0,1.0,-1.0,0.0,-3.0,0.0,-4.0,-3.0,-4.0,-8.0,-8.0,-12.0,-18.0,-40.0,-34.0,-57.0,-66.0,-69.0,-73.0,-75.0,-79.0,-75.0,-76.0,-76.0,-76.0,-77.0,-78.0,-81.0,-79.0,-79.0,-79.0,-80.0,-80.0,-80.0,-82.0,-78.0,-77.0,-76.0,-85.0,-90.0,-82.0,-82.0,-76.0,-76.0,-76.0,-77.0,-79.0,-81.0,-83.0,-78.0,-79.0,-80.0,-80.0,-81.0,-81.0,-84.0,-78.0,-77.0,-77.0,-82.0,-84.0,-84.0,-87.0,-81.0,-81.0,-80.0,-80.0,-80.0,-79.0,-81.0,-78.0,-78.0,-78.0
Poland,160.0,178.0,113.0,62.0,86.0,119.0,22.0,69.0,-126.0,23.0,18.0,-35.0,59.0,48.0,80.0,85.0,50.0,23.0,72.0,93.0,56.0,140.0,417.0,82.0,86.0,71.0,-228.0,-464.0,-852.0,-1176.0,-821.0,-885.0,-850.0,-874.0,-931.0,-1073.0,-1267.0,-872.0,-864.0,-975.0,-975.0,-968.0,-1058.0,-1317.0,-928.0,-906.0,-977.0,-976.0,-996.0,-1199.0,-1198.0,-896.0,-879.0,-835.0,-787.0,-845.0,-1277.0,-1483.0,-1554.0,-978.0,-882.0,-913.0,-896.0,-1124.0,-1279.0,-734.0,-776.0,-768.0,-743.0,-767.0,-1003.0,-896.0,-648.0,-662.0,-656.0,-443.0,-1378.0,-911.0,-1073.0,-450.0,-562.0,-558.0,-509.0,-482.0,-578.0,-700.0,-450.0,-474.0,-469.0
Portugal,88.0,27.0,21.0,53.0,62.0,104.0,127.0,222.0,413.0,540.0,27.0,-6.0,41.0,49.0,7.0,-88.0,45.0,-9.0,30.0,46.0,19.0,109.0,92.0,27.0,36.0,-12.0,-131.0,-463.0,-925.0,-1245.0,-993.0,-1100.0,-1143.0,-1370.0,-1608.0,-1697.0,-1752.0,-1532.0,-1536.0,-1549.0,-1555.0,-1578.0,-1676.0,-1761.0,-1551.0,-1521.0,-1531.0,-1491.0,-1530.0,-1655.0,-1791.0,-1485.0,-1429.0,-1408.0,-1498.0,-1731.0,-1653.0,-1818.0,-1575.0,-1413.0,-1466.0,-1454.0,-1444.0,-1537.0,-1652.0,-1426.0,-1380.0,-1398.0,-1367.0,-1418.0,-1558.0,-1616.0,-1340.0,-1320.0,-1342.0,-1273.0,-1648.0,-1509.0,-1539.0,-1216.0,-1193.0,-1175.0,-1161.0,-1206.0,-1324.0,-1434.0,-1167.0,-1129.0,-1206.0
Puerto Rico,2.0,0.0,-3.0,-2.0,-2.0,-2.0,-2.0,-1.0,-4.0,-7.0,-10.0,-2.0,2.0,3.0,2.0,2.0,-2.0,2.0,1.0,-1.0,-1.0,1.0,0.0,-8.0,-3.0,-3.0,2.0,-3.0,-12.0,-27.0,-51.0,-63.0,-65.0,-67.0,-66.0,-68.0,-75.0,-70.0,-70.0,-69.0,-69.0,-68.0,-72.0,-77.0,-66.0,-72.0,-73.0,-72.0,-72.0,-73.0,-93.0,-66.0,-68.0,-66.0,-64.0,-93.0,-87.0,-89.0,-54.0,-60.0,-59.0,-60.0,-62.0,-66.0,-86.0,-59.0,-65.0,-58.0,-60.0,-61.0,-63.0,-83.0,-56.0,-59.0,-55.0,-55.0,-55.0,-58.0,-77.0,-43.0,-47.0,-45.0,-46.0,-47.0,-50.0,-70.0,-44.0,-44.0,-43.0
Qatar,-3.0,-1.0,-1.0,-3.0,-3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,4.0,2.0,3.0,4.0,2.0,1.0,0.0,2.0,-1.0,0.0,2.0,-2.0,-6.0,-11.0,-18.0,-35.0,-25.0,-17.0,-26.0,-31.0,-41.0,-43.0,-58.0,-46.0,-48.0,-49.0,-49.0,-50.0,-50.0,-68.0,-57.0,-51.0,-52.0,-52.0,-52.0,-55.0,-67.0,-56.0,-50.0,-52.0,-53.0,-54.0,-54.0,-72.0,-63.0,-48.0,-54.0,-51.0,-55.0,-53.0,-69.0,-62.0,-49.0,-51.0,-52.0,-53.0,-52.0,-72.0,-66.0,-54.0,-57.0,-56.0,-56.0,-57.0,-68.0,-62.0,-49.0,-52.0,-53.0,-52.0,-53.0,-67.0,-60.0,-46.0,-48.0,-49.0,-49.0
Romania,312.0,573.0,206.0,207.0,139.0,-25.0,47.0,71.0,324.0,-48.0,121.0,113.0,-165.0,-19.0,197.0,574.0,-83.0,-16.0,43.0,-34.0,265.0,535.0,817.0,-80.0,-4.0,-160.0,-206.0,-496.0,-952.0,-1254.0,-966.0,-1197.0,-1437.0,-1696.0,-1826.0,-2216.0,-2478.0,-2532.0,-2480.0,-2917.0,-3029.0,-2957.0,-3192.0,-3368.0,-2714.0,-2824.0,-2759.0,-2753.0,-2752.0,-3055.0,-3277.0,-2575.0,-2519.0,-2467.0,-2489.0,-2438.0,-2706.0,-3055.0,-2430.0,-2309.0,-2066.0,-2074.0,-2591.0,-3099.0,-3831.0,-3782.0,-2653.0,-2376.0,-2300.0,-2333.0,-2722.0,-2812.0,-2127.0,-2128.0,-2125.0,-2051.0,-2861.0,-2694.0,-2868.0,-2137.0,-2070.0,-2097.0,-2117.0,-2040.0,-2305.0,-2385.0,-1816.0,-1839.0,-1713.0
Rwanda,8.0,1.0,1.0,0.0,-4.0,-3.0,1.0,4.0,0.0,-4.0,-2.0,3.0,-1.0,3.0,-3.0,-4.0,-4.0,-2.0,5.0,-1.0,4.0,12.0,8.0,2.0,2.0,3.0,-1.0,0.0,5.0,-13.0,-11.0,-19.0,-19.0,-23.0,-25.0,-25.0,-46.0,-52.0,-58.0,-57.0,-60.0,-62.0,-58.0,-56.0,-57.0,-58.0,-60.0,-60.0,-62.0,-58.0,-60.0,-58.0,-71.0,-59.0,-63.0,-67.0,-62.0,-62.0,-67.0,-61.0,-59.0,-61.0,-64.0,-63.0,-61.0,-61.0,-62.0,-64.0,-65.0,-65.0,-64.0,-63.0,-64.0,-61.0,-63.0,-62.0,-65.0,-64.0,-62.0,-35.0,-36.0,-33.0,-36.0,-37.0,-34.0,-42.0,-33.0,-34.0,-32.0
Réunion,-1.0,0.0,1.0,3.0,6.0,4.0,-11.0,-9.0,-4.0,-6.0,-3.0,5.0,-5.0,-19.0,-12.0,-12.0,-19.0,-17.0,-11.0,-12.0,-25.0,-16.0,-11.0,-13.0,-9.0,4.0,-6.0,-21.0,-20.0,-21.0,-37.0,-64.0,-81.0,-82.0,-88.0,-90.0,-94.0,-90.0,-91.0,-91.0,-92.0,-92.0,-92.0,-96.0,-91.0,-94.0,-93.0,-91.0,-93.0,-91.0,-95.0,-91.0,-90.0,-89.0,-90.0,-91.0,-91.0,0.0,-98.0,-89.0,-89.0,-90.0,-89.0,-91.0,0.0,-90.0,-88.0,-88.0,-90.0,-90.0,-90.0,0.0,-90.0,-89.0,-87.0,-86.0,-96.0,-86.0,0.0,-86.0,-85.0,-84.0,-85.0,-92.0,-85.0,0.0,0.0,-69.0,0.0
Saudi Arabia,-41.0,-60.0,-94.0,-71.0,-69.0,-64.0,-60.0,-117.0,-93.0,-121.0,-68.0,-25.0,91.0,105.0,58.0,30.0,0.0,26.0,31.0,44.0,6.0,-22.0,-34.0,-76.0,-8.0,-36.0,-75.0,-153.0,-154.0,-152.0,-337.0,-404.0,-442.0,-474.0,-579.0,-583.0,-580.0,-720.0,-689.0,-654.0,-644.0,-753.0,-639.0,-617.0,-654.0,-640.0,-641.0,-659.0,-771.0,-666.0,-634.0,-654.0,-804.0,-841.0,-821.0,-905.0,-798.0,-786.0,-815.0,-818.0,-813.0,-829.0,-896.0,-818.0,-788.0,-798.0,-789.0,-779.0,-733.0,-875.0,-877.0,-830.0,-789.0,-770.0,-714.0,-742.0,-788.0,-731.0,-711.0,-737.0,-731.0,-707.0,-718.0,-767.0,-698.0,-629.0,-648.0,-607.0,-658.0
Senegal,0.0,0.0,-3.0,-3.0,-5.0,-4.0,-3.0,-4.0,-2.0,-4.0,-10.0,-9.0,-5.0,-3.0,-2.0,-1.0,-2.0,-1.0,-1.0,-4.0,-3.0,-1.0,2.0,-2.0,-1.0,-3.0,-2.0,-5.0,-7.0,-10.0,-11.0,-13.0,-18.0,-20.0,-23.0,-30.0,-33.0,-30.0,-40.0,-42.0,-42.0,-44.0,-46.0,-44.0,-40.0,-41.0,-43.0,-42.0,-42.0,-49.0,-43.0,-37.0,-38.0,-41.0,-41.0,-42.0,-43.0,-43.0,-49.0,-40.0,-41.0,-40.0,-43.0,-45.0,-44.0,-40.0,-41.0,-44.0,-42.0,-41.0,-47.0,-48.0,-46.0,-46.0,-45.0,-43.0,-52.0,-47.0,-47.0,-42.0,-41.0,-44.0,-39.0,-43.0,-44.0,-44.0,-40.0,-37.0,-41.0
Serbia,3.0,11.0,10.0,13.0,6.0,5.0,3.0,5.0,7.0,8.0,16.0,3.0,0.0,-5.0,6.0,5.0,15.0,8.0,0.0,12.0,2.0,8.0,13.0,7.0,7.0,2.0,4.0,-9.0,-18.0,-21.0,-23.0,-31.0,-41.0,-44.0,-47.0,-52.0,-73.0,-64.0,-72.0,-72.0,-69.0,-69.0,-69.0,-77.0,-63.0,-63.0,-67.0,-66.0,-65.0,-75.0,-97.0,-59.0,-60.0,-63.0,-59.0,-55.0,-96.0,-96.0,-50.0,-58.0,-53.0,-51.0,-57.0,-96.0,-96.0,-96.0,-51.0,-53.0,-52.0,-46.0,-96.0,-95.0,-37.0,-40.0,-44.0,-40.0,-96.0,-70.0,-66.0,-40.0,-38.0,-46.0,-27.0,-22.0,-24.0,-23.0,-10.0,-10.0,-14.0
Singapore,-14.0,-19.0,-12.0,-13.0,-14.0,-14.0,-11.0,-11.0,-14.0,-12.0,-10.0,-12.0,-12.0,-8.0,-8.0,-11.0,-8.0,-8.0,-11.0,-12.0,-8.0,-10.0,-11.0,-11.0,-11.0,-13.0,-13.0,-10.0,-11.0,-14.0,-10.0,-8.0,-11.0,-13.0,-11.0,-13.0,-18.0,-16.0,-13.0,-16.0,-18.0,-20.0,-23.0,-28.0,-21.0,-20.0,-23.0,-25.0,-21.0,-24.0,-23.0,-15.0,-51.0,-59.0,-57.0,-63.0,-61.0,-64.0,-60.0,-58.0,-60.0,-61.0,-60.0,-65.0,-66.0,-65.0,-64.0,-66.0,-68.0,-70.0,-68.0,-70.0,-67.0,-66.0,-67.0,-67.0,-68.0,-67.0,-69.0,-66.0,-65.0,-64.0,-66.0,-67.0,-65.0,-65.0,-66.0,-61.0,-63.0
Slovakia,113.0,146.0,75.0,66.0,48.0,50.0,-2.0,62.0,12.0,38.0,44.0,-7.0,22.0,-25.0,92.0,-24.0,8.0,-17.0,-7.0,15.0,-37.0,-11.0,48.0,-5.0,-43.0,-104.0,-99.0,-329.0,-623.0,-669.0,-584.0,-633.0,-624.0,-617.0,-636.0,-736.0,-725.0,-617.0,-618.0,-621.0,-612.0,-611.0,-655.0,-732.0,-542.0,-548.0,-545.0,-537.0,-552.0,-614.0,-694.0,-451.0,-542.0,-625.0,-623.0,-833.0,-719.0,-779.0,-834.0,-593.0,-580.0,-548.0,-567.0,-641.0,-765.0,-527.0,-552.0,-544.0,-532.0,-555.0,-630.0,-681.0,-489.0,-501.0,-515.0,-422.0,-779.0,-530.0,-706.0,-443.0,-491.0,-419.0,-297.0,-679.0,-333.0,-537.0,-299.0,-373.0,-405.0
Slovenia,541.0,565.0,111.0,253.0,188.0,301.0,288.0,577.0,430.0,174.0,122.0,-519.0,-82.0,84.0,29.0,-565.0,-7.0,-18.0,-25.0,46.0,-110.0,355.0,718.0,-38.0,26.0,-106.0,-126.0,-1191.0,-2497.0,-3012.0,-3405.0,-3345.0,-3543.0,-3765.0,-3761.0,-3375.0,-1976.0,-3321.0,-3174.0,-3374.0,-3444.0,-3543.0,-3272.0,-2099.0,-3417.0,-3395.0,-3314.0,-3554.0,-3621.0,-3574.0,-2081.0,-800.0,-796.0,-799.0,-765.0,-918.0,-1086.0,-876.0,-1000.0,-809.0,-778.0,-769.0,-894.0,-1008.0,-858.0,-649.0,-667.0,-715.0,-695.0,-753.0,-768.0,-801.0,-1020.0,-513.0,-623.0,-387.0,-1219.0,-1153.0,-525.0,-267.0,-348.0,-341.0,-313.0,-330.0,-399.0,-377.0,-281.0,-364.0,-298.0
South Africa,-12.0,-48.0,-115.0,-121.0,-122.0,-71.0,-58.0,-88.0,-120.0,-130.0,-5.0,2.0,51.0,117.0,154.0,190.0,49.0,34.0,35.0,40.0,36.0,30.0,-32.0,-102.0,-97.0,-94.0,-74.0,-12.0,-21.0,-75.0,-108.0,-133.0,-121.0,-140.0,-134.0,-250.0,-294.0,-189.0,-54.0,126.0,183.0,-793.0,-792.0,-777.0,-716.0,-692.0,-674.0,-673.0,-706.0,-760.0,-746.0,-709.0,-710.0,-712.0,-671.0,-824.0,-754.0,-763.0,-799.0,-697.0,-658.0,-672.0,-701.0,-749.0,-761.0,-699.0,-710.0,-707.0,-699.0,-676.0,-683.0,-706.0,-755.0,-646.0,-643.0,-584.0,-606.0,-522.0,-567.0,-440.0,-470.0,-444.0,-433.0,-512.0,-516.0,-569.0,-491.0,-500.0,-506.0
South Korea,-4.0,-11.0,-7.0,-1.0,-5.0,-7.0,-15.0,-26.0,-31.0,-21.0,-33.0,-29.0,-30.0,-37.0,-38.0,-41.0,-23.0,-24.0,-30.0,-28.0,-27.0,-32.0,-27.0,-19.0,-27.0,-22.0,-23.0,-24.0,-25.0,-28.0,-17.0,-19.0,-19.0,-28.0,-20.0,-21.0,-20.0,-15.0,-16.0,-18.0,-25.0,-23.0,-23.0,-19.0,-13.0,-11.0,-18.0,-18.0,-18.0,-19.0,-17.0,-12.0,-12.0,-16.0,-18.0,-16.0,-16.0,-20.0,-9.0,-4.0,-3.0,-17.0,-23.0,-13.0,-24.0,-12.0,-13.0,-18.0,-16.0,-14.0,-12.0,-6.0,-6.0,-5.0,-2.0,6.0,0.0,-9.0,-5.0,15.0,13.0,-10.0,-7.0,-5.0,-18.0,-6.0,-3.0,-4.0,-7.0
Spain,31.0,44.0,-24.0,-38.0,-18.0,17.0,10.0,47.0,162.0,89.0,-55.0,-34.0,39.0,51.0,35.0,79.0,-77.0,-56.0,-1.0,-54.0,-71.0,-20.0,76.0,-37.0,-37.0,-72.0,-235.0,-672.0,-1319.0,-1719.0,-1600.0,-1656.0,-1665.0,-1748.0,-1730.0,-1825.0,-1862.0,-1683.0,-1725.0,-1727.0,-1732.0,-1752.0,-1830.0,-1865.0,-1763.0,-1842.0,-1841.0,-1833.0,-1777.0,-1835.0,-1876.0,-1734.0,-1775.0,-1754.0,-1866.0,-1918.0,-1844.0,-1885.0,-1797.0,-1737.0,-1753.0,-1746.0,-1769.0,-1846.0,-1882.0,-1730.0,-1734.0,-1728.0,-1743.0,-1752.0,-1832.0,-1827.0,-1684.0,-1685.0,-1682.0,-1641.0,-1870.0,-1679.0,-1649.0,-1498.0,-1504.0,-1508.0,-1519.0,-1572.0,-1675.0,-1721.0,-1259.0,-1339.0,-1325.0
Sri Lanka,3.0,3.0,-2.0,0.0,0.0,4.0,2.0,0.0,1.0,-1.0,3.0,2.0,3.0,5.0,5.0,4.0,0.0,0.0,2.0,4.0,6.0,5.0,9.0,-14.0,2.0,3.0,3.0,-3.0,-10.0,-20.0,-37.0,-33.0,-41.0,-46.0,-52.0,-89.0,-88.0,-79.0,-64.0,-86.0,-74.0,-82.0,-88.0,-86.0,-76.0,-85.0,-78.0,-84.0,-84.0,-86.0,-84.0,-71.0,-85.0,-83.0,-70.0,-83.0,-84.0,-83.0,-86.0,-86.0,-84.0,-71.0,-82.0,-85.0,-84.0,-68.0,-70.0,-70.0,-70.0,-70.0,-85.0,-84.0,-82.0,-69.0,-71.0,-68.0,-84.0,-84.0,-83.0,-66.0,-67.0,-63.0,-84.0,-83.0,-82.0,-81.0,-52.0,-52.0,-51.0
Sweden,59.0,-233.0,-52.0,41.0,108.0,93.0,112.0,27.0,51.0,88.0,272.0,194.0,278.0,203.0,257.0,13.0,60.0,50.0,-3.0,65.0,48.0,94.0,38.0,-9.0,-18.0,-44.0,-156.0,-256.0,-351.0,-488.0,-339.0,-460.0,-481.0,-392.0,-450.0,-533.0,-538.0,-453.0,-469.0,-308.0,-298.0,-330.0,-464.0,-499.0,-399.0,-405.0,-414.0,-497.0,-499.0,-562.0,-522.0,-188.0,-193.0,-60.0,47.0,-996.0,-883.0,-701.0,-814.0,-313.0,-320.0,-311.0,-338.0,-510.0,-451.0,-150.0,-184.0,-201.0,-187.0,-187.0,-301.0,-273.0,-162.0,-221.0,-134.0,-65.0,-958.0,-372.0,-358.0,-176.0,-216.0,-206.0,-178.0,-233.0,-318.0,-389.0,-198.0,-294.0,-284.0
Switzerland,74.0,293.0,-64.0,88.0,-54.0,133.0,-29.0,53.0,402.0,204.0,193.0,-143.0,-138.0,-16.0,-113.0,136.0,-141.0,-32.0,-57.0,-255.0,-147.0,-68.0,192.0,-196.0,-232.0,-148.0,-204.0,-237.0,-538.0,-493.0,-352.0,-1398.0,-1524.0,-1648.0,-1750.0,-1992.0,-2042.0,-1683.0,-1710.0,-1739.0,-1748.0,-1731.0,-1886.0,-2044.0,-1761.0,-2150.0,-2153.0,-2154.0,-2065.0,-2082.0,-1951.0,-1503.0,-1414.0,-1410.0,-1365.0,-1839.0,-1576.0,-1382.0,-1719.0,-1429.0,-1452.0,-1425.0,-1499.0,-1582.0,-1310.0,-1393.0,-1398.0,-1396.0,-1388.0,-1449.0,-1541.0,-1305.0,-1181.0,-1271.0,-1279.0,-1211.0,-1527.0,-1352.0,-1151.0,-1084.0,-1186.0,-1161.0,-1031.0,-1053.0,-1125.0,-1035.0,-630.0,-621.0,-748.0
Taiwan,-9.0,-14.0,-7.0,-7.0,-7.0,-5.0,-3.0,-8.0,-4.0,-3.0,-8.0,-10.0,-3.0,8.0,-7.0,-7.0,-9.0,-10.0,-15.0,-14.0,-5.0,-5.0,-4.0,-9.0,-18.0,-9.0,-10.0,-13.0,-14.0,-2.0,-7.0,-10.0,-15.0,-18.0,-8.0,-10.0,-8.0,-12.0,-13.0,-14.0,-13.0,-13.0,-21.0,-9.0,-14.0,-11.0,-10.0,-1.0,-1.0,-24.0,-22.0,-20.0,-15.0,-16.0,-13.0,-8.0,-18.0,-14.0,-11.0,-11.0,-13.0,-11.0,-8.0,-11.0,-10.0,-14.0,-18.0,-19.0,-21.0,-17.0,-15.0,-14.0,-15.0,-13.0,-14.0,-8.0,3.0,-10.0,-9.0,-12.0,-11.0,-14.0,-10.0,-5.0,-5.0,-5.0,-10.0,-15.0,-11.0
Tajikistan,-1.0,2.0,2.0,-7.0,-3.0,3.0,5.0,5.0,9.0,1.0,1.0,-3.0,-9.0,-2.0,2.0,1.0,4.0,3.0,-1.0,0.0,8.0,3.0,9.0,-9.0,-2.0,-3.0,0.0,3.0,2.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-19.0,-9.0,-21.0,-21.0,-20.0,-12.0,-9.0,-8.0,-8.0,-8.0,-13.0,-16.0,-4.0,-2.0,-5.0,-6.0,-5.0,-7.0,-17.0,-16.0,-3.0,-9.0,-13.0,-12.0,-12.0,-17.0,-3.0,-3.0,-6.0,-7.0,-8.0,-11.0,-11.0,-12.0,-26.0,-27.0,-29.0,-29.0,-32.0,-32.0,-31.0,-38.0,-44.0,-46.0,-47.0,-48.0,-47.0,-45.0,-45.0,-49.0,-47.0,-46.0,-44.0,-48.0
Tanzania,-3.0,-3.0,-5.0,-1.0,-1.0,0.0,-2.0,-2.0,-11.0,-4.0,0.0,1.0,2.0,-1.0,2.0,3.0,-4.0,0.0,-4.0,3.0,-2.0,0.0,7.0,-6.0,-3.0,0.0,-1.0,-4.0,-4.0,-5.0,-6.0,-6.0,-6.0,-7.0,-11.0,-15.0,-19.0,-13.0,-12.0,-9.0,-8.0,-14.0,-15.0,-16.0,-14.0,-12.0,-13.0,-14.0,-18.0,-18.0,-20.0,-16.0,-19.0,-13.0,-11.0,-26.0,-23.0,-36.0,-30.0,-20.0,-19.0,-20.0,-29.0,-38.0,-35.0,-27.0,-28.0,-28.0,-28.0,-29.0,-33.0,-33.0,-30.0,-29.0,-32.0,-26.0,-39.0,-36.0,-37.0,-30.0,-29.0,-26.0,-23.0,-28.0,-31.0,-32.0,-26.0,-24.0,-25.0
Thailand,-3.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-5.0,-4.0,-2.0,-3.0,-4.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-3.0,-5.0,-6.0,-7.0,-4.0,-3.0,-4.0,-6.0,-8.0,-11.0,-15.0,-8.0,-9.0,-12.0,-16.0,-20.0,-24.0,-36.0,-32.0,-34.0,-35.0,-43.0,-46.0,-51.0,-55.0,-44.0,-42.0,-43.0,-45.0,-48.0,-51.0,-54.0,-47.0,-45.0,-46.0,-47.0,-48.0,-51.0,-54.0,-49.0,-46.0,-46.0,-46.0,-49.0,-51.0,-53.0,-43.0,-44.0,-45.0,-46.0,-46.0,-50.0,-50.0,-42.0,-41.0,-42.0,-44.0,-46.0,-48.0,-46.0,-42.0,-38.0,-38.0,-38.0,-40.0,-41.0,-41.0,-40.0,-34.0,-36.0
The Bahamas,1.0,6.0,1.0,3.0,0.0,1.0,-1.0,-1.0,1.0,3.0,0.0,2.0,3.0,6.0,5.0,3.0,3.0,1.0,1.0,-1.0,1.0,-1.0,-3.0,-1.0,-1.0,-2.0,-1.0,1.0,-2.0,-8.0,-7.0,-16.0,-20.0,-21.0,-43.0,-53.0,-55.0,-47.0,-69.0,-68.0,-65.0,-62.0,-68.0,-67.0,-63.0,-63.0,-65.0,-64.0,-62.0,-97.0,-96.0,-50.0,-47.0,-49.0,-89.0,-97.0,-97.0,-96.0,-96.0,-41.0,-51.0,-53.0,-53.0,-93.0,-96.0,-55.0,-54.0,-52.0,-58.0,-49.0,-94.0,-95.0,-51.0,-48.0,-46.0,-52.0,-44.0,-93.0,-95.0,-41.0,-43.0,-41.0,-45.0,-35.0,-92.0,-95.0,-47.0,-41.0,-43.0
Togo,-2.0,-3.0,-6.0,-6.0,-9.0,-9.0,-9.0,-33.0,-16.0,-11.0,-8.0,-8.0,-7.0,-8.0,-6.0,-6.0,-7.0,-7.0,-3.0,-3.0,-7.0,-4.0,1.0,-6.0,-5.0,-6.0,-4.0,-5.0,-4.0,-6.0,-7.0,-9.0,-9.0,-9.0,-12.0,-17.0,-30.0,-24.0,-27.0,-28.0,-28.0,-30.0,-30.0,-37.0,-28.0,-28.0,-33.0,-35.0,-37.0,-45.0,-42.0,-32.0,-31.0,-33.0,-33.0,-37.0,-37.0,-40.0,-40.0,-31.0,-33.0,-31.0,-36.0,-34.0,-40.0,-30.0,-30.0,-33.0,-31.0,-35.0,-32.0,-47.0,-39.0,-28.0,-29.0,-25.0,-40.0,-33.0,-46.0,-28.0,-28.0,-28.0,-26.0,-30.0,-28.0,-40.0,-25.0,-25.0,-27.0
Trinidad and Tobago,4.0,19.0,11.0,9.0,9.0,11.0,12.0,7.0,37.0,-10.0,-21.0,0.0,3.0,8.0,9.0,15.0,11.0,7.0,4.0,-1.0,3.0,2.0,8.0,1.0,1.0,0.0,-1.0,-2.0,-15.0,-17.0,-14.0,-25.0,-27.0,-33.0,-34.0,-41.0,-44.0,-32.0,-34.0,-36.0,-32.0,-25.0,-29.0,-29.0,-86.0,-65.0,-63.0,-62.0,-62.0,-66.0,-65.0,-51.0,-67.0,-66.0,-61.0,-84.0,-70.0,-71.0,-82.0,-62.0,-63.0,-63.0,-65.0,-70.0,-71.0,-64.0,-68.0,-68.0,-65.0,-68.0,-66.0,-66.0,-60.0,-60.0,-60.0,-59.0,-61.0,-62.0,-63.0,-55.0,-57.0,-56.0,-57.0,-57.0,-55.0,-54.0,-46.0,-45.0,-47.0
Turkey,2.0,7.0,6.0,4.0,0.0,-1.0,-4.0,0.0,7.0,3.0,3.0,1.0,-2.0,-3.0,-6.0,9.0,6.0,7.0,2.0,3.0,6.0,13.0,18.0,8.0,2.0,3.0,6.0,-2.0,-7.0,-15.0,-12.0,-26.0,-37.0,-41.0,-45.0,-52.0,-64.0,-51.0,-57.0,-58.0,-57.0,-59.0,-66.0,-75.0,-57.0,-61.0,-61.0,-62.0,-62.0,-70.0,-76.0,-61.0,-64.0,-65.0,-64.0,-61.0,-92.0,-93.0,-52.0,-58.0,-62.0,-56.0,-53.0,-92.0,-92.0,-52.0,-51.0,-49.0,-87.0,-87.0,-91.0,-91.0,-47.0,-54.0,-56.0,-49.0,-87.0,-91.0,-91.0,-49.0,-52.0,-53.0,-52.0,-49.0,-85.0,-83.0,-41.0,-46.0,-45.0
