sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Federal District,8.0,4.0,11.0,14.0,9.0,12.0,12.0,-3.0,-6.0,-34.0,-35.0,-17.0,5.0,4.0,-5.0,-4.0,9.0,11.0,10.0,10.0,11.0,6.0,6.0,15.0,17.0,13.0,3.0,2.0,-2.0,-5.0,-8.0,-13.0,-21.0,-30.0,-40.0,-52.0,-62.0,-60.0,-62.0,-64.0,-62.0,-59.0,-59.0,-56.0,-57.0,-56.0,-56.0,-55.0,-52.0,-49.0,-53.0,-52.0,-51.0,-51.0,-47.0,-64.0,-46.0,-49.0,-51.0,-52.0,-52.0,-50.0,-42.0,-40.0,-40.0,-46.0,-59.0,-46.0,-47.0,-41.0,-35.0,-38.0,-43.0,-41.0,-41.0,-38.0,-52.0,-38.0,-37.0,-40.0,-38.0,-37.0,-37.0,-32.0,-26.0,-20.0,-38.0,-36.0,-38.0
Fejér,10.0,15.0,4.0,3.0,-1.0,1.0,3.0,8.0,10.0,1.0,7.0,-7.0,-2.0,-1.0,1.0,4.0,-1.0,-2.0,-3.0,4.0,-2.0,4.0,17.0,3.0,2.0,0.0,2.0,-6.0,-7.0,-13.0,-23.0,-29.0,-34.0,-36.0,-38.0,-42.0,-51.0,-52.0,-51.0,-54.0,-52.0,-45.0,-49.0,-48.0,-55.0,-51.0,-51.0,-50.0,-48.0,-39.0,-39.0,-46.0,-43.0,-44.0,-40.0,-68.0,-39.0,-51.0,-75.0,-50.0,-46.0,-45.0,-44.0,-38.0,-46.0,-46.0,-45.0,-46.0,-45.0,-44.0,-39.0,-36.0,-45.0,-41.0,-44.0,-38.0,-68.0,-30.0,-25.0,-40.0,-40.0,-40.0,-37.0,-33.0,-15.0,-17.0,-35.0,-37.0,-38.0
Fermanagh and Omagh,-25.0,-10.0,-17.0,-16.0,-10.0,-9.0,-12.0,-9.0,0.0,-9.0,-1.0,1.0,3.0,-9.0,-17.0,2.0,-1.0,0.0,-6.0,4.0,-1.0,-8.0,2.0,-6.0,1.0,-11.0,-3.0,-16.0,-22.0,-23.0,-25.0,-51.0,-25.0,-27.0,-36.0,-31.0,-23.0,-39.0,-54.0,-56.0,-56.0,-59.0,-59.0,-54.0,-59.0,-60.0,-63.0,-63.0,-64.0,-58.0,-69.0,-59.0,-52.0,-55.0,-47.0,-59.0,-48.0,-60.0,-61.0,-54.0,-54.0,-53.0,-51.0,-58.0,-56.0,-49.0,-46.0,-46.0,-47.0,-49.0,-38.0,-43.0,-45.0,-43.0,-52.0,-51.0,-53.0,-40.0,-40.0,-44.0,-39.0,-37.0,-44.0,-47.0,-36.0,-52.0,-38.0,-41.0,-38.0
Fife,-10.0,-2.0,-4.0,2.0,-1.0,1.0,-5.0,-11.0,7.0,-8.0,3.0,3.0,3.0,0.0,4.0,-10.0,1.0,4.0,4.0,3.0,3.0,5.0,16.0,-1.0,-1.0,-4.0,-3.0,-2.0,-6.0,-3.0,-10.0,-17.0,-20.0,-20.0,-23.0,-26.0,-11.0,-41.0,-58.0,-64.0,-65.0,-66.0,-64.0,-56.0,-62.0,-61.0,-63.0,-64.0,-65.0,-62.0,-53.0,-62.0,-56.0,-59.0,-62.0,-58.0,-55.0,-52.0,-60.0,-59.0,-56.0,-60.0,-60.0,-59.0,-47.0,-57.0,-56.0,-56.0,-56.0,-56.0,-54.0,-46.0,-57.0,-55.0,-60.0,-55.0,-53.0,-45.0,-40.0,-51.0,-47.0,-48.0,-48.0,-50.0,-45.0,-44.0,-47.0,-50.0,-46.0
Flacq District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0
Flanders,6.0,-5.0,6.0,6.0,6.0,4.0,8.0,0.0,0.0,-10.0,-6.0,-11.0,-15.0,-10.0,-4.0,7.0,1.0,2.0,2.0,-1.0,3.0,8.0,-2.0,-1.0,-3.0,-3.0,-7.0,-17.0,-35.0,-33.0,-45.0,-46.0,-56.0,-66.0,-71.0,-64.0,-59.0,-68.0,-67.0,-67.0,-70.0,-69.0,-64.0,-74.0,-70.0,-69.0,-67.0,-72.0,-70.0,-61.0,-55.0,-68.0,-64.0,-63.0,-65.0,-65.0,-56.0,-57.0,-80.0,-69.0,-64.0,-65.0,-65.0,-66.0,-58.0,-64.0,-63.0,-61.0,-61.0,-63.0,-55.0,-49.0,-61.0,-67.0,-63.0,-63.0,-77.0,-58.0,-52.0,-59.0,-57.0,-54.0,-56.0,-55.0,-45.0,-51.0,-53.0,-50.0,-49.0
Flevoland,5.0,-9.0,-14.0,-13.0,-15.0,-16.0,-11.0,5.0,-5.0,-3.0,2.0,1.0,3.0,3.0,12.0,11.0,0.0,-1.0,-2.0,-5.0,-2.0,7.0,-4.0,-6.0,-4.0,-4.0,-7.0,-22.0,-22.0,-31.0,-49.0,-56.0,-55.0,-60.0,-59.0,-51.0,-55.0,-65.0,-66.0,-65.0,-67.0,-63.0,-56.0,-63.0,-68.0,-64.0,-65.0,-66.0,-64.0,-50.0,-46.0,-62.0,-60.0,-58.0,-60.0,-61.0,-43.0,-49.0,-77.0,-63.0,-58.0,-60.0,-58.0,-42.0,-43.0,-59.0,-60.0,-54.0,-57.0,-56.0,-35.0,-40.0,-68.0,-62.0,-55.0,-60.0,-59.0,-45.0,-45.0,-57.0,-63.0,-48.0,-54.0,-50.0,-28.0,-44.0,-55.0,-51.0,-52.0
Flintshire,-16.0,-10.0,-2.0,-1.0,-9.0,-6.0,-3.0,-4.0,-2.0,-4.0,-4.0,-8.0,-3.0,-3.0,-2.0,7.0,1.0,-3.0,-1.0,-3.0,-3.0,-3.0,-1.0,-8.0,-3.0,-9.0,-9.0,-5.0,-7.0,-6.0,-6.0,-14.0,-25.0,-18.0,-25.0,-27.0,-13.0,-32.0,-50.0,-51.0,-51.0,-54.0,-66.0,-60.0,-57.0,-57.0,-59.0,-59.0,-53.0,-57.0,-49.0,-56.0,-52.0,-52.0,-45.0,-57.0,-51.0,-51.0,-58.0,-47.0,-51.0,-46.0,-46.0,-51.0,-38.0,-39.0,-37.0,-41.0,-38.0,-33.0,-29.0,-30.0,-35.0,-49.0,-45.0,-46.0,-47.0,-42.0,-38.0,-41.0,-41.0,-41.0,-40.0,-52.0,-47.0,-52.0,-40.0,-37.0,-35.0
Flores Department,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida,376.0,207.0,272.0,329.0,249.0,171.0,114.0,326.0,327.0,128.0,214.0,242.0,393.0,386.0,502.0,540.0,212.0,247.0,192.0,231.0,196.0,445.0,480.0,219.0,265.0,273.0,228.0,91.0,162.0,-7.0,-240.0,-272.0,-509.0,-777.0,-1044.0,-1151.0,-1440.0,-1366.0,-1273.0,-1345.0,-1562.0,-1839.0,-1976.0,-2043.0,-1732.0,-1509.0,-1452.0,-1609.0,-2076.0,-2270.0,-2507.0,-1939.0,-1736.0,-1774.0,-1851.0,-2145.0,-2239.0,-2539.0,-2018.0,-1709.0,-1725.0,-1824.0,-2008.0,-2162.0,-2224.0,-1936.0,-1570.0,-1583.0,-1710.0,-2073.0,-1877.0,-2032.0,-1676.0,-1387.0,-1434.0,-1535.0,-1489.0,-1468.0,-1703.0,-1421.0,-1237.0,-1239.0,-1239.0,-1323.0,-1230.0,-1526.0,-1278.0,-1105.0,-1154.0
Florida Department,5.0,6.0,0.0,-5.0,13.0,3.0,11.0,9.0,0.0,-27.0,-29.0,22.0,8.0,11.0,3.0,-2.0,14.0,10.0,25.0,15.0,27.0,10.0,0.0,17.0,11.0,17.0,13.0,20.0,-21.0,-30.0,-24.0,-35.0,-47.0,-48.0,-48.0,-55.0,-72.0,-52.0,-56.0,-55.0,-60.0,-58.0,-62.0,-70.0,-54.0,-52.0,-47.0,-48.0,-41.0,-48.0,-66.0,-44.0,-49.0,-52.0,-58.0,-77.0,-60.0,-66.0,-33.0,-46.0,-32.0,-39.0,-35.0,-42.0,-61.0,-36.0,-42.0,-44.0,-40.0,-35.0,-44.0,-63.0,-41.0,-57.0,-35.0,-27.0,-80.0,-45.0,-53.0,-34.0,-36.0,-33.0,-29.0,-28.0,-33.0,-43.0,-33.0,-28.0,-32.0
Formosa Province,-8.0,0.0,-4.0,-11.0,-2.0,-9.0,-9.0,6.0,0.0,-18.0,-17.0,-4.0,0.0,9.0,18.0,0.0,-7.0,6.0,-2.0,4.0,-2.0,16.0,0.0,-7.0,-4.0,-4.0,0.0,-7.0,-4.0,-22.0,-21.0,-30.0,-35.0,-39.0,-60.0,-62.0,-68.0,-74.0,-70.0,-63.0,-68.0,-71.0,-62.0,-71.0,-68.0,-67.0,-60.0,-71.0,-55.0,-48.0,-63.0,-61.0,-48.0,-50.0,-62.0,-78.0,-56.0,-61.0,-46.0,-41.0,-37.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free State,-8.0,-7.0,2.0,3.0,-1.0,-1.0,2.0,0.0,-13.0,-5.0,4.0,-3.0,-2.0,10.0,-2.0,2.0,5.0,9.0,2.0,5.0,-2.0,-3.0,-13.0,0.0,1.0,-4.0,-8.0,-3.0,-12.0,-16.0,-10.0,-8.0,-13.0,-17.0,-12.0,-21.0,-29.0,-21.0,-17.0,-10.0,-7.0,-67.0,-63.0,-71.0,-63.0,-55.0,-59.0,-61.0,-65.0,-59.0,-65.0,-61.0,-57.0,-60.0,-65.0,-79.0,-69.0,-76.0,-72.0,-62.0,-55.0,-58.0,-58.0,-50.0,-64.0,-57.0,-52.0,-58.0,-59.0,-60.0,-54.0,-69.0,-70.0,-56.0,-54.0,-53.0,-61.0,-42.0,-50.0,-40.0,-31.0,-31.0,-32.0,-46.0,-38.0,-53.0,-46.0,-36.0,-38.0
Fribourg,13.0,7.0,-3.0,5.0,-3.0,2.0,6.0,15.0,15.0,-8.0,-8.0,-18.0,-15.0,-13.0,-9.0,1.0,-6.0,1.0,0.0,-6.0,-3.0,-4.0,6.0,-5.0,-5.0,-4.0,-5.0,-11.0,-20.0,-12.0,-33.0,-41.0,-47.0,-50.0,-58.0,-56.0,-67.0,-60.0,-58.0,-61.0,-60.0,-58.0,-48.0,-62.0,-65.0,-55.0,-53.0,-52.0,-55.0,-44.0,-39.0,-51.0,-47.0,-50.0,-46.0,-60.0,-37.0,-42.0,-59.0,-50.0,-48.0,-48.0,-49.0,-39.0,-41.0,-50.0,-48.0,-45.0,-45.0,-44.0,-36.0,-47.0,-40.0,-48.0,-43.0,-51.0,-48.0,-41.0,-32.0,-37.0,-43.0,-39.0,-36.0,-36.0,-19.0,-25.0,-39.0,-35.0,-43.0
Friesland,3.0,-16.0,-16.0,-21.0,-17.0,-19.0,-9.0,8.0,1.0,-1.0,4.0,3.0,-1.0,12.0,9.0,12.0,-2.0,-1.0,2.0,0.0,8.0,24.0,12.0,3.0,-4.0,0.0,-4.0,-11.0,-6.0,-14.0,-37.0,-47.0,-49.0,-50.0,-50.0,-35.0,-39.0,-55.0,-54.0,-51.0,-54.0,-54.0,-44.0,-51.0,-59.0,-53.0,-55.0,-59.0,-56.0,-33.0,-27.0,-53.0,-49.0,-43.0,-48.0,-49.0,-25.0,-24.0,-67.0,-52.0,-45.0,-46.0,-48.0,-25.0,-24.0,-48.0,-49.0,-41.0,-40.0,-44.0,-20.0,-10.0,-44.0,-52.0,-42.0,-43.0,-46.0,-24.0,-9.0,-44.0,-44.0,-34.0,-36.0,-31.0,5.0,-18.0,-44.0,-43.0,-39.0
Friuli-Venezia Giulia,10.0,12.0,1.0,4.0,1.0,3.0,7.0,16.0,11.0,-20.0,-23.0,-26.0,-22.0,-21.0,-16.0,-40.0,-29.0,-24.0,-23.0,-24.0,-28.0,-16.0,-7.0,-31.0,-41.0,-48.0,-60.0,-67.0,-72.0,-75.0,-68.0,-69.0,-71.0,-72.0,-73.0,-76.0,-84.0,-75.0,-74.0,-77.0,-79.0,-77.0,-77.0,-83.0,-77.0,-73.0,-73.0,-74.0,-75.0,-75.0,-83.0,-73.0,-72.0,-73.0,-72.0,-72.0,-74.0,-85.0,-89.0,-71.0,-70.0,-70.0,-69.0,-69.0,-77.0,-70.0,-67.0,-67.0,-67.0,-65.0,-78.0,-74.0,-60.0,-60.0,-64.0,-59.0,-76.0,-61.0,-55.0,-46.0,-47.0,-49.0,-47.0,-47.0,-39.0,-41.0,-56.0,-53.0,-47.0
Fujairah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-37.0,-40.0,-34.0,-37.0,-36.0,0.0,-41.0,-44.0,-42.0,-38.0,-38.0,-37.0,0.0,-31.0,-36.0,-33.0,-39.0,-34.0,-35.0,-54.0,-41.0,-28.0,0.0,-34.0,-44.0
Fukui,6.0,-6.0,6.0,0.0,4.0,4.0,8.0,5.0,19.0,24.0,2.0,2.0,-3.0,-8.0,-22.0,-16.0,-11.0,-14.0,-16.0,-16.0,-15.0,-13.0,-24.0,-6.0,-18.0,-12.0,-4.0,-11.0,-19.0,-16.0,-12.0,-9.0,-5.0,0.0,-7.0,10.0,-6.0,-2.0,-6.0,-1.0,0.0,-14.0,-21.0,-19.0,-7.0,-13.0,-20.0,-20.0,-20.0,-28.0,-41.0,-23.0,-26.0,-28.0,-30.0,-36.0,-44.0,-55.0,-39.0,-34.0,-32.0,-33.0,-39.0,-55.0,-52.0,-38.0,-36.0,-38.0,-41.0,-44.0,-45.0,-57.0,-33.0,-36.0,-48.0,-40.0,-42.0,-47.0,-50.0,-52.0,-48.0,-58.0,-35.0,-36.0,-48.0,-55.0,-28.0,-28.0,-30.0
Fukuoka,-3.0,-7.0,-2.0,-5.0,-2.0,-1.0,-2.0,-5.0,4.0,-20.0,-2.0,-6.0,-8.0,-16.0,-33.0,-31.0,-22.0,-23.0,-24.0,-24.0,-24.0,-36.0,-31.0,-21.0,-24.0,-21.0,-21.0,-23.0,-32.0,-31.0,-20.0,-22.0,-18.0,-13.0,-35.0,-27.0,-27.0,-16.0,-18.0,-16.0,-19.0,-25.0,-35.0,-34.0,-22.0,-23.0,-27.0,-26.0,-31.0,-47.0,-50.0,-29.0,-34.0,-39.0,-42.0,-45.0,-60.0,-69.0,-50.0,-48.0,-48.0,-49.0,-54.0,-61.0,-66.0,-51.0,-52.0,-53.0,-55.0,-54.0,-61.0,-65.0,-51.0,-51.0,-67.0,-52.0,-55.0,-62.0,-71.0,-69.0,-69.0,-68.0,-48.0,-51.0,-62.0,-62.0,-46.0,-48.0,-48.0
Fukushima,-1.0,-11.0,4.0,0.0,0.0,0.0,-2.0,7.0,3.0,7.0,1.0,-1.0,-5.0,-16.0,-23.0,-23.0,-19.0,-15.0,-20.0,-21.0,-23.0,-19.0,-27.0,-14.0,-19.0,-16.0,-15.0,-19.0,-24.0,-18.0,-13.0,-14.0,-13.0,-4.0,-14.0,-4.0,-6.0,-10.0,-12.0,-10.0,-11.0,-18.0,-20.0,-35.0,-12.0,-16.0,-23.0,-24.0,-27.0,-28.0,-36.0,-18.0,-21.0,-23.0,-25.0,-32.0,-38.0,-43.0,-31.0,-25.0,-23.0,-27.0,-35.0,-60.0,-54.0,-35.0,-38.0,-41.0,-42.0,-48.0,-51.0,-56.0,-40.0,-41.0,-54.0,-43.0,-51.0,-53.0,-53.0,-54.0,-51.0,-60.0,-43.0,-47.0,-51.0,-57.0,-35.0,-37.0,-36.0
Gabrovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galați,5.0,15.0,4.0,4.0,3.0,0.0,12.0,8.0,9.0,-1.0,2.0,4.0,-3.0,12.0,8.0,27.0,4.0,3.0,6.0,-3.0,13.0,15.0,23.0,2.0,-4.0,-9.0,-8.0,-5.0,-11.0,-24.0,-24.0,-28.0,-30.0,-32.0,-29.0,-31.0,-48.0,-49.0,-47.0,-56.0,-59.0,-57.0,-65.0,-71.0,-56.0,-59.0,-57.0,-57.0,-55.0,-62.0,-67.0,-55.0,-54.0,-53.0,-54.0,-48.0,-52.0,-64.0,-52.0,-49.0,-45.0,-44.0,-57.0,-58.0,-82.0,-82.0,-58.0,-51.0,-52.0,-47.0,-56.0,-59.0,-50.0,-50.0,-48.0,-50.0,-67.0,-58.0,-59.0,-48.0,-45.0,-50.0,-49.0,-41.0,-45.0,-47.0,-42.0,-40.0,-40.0
Galicia,-2.0,1.0,9.0,2.0,5.0,9.0,17.0,20.0,18.0,9.0,-8.0,3.0,6.0,9.0,0.0,3.0,6.0,-2.0,-1.0,2.0,7.0,2.0,12.0,10.0,0.0,-2.0,-7.0,-26.0,-49.0,-72.0,-68.0,-72.0,-74.0,-88.0,-79.0,-83.0,-87.0,-78.0,-79.0,-79.0,-80.0,-81.0,-85.0,-88.0,-82.0,-82.0,-82.0,-81.0,-83.0,-85.0,-89.0,-81.0,-81.0,-80.0,-91.0,-92.0,-84.0,-88.0,-78.0,-78.0,-79.0,-79.0,-80.0,-84.0,-88.0,-78.0,-78.0,-78.0,-78.0,-79.0,-83.0,-82.0,-74.0,-74.0,-76.0,-74.0,-89.0,-62.0,-60.0,-62.0,-60.0,-59.0,-60.0,-64.0,-67.0,-64.0,-45.0,-52.0,-52.0
Garissa County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garkalne Municipality,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Gauteng,1.0,-6.0,3.0,1.0,-1.0,2.0,5.0,-5.0,-10.0,-1.0,4.0,7.0,9.0,21.0,13.0,11.0,11.0,14.0,11.0,11.0,16.0,8.0,-3.0,2.0,3.0,-2.0,-4.0,0.0,-6.0,-13.0,-13.0,-16.0,-20.0,-24.0,-23.0,-28.0,-40.0,-39.0,-32.0,-24.0,-30.0,-82.0,-80.0,-81.0,-81.0,-80.0,-79.0,-80.0,-80.0,-78.0,-78.0,-80.0,-79.0,-82.0,-81.0,-85.0,-79.0,-81.0,-85.0,-82.0,-81.0,-81.0,-80.0,-77.0,-80.0,-80.0,-79.0,-81.0,-81.0,-79.0,-74.0,-78.0,-83.0,-78.0,-77.0,-74.0,-72.0,-60.0,-65.0,-62.0,-62.0,-60.0,-61.0,-66.0,-61.0,-68.0,-64.0,-62.0,-63.0
Gavleborg County,7.0,-3.0,-2.0,2.0,3.0,-1.0,6.0,0.0,11.0,-1.0,-1.0,-4.0,1.0,4.0,20.0,2.0,-5.0,-8.0,-11.0,-4.0,-3.0,3.0,-3.0,-2.0,-1.0,-5.0,-6.0,-12.0,-12.0,-19.0,-17.0,-25.0,-26.0,-27.0,-31.0,-25.0,-25.0,-29.0,-31.0,-28.0,-28.0,-28.0,-23.0,-27.0,-28.0,-30.0,-24.0,-35.0,-35.0,-26.0,-26.0,-23.0,-27.0,-24.0,-24.0,-51.0,-26.0,-31.0,-57.0,-33.0,-28.0,-32.0,-33.0,-22.0,-22.0,-22.0,-19.0,-20.0,-23.0,-26.0,-16.0,-27.0,-25.0,-27.0,-19.0,-20.0,-57.0,-15.0,-19.0,-22.0,-18.0,-19.0,-20.0,-19.0,-7.0,-40.0,-25.0,-24.0,-22.0
Gelderland,5.0,-5.0,2.0,0.0,0.0,0.0,3.0,5.0,-2.0,-15.0,-12.0,-15.0,-18.0,-12.0,-5.0,-1.0,-1.0,-1.0,2.0,-2.0,0.0,6.0,-5.0,-2.0,-4.0,-5.0,-8.0,-24.0,-22.0,-27.0,-49.0,-53.0,-53.0,-59.0,-59.0,-47.0,-49.0,-62.0,-63.0,-61.0,-64.0,-60.0,-51.0,-62.0,-66.0,-62.0,-61.0,-65.0,-63.0,-48.0,-40.0,-58.0,-58.0,-53.0,-57.0,-55.0,-38.0,-42.0,-69.0,-61.0,-54.0,-55.0,-54.0,-47.0,-34.0,-55.0,-57.0,-52.0,-51.0,-51.0,-38.0,-29.0,-54.0,-58.0,-52.0,-56.0,-57.0,-46.0,-32.0,-54.0,-56.0,-47.0,-50.0,-45.0,-24.0,-34.0,-53.0,-53.0,-51.0
Geneva,-6.0,2.0,4.0,3.0,-2.0,0.0,1.0,-1.0,9.0,8.0,5.0,1.0,0.0,4.0,-5.0,-1.0,-4.0,-2.0,-3.0,-9.0,-6.0,-2.0,-1.0,-6.0,-8.0,-9.0,-16.0,-21.0,-23.0,-29.0,-36.0,-50.0,-60.0,-68.0,-73.0,-76.0,-82.0,-79.0,-79.0,-79.0,-81.0,-80.0,-78.0,-84.0,-82.0,-77.0,-76.0,-77.0,-77.0,-77.0,-77.0,-75.0,-74.0,-75.0,-74.0,-81.0,-74.0,-77.0,-81.0,-73.0,-73.0,-74.0,-74.0,-74.0,-77.0,-73.0,-71.0,-69.0,-71.0,-71.0,-72.0,-75.0,-65.0,-68.0,-64.0,-71.0,-74.0,-73.0,-71.0,-60.0,-62.0,-60.0,-60.0,-62.0,-62.0,-67.0,-54.0,-50.0,-57.0
Georgia,222.0,139.0,206.0,-30.0,-3.0,-59.0,86.0,161.0,216.0,-129.0,6.0,137.0,259.0,264.0,539.0,576.0,93.0,77.0,35.0,80.0,367.0,608.0,573.0,227.0,162.0,194.0,255.0,248.0,332.0,279.0,-32.0,-113.0,-158.0,-212.0,-448.0,-330.0,-719.0,-773.0,-631.0,-581.0,-723.0,-1015.0,-922.0,-1166.0,-895.0,-923.0,-818.0,-845.0,-1320.0,-1497.0,-1644.0,-1192.0,-1072.0,-1074.0,-1100.0,-1422.0,-1451.0,-1917.0,-1192.0,-968.0,-949.0,-979.0,-1247.0,-1196.0,-1659.0,-1126.0,-878.0,-857.0,-1119.0,-1064.0,-1019.0,-994.0,-803.0,-616.0,-725.0,-572.0,-670.0,-482.0,-622.0,-585.0,-438.0,-463.0,-391.0,-723.0,-418.0,-646.0,-489.0,-459.0,-430.0
Gharbia Governorate,5.0,3.0,1.0,0.0,-4.0,-4.0,3.0,0.0,-5.0,-15.0,-15.0,5.0,4.0,9.0,7.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,-2.0,1.0,16.0,-71.0,-54.0,-28.0,-10.0,-17.0,-27.0,-26.0,-31.0,-33.0,-38.0,-43.0,-46.0,-45.0,-54.0,-55.0,-77.0,-75.0,-50.0,-52.0,-53.0,-52.0,-50.0,-67.0,-67.0,-45.0,-49.0,-50.0,-48.0,-48.0,-64.0,-64.0,-40.0,-47.0,-46.0,-42.0,-41.0,-61.0,-60.0,-44.0,-90.0,-31.0,-30.0,-31.0,-58.0,-56.0,-43.0,-50.0,-48.0,-48.0,-49.0,-46.0,-54.0,-42.0,-46.0,-46.0,-44.0,-44.0,-42.0,-43.0,-40.0,-42.0,-43.0,-45.0
